Time	1 PrLDf: 20 PrLDm...43
0	5149
0.16667	6541
0.33333	9708
0.5	13407
0.66667	16838
0.83333	19978
1	22764
1.16667	25220
1.33333	27208
1.5	29011
1.66667	30220
1.83333	31219
2	32054
2.16667	32731
2.33333	33276
2.5	33696
2.66667	33967
2.83333	34158
3	34406
3.16667	34589
3.33333	34724
3.5	34825
3.66667	34952
3.83333	35060
4	35161
4.16667	35235
4.33333	35270
4.5	35342
4.66667	35382
4.83333	35515
5	35543
5.16667	35552
5.33333	35572
5.5	35642
5.66667	35636
5.83333	35759
6	35727
6.16667	35772
6.33333	35846
6.5	35861
6.66667	35918
6.83333	35929
7	35977
7.16667	36017
7.33333	36016
7.5	36112
7.66667	36092
7.83333	36165
8	36118
8.16667	36179
8.33333	36146
8.5	36195
8.66667	36168
8.83333	36140
9	36188
9.16667	36154
9.33333	36208
9.5	36262
9.66667	36290
9.83333	36247
10	36281
10.16667	36317
10.33333	36262
10.5	36237
10.66667	36305
10.83333	36231
11	36364
11.16667	36405
11.33333	36448
11.5	36537
11.66667	36498
11.83333	36550
12	36517
12.16667	36558
12.33333	36654
12.5	36656
12.66667	36668
12.83333	36723
13	36726
13.16667	36734
13.33333	36791
13.5	36828
13.66667	36770
13.83333	36862
14	36771
14.16667	36916
14.33333	36891
14.5	36909
14.66667	36932
14.83333	36891
15	36890
15.16667	36973
15.33333	36956
15.5	36952
15.66667	36938
15.83333	36958
16	36977
16.16667	37007
16.33333	36944
16.5	37007
16.66667	37038
16.83333	37058
17	37054
17.16667	37049
17.33333	37052
17.5	37035
17.66667	37077
17.83333	37109
18	37175
18.16667	37157
18.33333	37161
18.5	37149
18.66667	37186
18.83333	37225
19	37210
19.16667	37232
19.33333	37206
19.5	37210
19.66667	37249
19.83333	37205
20	37232
20.16667	37290
20.33333	37276
20.5	37186
20.66667	37220
20.83333	37294
21	37279
21.16667	37291
21.33333	37242
21.5	37302
21.66667	37306
21.83333	37334
22	37303
22.16667	37296
22.33333	37309
22.5	37353
22.66667	37321
22.83333	37341
23	37294
23.16667	37379
23.33333	37369
23.5	37394
23.66667	37378
23.83333	37389
24	37422
