Time	2 PrLDf: 5 PrLDm...49
0	6011
0.16667	8586
0.33333	13927
0.5	19453
0.66667	24108
0.83333	27559
1	29905
1.16667	31307
1.33333	32164
1.5	32884
1.66667	33350
1.83333	33536
2	33698
2.16667	33976
2.33333	34039
2.5	34195
2.66667	34298
2.83333	34355
3	34452
3.16667	34470
3.33333	34586
3.5	34675
3.66667	34706
3.83333	34802
4	34774
4.16667	34860
4.33333	34899
4.5	34976
4.66667	35008
4.83333	35073
5	35063
5.16667	35066
5.33333	35083
5.5	35058
5.66667	35152
5.83333	35167
6	35267
6.16667	35216
6.33333	35316
6.5	35337
6.66667	35349
6.83333	35417
7	35431
7.16667	35493
7.33333	35482
7.5	35491
7.66667	35588
7.83333	35624
8	35613
8.16667	35715
8.33333	35672
8.5	35666
8.66667	35654
8.83333	35739
9	35787
9.16667	35725
9.33333	35773
9.5	35783
9.66667	35763
9.83333	35766
10	35805
10.16667	35788
10.33333	35781
10.5	35752
10.66667	35729
10.83333	35704
11	35774
11.16667	35755
11.33333	35854
11.5	35837
11.66667	35887
11.83333	35859
12	35917
12.16667	35945
12.33333	35923
12.5	35933
12.66667	35994
12.83333	36010
13	35988
13.16667	35966
13.33333	36028
13.5	36005
13.66667	36050
13.83333	36075
14	36103
14.16667	36047
14.33333	36129
14.5	36108
14.66667	36122
14.83333	36154
15	36097
15.16667	36154
15.33333	36159
15.5	36163
15.66667	36141
15.83333	36199
16	36172
16.16667	36169
16.33333	36231
16.5	36194
16.66667	36236
16.83333	36235
17	36217
17.16667	36298
17.33333	36314
17.5	36257
17.66667	36262
17.83333	36346
18	36262
18.16667	36276
18.33333	36282
18.5	36339
18.66667	36305
18.83333	36342
19	36428
19.16667	36327
19.33333	36329
19.5	36373
19.66667	36464
19.83333	36421
20	36368
20.16667	36396
20.33333	36387
20.5	36473
20.66667	36476
20.83333	36442
21	36547
21.16667	36529
21.33333	36552
21.5	36574
21.66667	36537
21.83333	36536
22	36578
22.16667	36623
22.33333	36600
22.5	36651
22.66667	36711
22.83333	36671
23	36676
23.16667	36686
23.33333	36706
23.5	36736
23.66667	36770
23.83333	36754
24	36739
