Time	4 PrLDf: 10 PrLDm...65
0	5711
0.16667	6505
0.33333	8226
0.5	9929
0.66667	11304
0.83333	12166
1	12842
1.16667	13345
1.33333	13666
1.5	13920
1.66667	14050
1.83333	14216
2	14291
2.16667	14429
2.33333	14497
2.5	14540
2.66667	14599
2.83333	14655
3	14701
3.16667	14777
3.33333	14790
3.5	14747
3.66667	14836
3.83333	14845
4	15001
4.16667	15022
4.33333	15084
4.5	15106
4.66667	15114
4.83333	15134
5	15153
5.16667	15170
5.33333	15117
5.5	15203
5.66667	15191
5.83333	15224
6	15207
6.16667	15251
6.33333	15194
6.5	15249
6.66667	15276
6.83333	15225
7	15246
7.16667	15339
7.33333	15332
7.5	15318
7.66667	15331
7.83333	15315
8	15328
8.16667	15337
8.33333	15384
8.5	15349
8.66667	15351
8.83333	15349
9	15324
9.16667	15349
9.33333	15355
9.5	15410
9.66667	15352
9.83333	15402
10	15411
10.16667	15374
10.33333	15380
10.5	15392
10.66667	15436
10.83333	15407
11	15404
11.16667	15420
11.33333	15415
11.5	15484
11.66667	15395
11.83333	15446
12	15427
12.16667	15452
12.33333	15432
12.5	15478
12.66667	15509
12.83333	15442
13	15532
13.16667	15551
13.33333	15515
13.5	15461
13.66667	15465
13.83333	15511
14	15491
14.16667	15501
14.33333	15519
14.5	15526
14.66667	15552
14.83333	15519
15	15535
15.16667	15505
15.33333	15548
15.5	15523
15.66667	15479
15.83333	15533
16	15532
16.16667	15542
16.33333	15573
16.5	15539
16.66667	15508
16.83333	15491
17	15528
17.16667	15509
17.33333	15539
17.5	15496
17.66667	15488
17.83333	15512
18	15505
18.16667	15505
18.33333	15513
18.5	15537
18.66667	15549
18.83333	15517
19	15539
19.16667	15547
19.33333	15518
19.5	15487
19.66667	15559
19.83333	15486
20	15466
20.16667	15477
20.33333	15519
20.5	15490
20.66667	15492
20.83333	15486
21	15470
21.16667	15535
21.33333	15446
21.5	15466
21.66667	15475
21.83333	15493
22	15478
22.16667	15419
22.33333	15492
22.5	15468
22.66667	15480
22.83333	15447
23	15483
23.16667	15445
23.33333	15476
23.5	15458
23.66667	15481
23.83333	15475
24	15438
