Time	0.1 PrLDf: 15 PrLDm...9
0	3487
0.16667	3337
0.33333	3519
0.5	3911
0.66667	4161
0.83333	4377
1	4827
1.16667	5071
1.33333	5289
1.5	5502
1.66667	5688
1.83333	5891
2	6062
2.16667	6283
2.33333	6413
2.5	6584
2.66667	6708
2.83333	6938
3	6933
3.16667	7096
3.33333	7271
3.5	7383
3.66667	7532
3.83333	7658
4	7750
4.16667	7928
4.33333	8142
4.5	8190
4.66667	8286
4.83333	8432
5	8556
5.16667	8764
5.33333	8859
5.5	8937
5.66667	9066
5.83333	9204
6	9328
6.16667	9476
6.33333	9593
6.5	9734
6.66667	9924
6.83333	10123
7	10218
7.16667	10435
7.33333	10586
7.5	10719
7.66667	10853
7.83333	11115
8	11183
8.16667	11399
8.33333	11663
8.5	11830
8.66667	12124
8.83333	12403
9	12657
9.16667	13013
9.33333	13308
9.5	13742
9.66667	14103
9.83333	14508
10	14884
10.16667	15517
10.33333	15953
10.5	16451
10.66667	17059
10.83333	17879
11	18611
11.16667	18831
11.33333	19354
11.5	20749
11.66667	21234
11.83333	21321
12	22184
12.16667	23349
12.33333	23202
12.5	24266
12.66667	25020
12.83333	25650
13	25922
13.16667	27465
13.33333	27397
13.5	28116
13.66667	28904
13.83333	29214
14	30468
14.16667	30622
14.33333	30520
14.5	31579
14.66667	31313
14.83333	31590
15	32246
15.16667	31936
15.33333	32952
15.5	32012
15.66667	32495
15.83333	32725
16	33164
16.16667	32976
16.33333	33153
16.5	33106
16.66667	33057
16.83333	33445
17	33793
17.16667	33576
17.33333	33436
17.5	33116
17.66667	33555
17.83333	33314
18	33205
18.16667	33067
18.33333	33026
18.5	33302
18.66667	33128
18.83333	33353
19	33502
19.16667	33345
19.33333	33894
19.5	33365
19.66667	33328
19.83333	33246
20	32887
20.16667	33762
20.33333	33203
20.5	33359
20.66667	33099
20.83333	33756
21	33054
21.16667	33572
21.33333	33138
21.5	33565
21.66667	33789
21.83333	32883
22	33148
22.16667	33397
22.33333	32765
22.5	33235
22.66667	33012
22.83333	33307
23	33231
23.16667	33921
23.33333	33403
23.5	33446
23.66667	33495
23.83333	32900
24	33260
