Time	2 PrLDf: 25 PrLDm...61
0	6915
0.16667	10410
0.33333	17467
0.5	25217
0.66667	31175
0.83333	35483
1	38269
1.16667	40076
1.33333	41153
1.5	41793
1.66667	42196
1.83333	42466
2	42711
2.16667	42905
2.33333	43035
2.5	43250
2.66667	43320
2.83333	43393
3	43445
3.16667	43612
3.33333	43672
3.5	43757
3.66667	43871
3.83333	43869
4	43973
4.16667	44036
4.33333	44071
4.5	44130
4.66667	44075
4.83333	44285
5	44254
5.16667	44305
5.33333	44353
5.5	44376
5.66667	44347
5.83333	44389
6	44402
6.16667	44404
6.33333	44468
6.5	44499
6.66667	44533
6.83333	44607
7	44654
7.16667	44718
7.33333	44824
7.5	44784
7.66667	44854
7.83333	44845
8	44920
8.16667	44910
8.33333	44980
8.5	44931
8.66667	44943
8.83333	45028
9	45012
9.16667	45040
9.33333	44903
9.5	45073
9.66667	45085
9.83333	45026
10	45088
10.16667	45107
10.33333	45056
10.5	45061
10.66667	45077
10.83333	44992
11	45071
11.16667	45127
11.33333	45189
11.5	45138
11.66667	45187
11.83333	45221
12	45239
12.16667	45240
12.33333	45245
12.5	45345
12.66667	45308
12.83333	45322
13	45328
13.16667	45329
13.33333	45373
13.5	45449
13.66667	45387
13.83333	45448
14	45482
14.16667	45477
14.33333	45532
14.5	45482
14.66667	45496
14.83333	45577
15	45528
15.16667	45641
15.33333	45601
15.5	45582
15.66667	45614
15.83333	45622
16	45584
16.16667	45579
16.33333	45609
16.5	45684
16.66667	45651
16.83333	45703
17	45714
17.16667	45622
17.33333	45687
17.5	45717
17.66667	45729
17.83333	45695
18	45777
18.16667	45762
18.33333	45836
18.5	45872
18.66667	45886
18.83333	45885
19	45862
19.16667	45887
19.33333	45835
19.5	45889
19.66667	45936
19.83333	45938
20	45915
20.16667	45958
20.33333	45950
20.5	46007
20.66667	46004
20.83333	46026
21	46061
21.16667	46055
21.33333	46041
21.5	46045
21.66667	46149
21.83333	46105
22	46105
22.16667	46107
22.33333	46203
22.5	46246
22.66667	46181
22.83333	46213
23	46328
23.16667	46273
23.33333	46322
23.5	46308
23.66667	46389
23.83333	46396
24	46356
