Time	2 PrLDf: 25 PrLDm...59
0	5081
0.16667	5823
0.33333	7504
0.5	9821
0.66667	11462
0.83333	13081
1	14603
1.16667	16010
1.33333	17240
1.5	18411
1.66667	19462
1.83333	20365
2	21306
2.16667	22053
2.33333	22754
2.5	23329
2.66667	23886
2.83333	24339
3	24771
3.16667	25144
3.33333	25467
3.5	25757
3.66667	26030
3.83333	26217
4	26400
4.16667	26638
4.33333	26779
4.5	26913
4.66667	27149
4.83333	27362
5	27412
5.16667	27504
5.33333	27674
5.5	27776
5.66667	27797
5.83333	27900
6	28020
6.16667	27920
6.33333	28053
6.5	28094
6.66667	28196
6.83333	28170
7	28306
7.16667	28269
7.33333	28378
7.5	28542
7.66667	28617
7.83333	28609
8	28659
8.16667	28771
8.33333	28816
8.5	28783
8.66667	28831
8.83333	28896
9	28866
9.16667	28890
9.33333	28870
9.5	28869
9.66667	28851
9.83333	28941
10	29021
10.16667	29095
10.33333	29016
10.5	29202
10.66667	29212
10.83333	29274
11	29304
11.16667	29400
11.33333	29340
11.5	29436
11.66667	29471
11.83333	29522
12	29423
12.16667	29447
12.33333	29386
12.5	29429
12.66667	29518
12.83333	29527
13	29461
13.16667	29584
13.33333	29743
13.5	29671
13.66667	29729
13.83333	29870
14	29921
14.16667	29955
14.33333	29947
14.5	29981
14.66667	29854
14.83333	29999
15	29861
15.16667	29804
15.33333	29810
15.5	30002
15.66667	29962
15.83333	29960
16	29998
16.16667	30117
16.33333	30073
16.5	30046
16.66667	30098
16.83333	30181
17	30252
17.16667	30151
17.33333	30178
17.5	30176
17.66667	30021
17.83333	29918
18	29974
18.16667	30149
18.33333	30233
18.5	30240
18.66667	30339
18.83333	30207
19	30066
19.16667	29898
19.33333	30019
19.5	30242
19.66667	30394
19.83333	30380
20	30235
20.16667	30332
20.33333	30440
20.5	30341
20.66667	30321
20.83333	30338
21	30211
21.16667	30352
21.33333	30433
21.5	30310
21.66667	30171
21.83333	30285
22	30468
22.16667	30710
22.33333	30503
22.5	30432
22.66667	30518
22.83333	30258
23	30225
23.16667	30294
23.33333	30394
23.5	30494
23.66667	30834
23.83333	30814
24	30586
