Time	1 PrLDf: 25 PrLDm...45
0	6556
0.16667	8934
0.33333	13864
0.5	19415
0.66667	24315
0.83333	28457
1	31819
1.16667	34158
1.33333	35876
1.5	37093
1.66667	37892
1.83333	38385
2	38749
2.16667	39039
2.33333	39347
2.5	39496
2.66667	39650
2.83333	39811
3	39938
3.16667	40083
3.33333	40228
3.5	40304
3.66667	40396
3.83333	40521
4	40569
4.16667	40667
4.33333	40705
4.5	40743
4.66667	40722
4.83333	40747
5	40741
5.16667	40797
5.33333	40854
5.5	40857
5.66667	40920
5.83333	40938
6	40907
6.16667	41062
6.33333	41011
6.5	41115
6.66667	41221
6.83333	41176
7	41355
7.16667	41385
7.33333	41474
7.5	41560
7.66667	41594
7.83333	41610
8	41692
8.16667	41721
8.33333	41718
8.5	41724
8.66667	41797
8.83333	41819
9	41779
9.16667	41888
9.33333	41864
9.5	41937
9.66667	41904
9.83333	42025
10	41984
10.16667	42002
10.33333	42065
10.5	42090
10.66667	42133
10.83333	42154
11	42160
11.16667	42139
11.33333	42247
11.5	42229
11.66667	42267
11.83333	42184
12	42220
12.16667	42108
12.33333	42120
12.5	42171
12.66667	42156
12.83333	42167
13	42066
13.16667	42108
13.33333	42093
13.5	42095
13.66667	42122
13.83333	42107
14	42125
14.16667	42116
14.33333	42158
14.5	42222
14.66667	42136
14.83333	42199
15	42314
15.16667	42249
15.33333	42263
15.5	42220
15.66667	42251
15.83333	42300
16	42250
16.16667	42338
16.33333	42387
16.5	42357
16.66667	42369
16.83333	42420
17	42431
17.16667	42434
17.33333	42456
17.5	42470
17.66667	42563
17.83333	42488
18	42591
18.16667	42649
18.33333	42628
18.5	42572
18.66667	42627
18.83333	42618
19	42696
19.16667	42708
19.33333	42704
19.5	42691
19.66667	42732
19.83333	42827
20	42838
20.16667	42841
20.33333	42862
20.5	42861
20.66667	42863
20.83333	42866
21	42928
21.16667	42973
21.33333	43001
21.5	43035
21.66667	43043
21.83333	43065
22	43073
22.16667	43046
22.33333	43076
22.5	43116
22.66667	43093
22.83333	43136
23	43143
23.16667	43156
23.33333	43151
23.5	43163
23.66667	43256
23.83333	43224
24	43200
