Time	15 PrLDm...84
0	3508
0.16667	3085
0.33333	3267
0.5	3252
0.66667	3211
0.83333	3224
1	3216
1.16667	3200
1.33333	3198
1.5	3206
1.66667	3186
1.83333	3177
2	3203
2.16667	3212
2.33333	3190
2.5	3184
2.66667	3187
2.83333	3170
3	3179
3.16667	3146
3.33333	3176
3.5	3157
3.66667	3150
3.83333	3135
4	3118
4.16667	3131
4.33333	3101
4.5	3122
4.66667	3118
4.83333	3093
5	3076
5.16667	3081
5.33333	3078
5.5	3084
5.66667	3067
5.83333	3074
6	3051
6.16667	3030
6.33333	3038
6.5	3058
6.66667	3074
6.83333	3066
7	3077
7.16667	3098
7.33333	3096
7.5	3096
7.66667	3091
7.83333	3093
8	3114
8.16667	3107
8.33333	3130
8.5	3086
8.66667	3103
8.83333	3130
9	3134
9.16667	3147
9.33333	3130
9.5	3146
9.66667	3172
9.83333	3210
10	3210
10.16667	3210
10.33333	3215
10.5	3267
10.66667	3311
10.83333	3363
11	3340
11.16667	3392
11.33333	3387
11.5	3401
11.66667	3428
11.83333	3422
12	3411
12.16667	3427
12.33333	3442
12.5	3437
12.66667	3445
12.83333	3450
13	3426
13.16667	3463
13.33333	3449
13.5	3442
13.66667	3458
13.83333	3451
14	3460
14.16667	3472
14.33333	3469
14.5	3446
14.66667	3471
14.83333	3482
15	3485
15.16667	3472
15.33333	3483
15.5	3475
15.66667	3480
15.83333	3485
16	3501
16.16667	3492
16.33333	3511
16.5	3511
16.66667	3526
16.83333	3509
17	3503
17.16667	3509
17.33333	3521
17.5	3540
17.66667	3523
17.83333	3541
18	3525
18.16667	3521
18.33333	3515
18.5	3529
18.66667	3545
18.83333	3553
19	3556
19.16667	3570
19.33333	3590
19.5	3576
19.66667	3590
19.83333	3599
20	3606
20.16667	3639
20.33333	3651
20.5	3684
20.66667	3699
20.83333	3720
21	3738
21.16667	3781
21.33333	3808
21.5	3832
21.66667	3880
21.83333	3918
22	3961
22.16667	4007
22.33333	4080
22.5	4116
22.66667	4160
22.83333	4221
23	4320
23.16667	4412
23.33333	4467
23.5	4577
23.66667	4667
23.83333	4761
24	4863
