Time	0.1 PrLDf: 25 PrLDm...15
0	3666
0.16667	3401
0.33333	3851
0.5	4107
0.66667	4366
0.83333	4669
1	4975
1.16667	5293
1.33333	5550
1.5	5792
1.66667	6012
1.83333	6233
2	6452
2.16667	6652
2.33333	6840
2.5	7040
2.66667	7221
2.83333	7444
3	7629
3.16667	7807
3.33333	7953
3.5	8189
3.66667	8402
3.83333	8607
4	8779
4.16667	8940
4.33333	9180
4.5	9366
4.66667	9534
4.83333	9740
5	9921
5.16667	10118
5.33333	10329
5.5	10485
5.66667	10666
5.83333	10862
6	11136
6.16667	11261
6.33333	11443
6.5	11669
6.66667	11891
6.83333	12046
7	12271
7.16667	12543
7.33333	12761
7.5	12978
7.66667	13388
7.83333	13574
8	14009
8.16667	14317
8.33333	14601
8.5	14963
8.66667	15418
8.83333	15697
9	16005
9.16667	16517
9.33333	17019
9.5	17399
9.66667	17738
9.83333	18451
10	18781
10.16667	19294
10.33333	19959
10.5	20464
10.66667	20979
10.83333	21809
11	21935
11.16667	22966
11.33333	23333
11.5	24020
11.66667	24412
11.83333	25506
12	25409
12.16667	26559
12.33333	26311
12.5	27231
12.66667	27078
12.83333	28204
13	28342
13.16667	28892
13.33333	29178
13.5	30217
13.66667	30059
13.83333	30803
14	30958
14.16667	31217
14.33333	31257
14.5	31794
14.66667	31630
14.83333	31985
15	32081
15.16667	33066
15.33333	32387
15.5	33412
15.66667	33309
15.83333	33396
16	33851
16.16667	32945
16.33333	34054
16.5	34497
16.66667	33814
16.83333	34974
17	34958
17.16667	34082
17.33333	35794
17.5	35131
17.66667	35460
17.83333	35139
18	35046
18.16667	35130
18.33333	35266
18.5	35840
18.66667	34887
18.83333	35600
19	35591
19.16667	35870
19.33333	35189
19.5	34978
19.66667	36241
19.83333	34975
20	36248
20.16667	35283
20.33333	36310
20.5	35751
20.66667	35507
20.83333	36569
21	35636
21.16667	36467
21.33333	36349
21.5	36192
21.66667	36984
21.83333	35029
22	36955
22.16667	36186
22.33333	36103
22.5	36352
22.66667	37047
22.83333	36110
23	36840
23.16667	36692
23.33333	36696
23.5	37704
23.66667	36337
23.83333	37282
24	36373
