Time	0.1 PrLDf: 5 PrLDm...2
0	3040
0.16667	2741
0.33333	2833
0.5	2821
0.66667	2952
0.83333	2978
1	2996
1.16667	3042
1.33333	3058
1.5	3089
1.66667	3143
1.83333	3172
2	3204
2.16667	3237
2.33333	3250
2.5	3281
2.66667	3297
2.83333	3360
3	3371
3.16667	3372
3.33333	3415
3.5	3433
3.66667	3443
3.83333	3479
4	3498
4.16667	3505
4.33333	3542
4.5	3563
4.66667	3581
4.83333	3591
5	3613
5.16667	3653
5.33333	3680
5.5	3685
5.66667	3726
5.83333	3748
6	3768
6.16667	3754
6.33333	3783
6.5	3830
6.66667	3854
6.83333	3871
7	3858
7.16667	3895
7.33333	3911
7.5	3928
7.66667	3958
7.83333	3957
8	3992
8.16667	4003
8.33333	4034
8.5	4052
8.66667	4058
8.83333	4085
9	4113
9.16667	4124
9.33333	4116
9.5	4170
9.66667	4665
9.83333	4687
10	4714
10.16667	4714
10.33333	4738
10.5	4784
10.66667	4757
10.83333	4813
11	4833
11.16667	4832
11.33333	4857
11.5	4880
11.66667	4892
11.83333	4916
12	4947
12.16667	4940
12.33333	4963
12.5	4973
12.66667	5006
12.83333	5059
13	5044
13.16667	5062
13.33333	5088
13.5	5100
13.66667	5117
13.83333	5130
14	5159
14.16667	5176
14.33333	5215
14.5	5242
14.66667	5244
14.83333	5277
15	5299
15.16667	5308
15.33333	5307
15.5	5346
15.66667	5373
15.83333	5427
16	5425
16.16667	5462
16.33333	5477
16.5	5514
16.66667	5506
16.83333	5566
17	5584
17.16667	5611
17.33333	5645
17.5	5696
17.66667	5712
17.83333	5768
18	5817
18.16667	5850
18.33333	5901
18.5	5973
18.66667	6037
18.83333	6101
19	6138
19.16667	6232
19.33333	6319
19.5	6359
19.66667	6478
19.83333	6549
20	6631
20.16667	6748
20.33333	6862
20.5	6962
20.66667	7087
20.83333	7210
21	7357
21.16667	7478
21.33333	7626
21.5	7760
21.66667	7884
21.83333	8067
22	8283
22.16667	8373
22.33333	8520
22.5	8668
22.66667	8893
22.83333	9024
23	9283
23.16667	9410
23.33333	9572
23.5	9822
23.66667	9921
23.83333	10134
24	10262
