Time	4 PrLDf: 25 PrLDm...75
0	14427
0.16667	25903
0.33333	34902
0.5	37394
0.66667	38429
0.83333	38902
1	39305
1.16667	39634
1.33333	39853
1.5	40026
1.66667	40182
1.83333	40276
2	40368
2.16667	40446
2.33333	40548
2.5	40568
2.66667	40763
2.83333	40782
3	40817
3.16667	41052
3.33333	41092
3.5	41107
3.66667	41248
3.83333	41283
4	41330
4.16667	41367
4.33333	41505
4.5	41512
4.66667	41440
4.83333	41573
5	41540
5.16667	41537
5.33333	41621
5.5	41637
5.66667	41680
5.83333	41732
6	41756
6.16667	41645
6.33333	41741
6.5	41697
6.66667	41769
6.83333	41847
7	41840
7.16667	41925
7.33333	41912
7.5	41914
7.66667	42005
7.83333	42075
8	42113
8.16667	42167
8.33333	42114
8.5	42235
8.66667	42224
8.83333	42099
9	42247
9.16667	42197
9.33333	42209
9.5	42249
9.66667	42211
9.83333	42294
10	42378
10.16667	42288
10.33333	42341
10.5	42425
10.66667	42314
10.83333	42413
11	42467
11.16667	42472
11.33333	42573
11.5	42514
11.66667	42592
11.83333	42564
12	42482
12.16667	42463
12.33333	42500
12.5	42491
12.66667	42435
12.83333	42466
13	42480
13.16667	42502
13.33333	42427
13.5	42539
13.66667	42606
13.83333	42520
14	42512
14.16667	42558
14.33333	42591
14.5	42590
14.66667	42576
14.83333	42636
15	42667
15.16667	42596
15.33333	42661
15.5	42586
15.66667	42673
15.83333	42683
16	42700
16.16667	42674
16.33333	42747
16.5	42715
16.66667	42697
16.83333	42754
17	42764
17.16667	42834
17.33333	42774
17.5	42752
17.66667	42784
17.83333	42800
18	42789
18.16667	42763
18.33333	42782
18.5	42710
18.66667	42753
18.83333	42825
19	42855
19.16667	42717
19.33333	42761
19.5	42744
19.66667	42779
19.83333	42693
20	42833
20.16667	42835
20.33333	42784
20.5	42729
20.66667	42806
20.83333	42818
21	42782
21.16667	42764
21.33333	42773
21.5	42793
21.66667	42807
21.83333	42869
22	42874
22.16667	42782
22.33333	42830
22.5	42819
22.66667	42838
22.83333	42860
23	42829
23.16667	42903
23.33333	42816
23.5	42800
23.66667	42886
23.83333	42844
24	42910
