hours,mean_0 aSf 10 PrLDm,sd_0 aSf 10 PrLDm,mean_0 aSf 15 PrLDm,sd_0 aSf 15 PrLDm,mean_0 aSf 20 PrLDm,sd_0 aSf 20 PrLDm,mean_0 aSf 25 PrLDm,sd_0 aSf 25 PrLDm,mean_0 aSf 30 PrLDm,sd_0 aSf 30 PrLDm,mean_0 aSf 5 PrLDm,sd_0 aSf 5 PrLDm,mean_0.1 aSf 0 PrLDm,sd_0.1 aSf 0 PrLDm,mean_0.1 aSf 10 PrLDm,sd_0.1 aSf 10 PrLDm,mean_0.1 aSf 15 PrLDm,sd_0.1 aSf 15 PrLDm,mean_0.1 aSf 20 PrLDm,sd_0.1 aSf 20 PrLDm,mean_0.1 aSf 25 PrLDm,sd_0.1 aSf 25 PrLDm,mean_0.1 aSf 30 PrLDm,sd_0.1 aSf 30 PrLDm,mean_0.1 aSf 5 PrLDm,sd_0.1 aSf 5 PrLDm,mean_0.5 aSf 0 PrLDm,sd_0.5 aSf 0 PrLDm,mean_0.5 aSf 10 PrLDm,sd_0.5 aSf 10 PrLDm,mean_0.5 aSf 15 PrLDm,sd_0.5 aSf 15 PrLDm,mean_0.5 aSf 20 PrLDm,sd_0.5 aSf 20 PrLDm,mean_0.5 aSf 25 PrLDm,sd_0.5 aSf 25 PrLDm,mean_0.5 aSf 30 PrLDm,sd_0.5 aSf 30 PrLDm,mean_0.5 aSf 5 PrLDm,sd_0.5 aSf 5 PrLDm,mean_01 aSf 0 PrLDm,sd_01 aSf 0 PrLDm,mean_01 aSf 10 PrLDm,sd_01 aSf 10 PrLDm,mean_01 aSf 15 PrLDm,sd_01 aSf 15 PrLDm,mean_01 aSf 20 PrLDm,sd_01 aSf 20 PrLDm,mean_01 aSf 25 PrLDm,sd_01 aSf 25 PrLDm,mean_01 aSf 30 PrLDm,sd_01 aSf 30 PrLDm,mean_01 aSf 5 PrLDm,sd_01 aSf 5 PrLDm,mean_2 aSf 0 PrLDm,sd_2 aSf 0 PrLDm,mean_2 aSf 10 PrLDm,sd_2 aSf 10 PrLDm,mean_2 aSf 15 PrLDm,sd_2 aSf 15 PrLDm,mean_2 aSf 20 PrLDm,sd_2 aSf 20 PrLDm,mean_2 aSf 25 PrLDm,sd_2 aSf 25 PrLDm,mean_2 aSf 30 PrLDm,sd_2 aSf 30 PrLDm,mean_2 aSf 5 PrLDm,sd_2 aSf 5 PrLDm,mean_4 aSf 0 PrLDm,sd_4 aSf 0 PrLDm,mean_4 aSf 10 PrLDm,sd_4 aSf 10 PrLDm,mean_4 aSf 15 PrLDm,sd_4 aSf 15 PrLDm,mean_4 aSf 20 PrLDm,sd_4 aSf 20 PrLDm,mean_4 aSf 25 PrLDm,sd_4 aSf 25 PrLDm,mean_4 aSf 30 PrLDm,sd_4 aSf 30 PrLDm,mean_4 aSf 5 PrLDm,sd_4 aSf 5 PrLDm
55.667,9927.702271,2473.880573,19840.11255,12688.16492,23607.23724,13578.94312,36509.11384,7353.74953,24793.31931,7128.598996,11028.46924,2767.69731,3602.73625,349.6837493,15371.9382,2993.977507,20061.55041,6182.163302,30772.03901,17205.26703,26743.26856,17286.96679,24287.87554,2958.71079,18628.61041,10549.31502,3067.501444,0.375942523,11329.73171,474.9694203,15100.97193,5079.894809,18596.68368,522.8116787,23397.00206,1356.22789,27047.43956,18775.89184,16334.30786,10811.18404,3185.107423,109.0463634,8578.523466,1552.066199,12146.46024,2076.828839,4923.918425,6576.205575,28765.46013,11389.31254,25890.82519,733.7296204,7466.778346,1910.521663,3248.070238,4.14330902,9928.596523,1110.352143,16030.47925,2933.756692,19453.09243,363.0859548,23559.2695,1553.839573,11959.47215,1564.320464,7329.730748,215.045054,3326.559003,71.33434261,10712.09043,306.7564532,14430.83115,1613.85646,19575.29854,5346.719282,36578.00227,12802.87859,33306.39439,7928.638983,7728.80989,1009.479628
56,9970.904389,2443.89625,20021.98545,12761.88376,23450.91103,13651.52933,36296.97147,8020.045454,24870.85615,7123.597144,10968.85084,2907.969359,3616.999839,356.3820452,15476.44944,2998.911364,20273.50542,6148.285797,30794.51745,17218.73255,26865.80851,17454.4946,24357.92805,2945.908605,18506.69021,10473.95819,3063.544979,9.275819832,11451.88658,338.3222659,15066.01853,5129.32639,18522.99638,490.7269859,23498.66289,1471.258855,27055.71978,18731.65492,16503.51167,11179.25776,3193.109234,114.7057781,8701.83935,1407.369688,12336.28746,1917.267058,4795.709823,6352.945007,28867.19564,11493.5903,25914.15303,761.0633146,7423.878876,1820.768416,3238.266071,18.76105813,10058.62128,918.0891096,16331.07242,3367.344905,18882.71559,981.6890483,23531.49968,1468.661237,11586.63152,1007.247337,7293.237276,351.6034558,3315.246013,61.87748135,10639.14352,292.5392339,14434.35545,1572.102805,19747.76808,4909.063262,36511.521,12807.85482,33360.0425,7976.224594,7737.221193,936.5221926
56.333,9930.164365,2674.0454,19884.3206,12851.91946,23282.21448,13870.3033,36306.84522,7946.6849,24924.69796,7203.016826,10934.96192,2904.133547,3620.594403,366.8549129,15364.70787,2991.474825,20380.77371,6140.835306,31018.70085,17399.49252,27006.86418,17617.05043,24505.53787,2942.217761,18473.90291,10553.36351,3070.417799,1.795973954,11127.1737,833.6415433,15170.8986,5174.750823,18526.88245,496.2227229,23520.13814,1467.758312,27241.75275,18946.56876,16715.03794,11327.22057,3204.8793,105.8953215,8583.765343,1618.192171,12274.00153,2001.110028,4885.932882,6500.804968,29532.83556,12437.77573,25930.2375,741.3837783,7416.923144,1906.494013,3230.635714,33.4259477,9887.468491,1143.375186,16114.52644,3061.102654,18976.11396,753.4673636,23533.9026,1524.659964,11663.54976,1106.151127,7319.076239,277.3066039,3308.773558,18.70501429,10909.91424,43.71933141,14279.44608,1683.697506,19276.88658,5616.00246,36603.09137,12786.03404,33381.72036,7871.117213,7734.172998,877.0570654
56.667,10015.17219,2457.659656,19977.11431,12809.78479,23551.75103,13759.23584,36678.01717,7389.241583,24994.65285,7220.051187,10986.81498,2871.372444,3631.118044,383.0849354,15420.74157,3100.3216,20328.9916,6347.002349,31230.85678,17593.01926,27094.43196,17716.65663,24594.28654,2946.81583,18506.4332,10368.32773,3077.576707,9.714345987,11282.04013,657.6767186,15213.85534,5143.699312,18662.65713,316.2989501,23584.31443,1488.722206,27428.2967,19193.28687,16518.47712,11078.63781,3197.532589,111.0618525,8604.938628,1574.106488,12395.04434,1892.155037,4687.977303,6155.210791,29645.07207,12510.23509,25985.48087,720.5147578,7415.89192,1788.698701,3218.200595,34.22481,10175.33842,734.8689179,16656.15745,3723.846971,19063.34586,606.0687113,23760.22943,1214.484983,12035.21799,1630.060326,7331.408016,290.8799052,3338.848362,63.85405904,10606.57701,470.1170969,14441.35545,1582.0023,19550.32207,5127.482908,36574.17253,12745.13662,33359.89397,7855.806383,7756.794505,836.9238158
57,10058.10605,2495.936965,20235.3347,12771.28934,24014.43793,14036.86449,36446.06181,7993.047647,25078.86102,7269.254263,10994.11452,2859.650371,3623.665326,375.2398939,15467.91011,3200.492412,20247.48591,6281.249467,31176.14207,17519.0767,27236.97552,17868.62299,24666.14769,2956.911694,18491.64582,10270.8574,3069.819756,11.2192179,11403.712,393.9532102,15167.52185,5279.935428,18734.26599,223.8219107,23529.74845,1321.231208,27597.06044,19329.3855,16400.17644,10856.74242,3181.490646,101.1030408,8640.808664,1503.579606,12375.83945,1941.942274,4765.771595,6289.663096,29137.40713,11771.07525,26014.46082,775.6407307,7281.811355,1715.417088,3216.7875,33.64060511,9874.265606,1169.030434,16846.02522,3883.466114,18991.10408,1043.297796,24378.63448,313.0581146,12701.13453,2719.884071,7254.202989,358.2640797,3263.456654,13.4963292,10678.11085,209.1468391,14270.70382,1728.587839,19410.52353,5424.182847,36565.46765,12708.78443,33382.56375,7803.013484,7702.950235,936.1390006
57.333,9940.967311,2562.601204,20207.30165,13007.50976,23840.34069,14540.46204,36754.958,7730.150724,24992.36758,7170.957134,11060.88069,2861.757829,3626.23625,382.917768,15378.34831,3115.019887,20404.10081,6228.053958,31196.75488,17405.07297,27322.83144,17981.96382,24767.78389,2950.355113,18419.97737,10317.15012,3056.804141,5.2872151,11272.8967,628.9467977,15232.54526,5270.002829,18677.66474,265.3980144,23691.89175,1435.579851,27570.05495,19275.65315,16587.46661,11215.39863,3188.7242,116.9896861,8623.111913,1525.778164,12531.1208,1668.601174,4797.829345,6344.185737,28932.31377,11519.2132,26040.6906,758.995121,7302.861797,1623.310114,3211.982738,19.77457785,10004.98099,996.7413558,16121.56021,2854.675228,19072.58648,954.9259259,24108.61711,699.1629821,12004.27622,1571.565222,7276.427409,407.737659,3285.507828,28.98030706,10988.40198,120.7766436,14461.66618,1493.881619,19920.13943,5008.947261,36560.08343,12746.42482,33414.37484,7905.983918,7643.442543,953.8057916
57.667,10043.80402,2562.832131,20306.44578,12633.95353,23923.77793,13873.7491,37233.94823,7727.336118,25126.16428,7281.553312,11045.47932,2918.512948,3636.452557,381.1976495,15503.79213,3204.901898,20507.87236,6187.364849,31408.18724,17673.16209,27364.79149,18047.07414,24905.70954,2970.259249,18308.69741,10229.4988,3061.692729,0.274133938,11197.6716,821.4298972,15223.40526,5263.129757,18708.64446,300.7246801,23727.04433,1445.263569,27521.2967,19183.38737,16645.62198,11150.66169,3183.452323,99.63463136,8720.545126,1478.496461,12568.92202,1702.823412,4728.432272,6227.637486,29770.42893,12643.67584,26055.38995,751.4988765,7320.004723,1661.403509,3217.2875,32.93349833,9933.094968,1077.452895,15926.20545,2770.734921,19127.21904,886.1464569,23456.01066,1592.389401,12749.10023,2788.527393,7402.254764,233.8360906,3287.531458,50.16009258,10626.37165,405.3537066,14131.48372,1979.21491,19684.9501,5696.5228,36584.31555,12714.22618,33455.20973,7837.868169,7739.707221,900.4399877
58,10056.90761,2426.921129,20145.32413,13076.77443,23940.83931,13696.8856,36927.93265,8384.967463,25200.24623,7353.562302,11001.12021,2975.65032,3629.830814,393.3906358,15404.85955,3238.747683,20473.84878,6344.375897,31509.81571,17740.15555,27512.83505,18206.81867,24905.88892,2921.922315,18258.2427,10223.76604,3074.636355,13.87263169,11523.28327,348.4472532,15172.29854,5267.523327,18731.99385,205.0522621,23727.7866,1466.84126,27420.03297,18930.61612,16558.99258,11168.13116,3194.8793,120.0374571,8650.218412,1658.563628,12283.38838,2221.180255,4616.815435,6032.471275,30123.49703,13118.94791,26105.84628,787.4995584,7360.177017,1727.910456,3216.896429,45.10836188,9985.768383,970.8371115,16216.70789,3117.927803,19137.09566,964.0739259,23616.4708,1461.63101,13048.92389,3272.405982,7250.56535,393.0731525,3267.970426,2.870250779,10710.48133,289.2330766,14510.60064,1568.92762,20055.39908,5469.61367,36560.72758,12612.98551,33484.52422,7921.751528,7799.274254,778.2053135
58.333,9991.436311,2533.653667,20220.67808,12698.67884,23653.46621,14100.46411,36988.01955,7993.107413,25290.1954,7461.114413,11043.42611,2901.831025,3642.665326,402.1099516,15491.27528,3458.777068,20498.52981,6254.317321,31620.75693,17793.97879,27647.16675,18363.32728,25006.82656,2917.767862,18203.97463,10245.45089,3067.955507,3.038391273,11077.88175,1007.502592,15306.77202,5249.883154,18802.41407,199.9896984,23763.69691,1457.068607,27421.81868,18892.7354,16616.3029,11165.19103,3196.258902,71.07682031,8626.889892,1603.873896,12587.35627,1583.415349,5195.031958,7035.972223,29571.97028,12215.93472,26112.97476,824.4508174,7456.686,1774.372136,3209.591667,34.77786852,9901.444991,1031.426584,16222.30024,3219.174677,19093.07206,988.1608861,24254.15644,597.9911023,13176.78772,3472.535668,7302.274071,363.0945932,3310.42911,113.9444455,10928.15519,50.69221286,14372.75681,1698.814415,19938.27093,5845.975719,36566.12089,12559.80161,33446.5357,7899.140339,7772.395761,808.0756352
58.667,10153.81001,2461.00029,20475.68572,12746.7513,24318.47517,14031.15497,37577.28288,7579.784635,25298.2134,7371.993508,11004.77801,2925.710297,3630.476198,374.0931482,15589.82022,3255.773861,20636.32005,6099.05047,31729.1893,17916.40392,27765.45,18446.36531,25061.17811,2880.501139,18176.17702,10182.89836,3059.158448,12.77499412,11619.2568,191.8898456,15306.57866,5293.997235,18790.74572,223.0861305,23830.94639,1520.355393,27537.46154,19036.07605,16260.48071,10566.79474,3191.375679,91.04095824,8696.225632,1514.303634,12314.40367,2024.582946,4976.270009,6652.110107,29339.75607,11931.37485,26126.22816,814.9096834,7466.741853,1852.301585,3231.831548,40.77396567,10100.15459,788.1199363,16270.14972,3111.481567,19148.96353,849.7400144,24428.61658,487.0317012,12728.78675,2700.165007,7372.404708,261.2181076,3298.919252,62.33959172,10792.16453,209.0709303,14669.10571,1302.341191,19933.74096,5843.896776,36583.95119,12539.76263,33525.52295,7872.25225,7734.571743,883.277829
59,10026.20319,2573.581326,20188.58243,13336.62443,23969.51172,14790.53596,37656.23376,8622.129509,25395.96012,7498.216711,11178.42319,2631.174902,3632.354455,398.3069498,15569.83146,3428.292026,20710.12033,6491.070086,31780.0874,17848.66577,27864.18608,18595.23097,25136.91719,2844.100581,18132.35227,10111.35108,3069.855751,7.111836491,11362.26227,628.9355206,15321.29865,5326.920139,18820.68368,206.0278408,23837.52577,1451.653773,27623.81868,19107.69586,16597.68286,11071.66698,3205.032589,100.4552508,8671.696751,1609.803893,12519.13303,1852.431637,4183.493145,5278.502164,30067.00768,13016.43249,26163.08643,830.2655851,7558.127274,1998.159649,3222.744048,26.50808636,9943.360278,1075.505942,16428.15663,3296.753324,19068.53421,844.7274619,23797.22229,1334.703233,12079.30471,1623.463994,7254.568743,410.3342012,3314.797188,45.54165406,10712.18436,296.7241179,14331.6228,1706.075001,19776.28678,5722.916725,36562.86266,12492.96838,33513.35997,7864.950689,7651.509576,904.4031158
59.333,10085.97284,2530.066479,20317.5357,13277.29354,24447.18483,13958.02647,37965.20074,8936.131612,25387.90272,7443.143548,11098.05242,2837.168496,3645.999839,397.3942385,15753.55056,3250.498368,20633.75908,6625.931254,31910.25603,18016.7187,27962.62191,18714.82277,25185.25435,2764.427802,18137.47213,10022.89438,3058.25032,5.946326523,11180.14271,829.5552202,15327.14866,5320.061188,18769.01279,295.5887261,23916.88763,1499.225293,27786.33516,19242.72995,16636.06178,11139.94116,3197.915812,97.46167558,8706.00722,1496.227738,12707.13456,1701.108624,4736.029814,6230.562279,30630.66964,13727.30385,26188.73853,829.7735927,7525.336351,1979.485553,3225.026786,29.73636553,10062.19079,899.0739606,16294.6725,3195.659493,19084.09621,897.6493529,24129.07406,869.636601,13704.21354,4346.076573,7394.709309,140.680618,3283.769643,35.68111252,10815.41832,248.3099936,14661.03284,1431.137689,20062.38621,5120.321132,36596.11237,12474.93675,33566.18763,7827.937421,7622.913187,817.2926667
59.667,10090.53898,2558.964314,20645.07111,13368.46024,23926.61724,14658.86488,38194.99789,8192.542155,25438.1937,7497.886373,11118.83358,2867.93531,3643.283532,409.7209587,15676.61236,3215.055634,20682.68401,6623.208989,32183.7894,18325.67718,28015.00567,18762.36331,25222.21358,2720.644843,18073.94709,10027.38658,3073.274163,3.629630305,11263.59108,819.8591639,15366.55869,5336.451882,18821.83937,247.2602049,23928.06495,1508.87402,27694.65385,19024.49038,16297.18045,10615.89636,3195.492456,98.27717411,8711.471119,1489.914832,12353.22171,2188.889046,4673.273295,6117.765645,30113.75854,12935.46998,26207.94469,834.3077784,7598.631931,1958.494435,3240.527381,37.51538192,9977.152474,1061.237596,16431.95932,3379.912879,19236.95463,831.3346473,24003.31543,1142.238472,11894.50049,1302.648807,7331.49793,238.1653728,3284.545231,28.92741244,10825.58343,204.2358711,14374.44167,1898.664197,19553.51882,5663.191593,36572.80931,12456.12338,33540.03825,7749.944414,7656.527002,695.1241519
60,10057.23649,2618.789063,20601.26433,12938.26607,24403.24621,14567.46572,37710.02298,9253.166841,25647.77566,7761.5213,11104.76762,2808.086164,3639.212609,399.9217642,15614.39326,3450.124941,20815.39268,6445.43008,32197.15118,18306.78076,28122.07345,18889.54667,25282.37137,2706.279561,18016.20216,10015.44521,3058.382301,9.114071993,11502.56446,491.6206032,15381.94531,5420.757932,18821.10898,280.1684049,23997.14433,1528.560748,27627.24725,18910.51409,16642.05705,11127.42246,3191.954134,104.5869393,8664.122744,1623.343584,12668.55199,1765.572111,4801.141025,6336.977534,29315.63744,11856.25378,26249.23531,810.6771465,7528.232148,1980.8109,3227.288095,48.49068931,10150.12974,820.8009362,16299.3812,3159.892203,19177.7781,984.2976896,23946.02419,1219.017881,12084.17592,1573.152708,7341.195349,320.1871434,3304.643665,78.28567996,10642.87923,441.4054262,14579.38414,1649.843967,19862.51895,5179.53038,36614.83598,12408.07784,33555.03442,7754.181646,7671.01303,642.0713843
60.333,10146.67357,2584.229816,20444.24846,13365.38101,24443.72345,14503.15119,38326.63048,8907.239595,25818.90759,7904.170291,11172.3959,2787.989831,3644.547121,398.0344783,15603.75843,3431.223738,20892.06152,6534.993873,32260.96984,18322.59357,28190.84098,18933.71606,25351.21573,2672.558547,17980.20772,9972.744007,3059.660505,10.71281936,11346.5042,781.7576035,15295.17517,5482.658251,18859.7001,303.6317884,24109.86082,1610.986071,27508.45604,18696.67256,16512.32375,10960.7497,3187.802655,132.6569875,8694.272563,1565.148951,12536.37615,1985.02389,4917.311061,6540.364847,29974.02972,12770.3905,26243.67124,870.6906142,7561.291415,2027.563765,3220.005357,52.33347795,9956.416938,1086.371942,16273.63832,3047.11874,19318.80602,946.0240021,23993.67519,1189.812954,13023.67498,3118.829792,7337.071247,237.0254826,3277.456654,33.29531907,10945.29463,141.004683,14544.21476,1517.147433,19984.12766,5191.397446,36589.87174,12439.2411,33624.5034,7862.325108,7705.913187,699.912941
60.667,10081.10282,2667.061364,20447.95533,13519.94482,24225.8069,14931.53988,38743.12256,8944.727461,25804.51496,7860.884935,11168.73699,2928.864622,3634.283532,396.9930367,15721.01124,3532.689589,20884.5477,6644.61497,32382.9787,18422.99021,28222.23325,19008.11463,25438.06968,2686.907227,17918.53595,9941.578219,3070.429797,3.165101091,11324.10442,734.2803762,15415.21544,5283.197187,18879.31402,264.9020327,24141.31959,1599.023574,27511.97802,18622.39527,16617.50474,11077.30224,3206.227821,126.1871951,8712.126354,1586.568926,12426.51682,1976.339667,4895.671032,6502.829035,30883.7583,13991.88717,26311.84017,780.4198534,7548.360843,1945.568849,3228.070833,53.84028883,10050.85487,1005.891513,16349.81977,3140.713441,19273.79617,1094.503823,24679.88225,191.0853597,12099.77388,1568.745864,7420.383843,231.1204032,3262.746013,12.36873068,10807.08576,265.7508607,14265.86586,1939.076501,19919.72573,5483.293857,36581.72077,12366.90271,33675.33404,7808.345484,7629.481633,870.4224723
61,10117.83778,2649.051411,20827.47238,13359.40748,24626.54828,14354.90649,38630.29292,9767.558822,25773.35676,7820.096464,11191.19861,2815.958701,3646.118044,404.2981389,15852.26404,3424.851832,20882.20596,6714.39472,32278.56404,18161.94711,28421.96082,19243.25935,25535.45241,2783.946699,17906.26543,9881.844859,3065.099143,2.387212986,11619.31062,473.7176666,15463.06545,5335.735205,18921.93049,183.7494543,24144.37526,1555.104224,27478.58242,18587.5994,16529.43906,10951.35874,3212.038021,141.4751254,8695.223827,1565.217875,12589.07034,1757.767987,5243.283997,7107.630465,30636.30015,13624.95793,26342.88096,846.9455806,7617.581073,1950.668478,3250.484524,54.42533551,10029.44945,984.4850765,16387.31814,3079.19285,19306.7671,1084.633932,24505.3863,508.5705777,13543.16332,3939.918057,7291.793724,377.9160426,3270.820818,1.667615703,10724.88215,394.7322532,14628.09837,1378.719105,19946.882,5679.648549,36594.49773,12331.23195,33685.5017,7787.369385,7637.690424,811.320778
61.333,10170.07366,2613.362485,20706.20585,13325.84329,24437.47517,15072.01615,38902.03196,9388.918643,25776.97641,7764.065818,11215.65141,2890.497056,3668.719685,385.0625145,15751.98315,3303.626717,20938.96612,6706.24862,32471.3827,18360.19346,28488.82887,19342.44091,25613.08622,2737.795529,17872.81788,9889.227041,3069.019613,7.931593928,11335.43987,879.3375993,15460.62869,5466.460532,18975.58617,150.7356064,24172.35155,1624.434221,27651.28571,18770.45255,16490.23933,10872.12502,3212.038021,141.4751254,8752.350181,1518.370136,12731.24312,1600.54593,4594.339277,5982.701784,29760.19267,12422.72441,26384.63794,881.9572257,7573.096701,1878.063331,3244.919048,49.38299073,10128.71267,934.89183,16488.63873,3117.829993,19387.99558,998.0349443,23954.82278,1271.628615,12910.23578,2871.5359,7386.700924,339.4329857,3312.133807,53.55088384,10806.86756,234.946748,14416.59704,1899.85869,20236.19762,5230.896487,36568.77469,12350.0084,33665.00085,7822.016416,7682.224647,779.5493714
61.667,10160.27164,2686.621613,20764.15736,13238.23062,24471.4869,15209.17829,39052.11965,9179.491021,25810.59606,7750.461579,11138.01874,2875.777699,3656.28707,399.8164602,15939.52247,3240.638598,20911.46938,6639.068876,32520.91607,18352.3681,28600.99588,19390.28799,25707.02865,2735.048506,17838.90034,9902.780071,3069.92774,1.102926336,11328.82779,858.137331,15525.07544,5444.615529,19111.9469,67.80715397,24214.6732,1626.807768,27834.83516,18957.76592,16543.32746,10894.00983,3219.614665,128.1484883,8738.494585,1554.93547,12486.14526,2006.563616,5295.696537,7194.747945,30180.87791,12937.05301,26402.48583,820.9309282,7530.301832,1900.640062,3258.375595,31.64387025,10106.54174,959.262708,16430.89748,3058.798947,19377.76894,1172.253737,24140.74329,1085.06485,12515.95243,2180.908906,7447.107414,212.2050859,3280.783415,14.44843239,11146.30863,137.615191,14701.47464,1359.802205,19923.20456,5653.736535,36616.6311,12356.87641,33717.16298,7778.405086,7673.621978,698.086896
62,10234.77855,2494.985909,20685.0357,13797.01702,24807.80414,14655.77214,38806.07369,9982.82932,25855.9116,7721.731067,11149.05721,2920.322747,3659.28707,404.0591008,15817.23596,3446.104761,21117.25068,6657.76294,32494.13963,18238.91485,28676.78402,19513.62417,25772.20563,2772.981991,17781.91515,9804.418496,3070.727884,18.0478855,11599.09076,491.203352,15494.41535,5516.259708,19124.89247,45.10276252,24265.50309,1652.504174,27973.93956,19096.21121,16544.2664,10825.34671,3217.423054,137.7770038,8747.117329,1544.155283,12628.61162,1950.749754,5052.862065,6769.386836,31149.59212,14321.16392,26466.86771,786.1156564,7486.302242,1765.012176,3265.963095,48.03106991,10107.21162,1005.80349,16477.78438,3147.734454,19541.79498,1097.214495,25321.19022,625.3514026,12647.98525,2348.547899,7280.270005,444.1036301,3313.797188,44.12744049,10703.70945,410.5328306,14573.95702,1501.955585,20112.61652,5230.304079,36619.21283,12213.44931,33743.82469,7773.684029,7600.167347,664.9170386
62.333,10130.47145,2652.397905,20905.15795,13413.59227,24580.60138,15155.27627,39178.18568,9603.661705,25800.91817,7667.981665,11263.44289,2832.702495,3667.790608,387.7906412,15844.63483,3510.594488,21034.29973,6838.712907,32613.30531,18415.45723,28725.56366,19542.22008,25857.35862,2782.665123,17780.82163,9753.656278,3077.098647,9.038266467,11300.29765,1017.912325,15539.44542,5492.17556,19096.49626,113.8389008,24341.13814,1633.221299,28034.63736,19175.83454,16613.4449,11054.76292,3218.808087,139.7357366,8717.725632,1544.709225,12359.34098,2287.715327,5066.921465,6790.106339,30792.90317,13779.96001,26490.32047,775.4422389,7507.015445,1716.747107,3265.28869,24.44990055,10246.21252,774.3087874,16476.90887,3053.158202,19545.30461,1162.939685,23989.84069,1217.863181,12820.91328,2630.692783,7273.844471,275.2026651,3336.871992,79.37699031,10646.94982,649.1949833,14427.94754,1866.836086,19867.59881,5482.059134,36664.77412,12272.22585,33720.83914,7710.064854,7526.625432,671.2217226
62.667,10170.97099,2729.473195,20830.49486,13520.59604,24963.08897,14677.99675,39125.7747,9199.777851,25872.37305,7687.137346,11177.85572,3072.653676,3649.810711,392.0048521,15858.17416,3316.084508,21256.27182,6670.460968,32745.21612,18552.76209,28869.24768,19747.72791,25860.33943,2741.680065,17729.37352,9738.316033,3076.548597,16.57694977,11436.87722,784.4876589,15528.58531,5622.085368,19066.34057,113.61873,24431.98454,1738.090337,27888.64286,18843.48658,16675.20275,11010.51868,3222.541642,160.5721293,8707.613718,1592.950756,12700.9052,1760.829954,4899.172188,6488.488205,29851.93611,12405.39101,26492.9962,796.1968578,7544.071415,1684.669384,3261.745238,30.75241063,10161.58403,893.9915446,16341.32425,2803.429836,19527.00291,1234.06288,24308.25373,887.7672891,12402.94163,1893.871442,7421.729782,227.8685627,3327.184981,59.13536676,10944.57118,184.4542082,14716.55272,1543.539542,20258.01907,4818.19864,36649.05165,12218.87822,33752.82767,7741.161324,7556.924333,742.3551107
63,10208.60743,2649.377183,20822.73009,13575.41769,24670.63448,15380.08941,39646.54517,9185.960319,25734.53782,7512.95607,11161.39259,2932.256308,3668.743326,386.4432946,16006.3427,3444.539592,21340.11843,6673.506318,32865.85049,18598.534,28869.09149,19726.73559,25953.99962,2780.344399,17677.34862,9685.24826,3082.907361,8.936457882,11516.94102,671.2603398,15644.47881,5560.010587,19144.82537,61.97842993,24411.46907,1750.133022,27776.22527,18634.77352,16808.62032,11227.19601,3224.156608,154.3707559,8761.142599,1538.46269,12584.57951,2000.292639,4753.525881,6237.02227,30583.43834,13473.83251,26516.56384,795.5854117,7458.940505,1607.209968,3273.593452,33.36618034,10106.7846,979.8699051,16397.2144,2896.612586,19687.63685,964.4790514,24587.86104,530.5266049,12027.26355,1285.884698,7376.898194,250.8181753,3313.848362,28.49871998,10789.93291,487.998565,14369.14936,2068.783216,19863.36206,5257.533994,36706.97957,12203.21994,33718.67913,7668.826374,7596.335636,625.5570553
63.333,10187.63981,2660.645097,21044.42742,13352.4,24762.74828,15245.57819,39726.64712,9870.295498,25694.29025,7381.784323,11316.80222,2806.205043,3653.597941,385.2346856,16073.42135,3455.74207,21427.71301,6699.535513,32893.21817,18551.34497,28918.5067,19707.76362,26048.72911,2748.20005,17638.50751,9668.597555,3085.667739,25.31507924,11467.80328,751.8611111,15676.80552,5541.163767,19079.75573,208.9581609,24407.9433,1647.638988,27761.78022,18628.33186,16615.2101,10925.67625,3229.156608,147.2996881,8731.187726,1602.038482,12786.9419,1698.55266,4904.99714,6500.771655,31329.31773,14484.82465,26544.49297,789.8283337,7481.670698,1485.624358,3280.37619,30.23049848,10162.31714,1010.278388,16372.97966,2824.155716,19471.27978,1283.178092,25111.10092,140.1498601,12776.77519,2424.645086,7340.467908,391.332401,3331.147579,63.43090207,10752.32847,594.919381,14871.89802,1411.52935,19887.19465,4990.484384,36696.05221,12094.42823,33759.33149,7706.518501,7612.410361,631.319587
63.667,10185.17311,2658.476679,20916.17573,13778.43422,25169.13517,15269.07267,39528.02483,9777.837458,25667.10007,7312.756806,11390.5666,2922.924052,3654.145224,388.7033525,15889.16292,3617.327887,21240.67398,6774.54402,32927.39566,18511.49598,29126.0866,19989.78624,26040.63582,2752.574615,17614.27021,9673.966844,3084.137572,34.23985779,11531.58586,814.4147605,15717.35556,5553.113824,19151.74813,136.8225167,24406.34639,1637.169433,27842.14286,18707.01497,16747.46096,11014.71985,3211.501509,160.515373,8796.388087,1542.358159,12728.07645,1858.168501,5343.311798,7264.350828,30300.3628,13026.8342,26565.1755,803.5214997,7451.670971,1355.945632,3273.158929,46.8938065,10021.57021,1096.191113,16378.89707,2757.570883,19545.83652,1146.635969,24253.25394,1075.857391,12320.30621,1691.320155,7344.159002,243.1826156,3366.600319,76.93276675,11108.54901,127.9170194,14720.75747,1780.837858,19743.70518,5165.124874,36678.35585,12113.2424,33858.47833,7698.240874,7607.033281,731.1954782
