hours,mean_0 aSf 10 PrLDm,sd_0 aSf 10 PrLDm,mean_0 aSf 15 PrLDm,sd_0 aSf 15 PrLDm,mean_0 aSf 20 PrLDm,sd_0 aSf 20 PrLDm,mean_0 aSf 25 PrLDm,sd_0 aSf 25 PrLDm,mean_0 aSf 30 PrLDm,sd_0 aSf 30 PrLDm,mean_0 aSf 5 PrLDm,sd_0 aSf 5 PrLDm,mean_0.1 aSf 0 PrLDm,sd_0.1 aSf 0 PrLDm,mean_0.1 aSf 10 PrLDm,sd_0.1 aSf 10 PrLDm,mean_0.1 aSf 15 PrLDm,sd_0.1 aSf 15 PrLDm,mean_0.1 aSf 20 PrLDm,sd_0.1 aSf 20 PrLDm,mean_0.1 aSf 25 PrLDm,sd_0.1 aSf 25 PrLDm,mean_0.1 aSf 30 PrLDm,sd_0.1 aSf 30 PrLDm,mean_0.1 aSf 5 PrLDm,sd_0.1 aSf 5 PrLDm,mean_0.5 aSf 0 PrLDm,sd_0.5 aSf 0 PrLDm,mean_0.5 aSf 10 PrLDm,sd_0.5 aSf 10 PrLDm,mean_0.5 aSf 15 PrLDm,sd_0.5 aSf 15 PrLDm,mean_0.5 aSf 20 PrLDm,sd_0.5 aSf 20 PrLDm,mean_0.5 aSf 25 PrLDm,sd_0.5 aSf 25 PrLDm,mean_0.5 aSf 30 PrLDm,sd_0.5 aSf 30 PrLDm,mean_0.5 aSf 5 PrLDm,sd_0.5 aSf 5 PrLDm,mean_01 aSf 0 PrLDm,sd_01 aSf 0 PrLDm,mean_01 aSf 10 PrLDm,sd_01 aSf 10 PrLDm,mean_01 aSf 15 PrLDm,sd_01 aSf 15 PrLDm,mean_01 aSf 20 PrLDm,sd_01 aSf 20 PrLDm,mean_01 aSf 25 PrLDm,sd_01 aSf 25 PrLDm,mean_01 aSf 30 PrLDm,sd_01 aSf 30 PrLDm,mean_01 aSf 5 PrLDm,sd_01 aSf 5 PrLDm,mean_2 aSf 0 PrLDm,sd_2 aSf 0 PrLDm,mean_2 aSf 10 PrLDm,sd_2 aSf 10 PrLDm,mean_2 aSf 15 PrLDm,sd_2 aSf 15 PrLDm,mean_2 aSf 20 PrLDm,sd_2 aSf 20 PrLDm,mean_2 aSf 25 PrLDm,sd_2 aSf 25 PrLDm,mean_2 aSf 30 PrLDm,sd_2 aSf 30 PrLDm,mean_2 aSf 5 PrLDm,sd_2 aSf 5 PrLDm,mean_4 aSf 0 PrLDm,sd_4 aSf 0 PrLDm,mean_4 aSf 10 PrLDm,sd_4 aSf 10 PrLDm,mean_4 aSf 15 PrLDm,sd_4 aSf 15 PrLDm,mean_4 aSf 20 PrLDm,sd_4 aSf 20 PrLDm,mean_4 aSf 25 PrLDm,sd_4 aSf 25 PrLDm,mean_4 aSf 30 PrLDm,sd_4 aSf 30 PrLDm,mean_4 aSf 5 PrLDm,sd_4 aSf 5 PrLDm
18,3463.037524,506.184498,3488.156798,468.9393263,4546.278404,2189.86274,3847.707074,951.74981,4408.045751,1726.236178,3166.194611,163.9223049,3178.309093,185.5847758,3342.202156,203.6219962,4129.802674,1582.319985,3492.700234,298.462773,3454.369944,189.3583787,3882.754905,805.9196933,3181.248305,293.2749493,3065.482056,31.38823962,3771.364624,489.5519444,4490.119589,1033.345353,4022.760126,311.3013228,3932.654623,201.2019627,4360.645531,856.2096267,3363.473286,118.0992668,3110.539379,12.57267231,4930.180227,1728.07765,6900.695271,3162.359417,2679.426593,4575.519577,8971.576056,4933.317747,6207.026329,1444.103341,3502.204735,408.2261478,3172.610582,82.98991863,4976.757862,2876.889948,6786.889018,3725.744722,8007.29907,5732.499978,9042.956251,6411.860766,3854.681461,2910.966221,4307.043307,1688.63579,3278.783496,23.01513814,6642.27212,1193.294518,7879.358853,2042.165603,9416.90414,4077.219074,11197.23723,2845.807781,16698.00798,10920.00189,4023.884331,611.7398078
18.333,3481.87762,548.1680336,3552.033024,572.8052667,4412.927302,1934.330988,3899.277385,1048.04032,4554.693413,1952.807179,3177.110009,167.8695467,3147.321806,166.7469919,3375.853126,215.6380015,4391.843245,2058.653213,3490.314398,268.7661444,3481.829312,186.9231483,3974.230884,981.9223338,3176.281572,288.6279593,3062.492568,35.16074912,3846.246162,539.3593474,4441.317068,890.2720477,4129.567291,367.2559927,3992.416229,245.556958,4460.19766,936.2382472,3362.471763,89.98636621,3096.142279,11.85036109,5022.325318,1845.24201,7215.329623,3377.49592,2030.148556,3257.206514,9330.328562,5256.325852,6670.932899,1722.193097,3545.589565,434.0683601,3163.30463,79.47114355,5048.640168,2897.909235,6913.259142,3825.978604,8343.445748,5728.064399,9211.577185,6583.252718,4891.240115,4720.860391,4327.275505,1781.349661,3281.382678,25.77605183,6987.542731,1179.50112,8122.605684,2297.479224,9588.22152,4307.221434,11470.49467,3072.0758,17276.10073,11320.34719,4105.705128,637.0698273
18.667,3510.888393,595.3424195,3568.354917,584.948644,4714.487733,2467.260402,3962.723258,1120.073993,4607.481901,2038.506785,3179.367326,198.7348797,3122.057572,155.0825588,3415.818725,246.8968501,4260.915776,1816.081234,3533.047743,347.2083528,3479.571824,200.5550221,4106.664266,1213.858191,3182.63081,309.7053816,3051.784536,44.51433938,3911.148226,614.7500413,4502.062473,902.4730994,4165.650254,340.6573746,4078.246001,285.8690523,4534.980896,997.0642465,3410.28529,133.7235392,3082.745178,24.59473123,5183.38612,1938.607918,7376.097512,3476.113447,2113.020503,3404.761218,9756.798898,5639.448562,7011.63372,1898.869657,3582.071704,458.1081698,3152.624603,92.43021074,5045.7311,2984.651287,6991.942642,3823.822361,8615.308066,5798.879707,9415.951415,6816.550038,5101.023777,4940.417046,4408.676013,1803.513579,3266.996529,23.71100411,7021.880357,1213.882305,8368.660702,2208.796205,9842.394862,4407.875393,12036.42906,3073.9652,17871.36478,11347.28721,4147.478437,696.8373266
19,3561.622113,630.6103862,3614.982814,666.5433489,4935.918234,2769.301025,4013.217959,1152.490233,4800.621579,2364.112129,3209.22568,192.060665,3118.403248,110.8879413,3454.072057,278.9681623,4328.29594,1893.165923,3535.833591,326.1459809,3497.915392,203.5554437,4145.677207,1256.404487,3194.542157,334.3251021,3064.230311,13.44946082,4000.118206,677.2234328,4745.393421,1096.017021,4310.500409,431.9023131,4202.804202,315.2180906,4669.690981,1105.154594,3387.002616,131.7460672,3095.549843,29.30321641,5252.991369,2011.264411,7524.111467,3557.109327,1714.107035,2587.330595,9552.135304,5382.51479,7563.52343,2219.439304,3632.174617,507.2412613,3152.596693,63.55844784,5087.305897,3012.452848,7097.705307,3897.962451,8650.871177,5910.452557,9644.450483,6915.514527,4423.499577,3499.389983,4445.916993,1876.059843,3284.415374,48.87572871,7345.018122,1130.844334,8399.209635,2145.360886,10312.37032,4298.786036,12352.53259,3248.918341,18521.02351,11364.12232,4247.602627,667.7448039
19.333,3588.351506,665.151853,3681.768708,729.9666508,4917.570294,2720.622412,4094.772844,1233.699174,4848.953785,2407.135038,3229.894547,229.2972394,3076.638837,95.15895789,3519.191236,350.2210467,4699.378614,2536.723393,3599.040811,424.690614,3542.647885,242.1879654,4235.026247,1394.433656,3194.842485,349.6237514,3065.180615,36.32460853,4088.111322,768.1720215,4851.381135,1160.577243,4389.024537,458.7132292,4303.575031,333.051518,4804.821765,1199.988217,3467.468079,192.3939709,3084.80293,17.46413409,5376.223505,2099.264036,7698.73586,3666.78055,2277.219378,3694.220812,9763.454278,5558.645973,7948.270798,2431.396555,3689.256401,529.6406113,3175.384127,47.19932196,5193.105916,2997.898809,7217.98635,3911.048793,8845.813118,5961.465903,9941.29702,7066.397385,4449.32891,3381.670525,4503.392252,1909.155962,3281.383083,44.78972247,7458.325104,1095.605197,8629.076367,2424.324655,10492.79864,4444.777971,13043.56949,3102.291897,19084.43535,11308.95389,4299.613289,723.8323777
19.667,3680.121814,782.9217317,3713.732383,765.2793807,5421.493199,3541.228472,4206.649785,1424.175506,5050.908813,2730.668456,3235.264166,238.3330693,3063.434618,83.49639996,3562.913204,361.9092416,4748.904965,2626.485272,3622.765658,444.0774577,3551.13236,255.6416477,4396.036286,1646.544417,3193.282428,353.6776892,3051.992506,23.13136591,4163.315716,834.5178997,4931.769743,1185.574065,4554.383077,540.2930109,4387.758533,403.1614558,4964.155655,1300.966497,3454.344761,167.00025,3088.769953,25.3822252,5439.993383,2140.55385,7858.805587,3774.662806,2173.61876,3469.96413,10039.66791,5809.759369,8049.518414,2555.257853,3729.112845,556.837733,3168.474339,54.9814025,5178.124873,3118.309838,7239.976187,3945.292243,8803.799039,6057.800066,10060.18848,7230.930223,5689.349141,5501.61731,4519.818093,1935.838074,3291.282958,36.61321777,7483.835099,1054.533495,8591.954949,2232.614722,10748.16727,4579.228708,13385.76209,3186.349311,19696.93393,11346.41886,4370.118568,750.8993185
20,3758.47144,894.3543931,3788.677878,833.8287503,5356.982838,3409.890841,4239.524291,1391.149739,5116.112779,2824.372975,3267.835676,282.511506,3046.268139,59.29149583,3657.944544,445.1179534,4871.586685,2810.755444,3645.560446,465.8696359,3597.772526,287.1339123,4412.416781,1676.650208,3191.680137,350.0627774,3053.796066,14.51675982,4282.139482,942.5672942,5192.086463,1422.547513,4708.943802,646.5168141,4531.160667,406.4104403,5094.243128,1431.39333,3485.667236,187.6635009,3079.857081,16.45044975,5549.479645,2207.823488,8198.789357,4043.552144,2339.834067,3787.453775,11259.24846,6973.98869,8311.894194,2837.337084,3797.673177,580.5188901,3160.371429,53.50741403,5270.880298,3101.594187,7283.968014,4000.160889,9016.414947,6062.156138,10297.16694,7293.481355,6374.477359,6610.248095,4571.419499,1999.46002,3253.761477,66.68257448,7805.545649,877.3292672,9045.566858,2345.800146,11050.80989,4633.472349,13897.31157,3150.423936,20268.04712,11321.38125,4434.515904,758.7535804
20.333,3767.91299,863.3544635,3869.288044,974.9993031,5548.65796,3701.46058,4325.342959,1516.286799,5355.714323,3213.91434,3273.451603,271.1983557,3033.525134,40.10129332,3681.472818,445.824081,4912.659018,2855.896379,3748.674431,622.0381161,3626.589264,289.398365,4664.230306,2095.367646,3201.700448,361.4508864,3056.875266,29.4180029,4396.958502,1026.828196,5322.21355,1468.868789,4860.961135,645.267265,4621.758695,454.4506738,5248.387511,1555.96855,3541.989367,206.1318432,3120.433398,41.30616347,5568.299469,2275.799932,8519.582646,4296.078725,2051.817096,3193.788024,10950.52251,6602.153273,8711.387369,3065.546766,3828.985602,665.3047699,3140.259392,64.63295943,5257.620391,3153.721188,7348.861107,3992.597206,9048.717536,6119.001868,10519.76889,7367.276569,5760.648016,5261.965472,4600.869338,2033.937541,3257.512827,33.57121306,7936.205858,816.6390356,8990.370615,2384.378743,11193.30441,4840.721961,14491.04995,3050.337989,20824.69815,11342.08601,4518.298554,747.6231622
20.667,3817.06996,904.4516092,3941.099797,1040.818267,6185.822283,4770.734745,4402.433607,1590.431126,5446.641719,3315.903421,3316.309744,322.4643172,3023.72178,18.82763709,3711.661027,469.9770985,5001.11734,2991.213154,3749.226499,578.0677524,3655.061765,317.6569416,4651.216931,2079.236987,3198.629179,367.5455458,3049.034556,32.79702128,4509.950578,1173.116682,5490.236108,1575.388264,4997.934428,772.4444917,4770.019985,488.016515,5398.672182,1670.731806,3584.438556,232.4763004,3125.037505,39.81986088,5666.020724,2320.156381,8755.663407,4499.648631,2403.214396,3874.872141,11778.79178,7440.879052,9476.836252,3385.686874,3870.185036,712.2271958,3145.362831,50.16936078,5343.206372,3096.575844,7383.148525,3990.370664,9282.463931,6079.867735,10816.17052,7491.083378,5126.33481,3939.705838,4612.038092,2051.9768,3250.563034,21.82265497,7942.558773,747.8338522,9169.476852,2500.686458,11497.76072,4887.863175,15146.88715,2898.86849,21397.85427,11344.66536,4582.14993,763.5711663
21,3872.994223,949.4037709,4016.941371,1143.053291,6296.885754,4851.948592,4505.689825,1711.934243,5557.199375,3465.972304,3325.701865,334.2806081,3004.70815,31.55087683,3805.938143,542.6146643,5109.676963,3166.581376,3787.294711,642.6000777,3706.263679,374.7368422,5028.452385,2709.33417,3204.058236,364.7014292,3037.686698,32.11444717,4637.668641,1277.992648,5705.822231,1755.604764,5115.436376,735.1591611,4917.03242,544.7930925,5545.998887,1764.846972,3599.131212,247.6117886,3107.998739,44.21396717,5715.873981,2360.360431,8955.571199,4601.822902,2556.79705,4162.142861,12107.73306,7740.022372,10183.12587,3757.069393,3918.563497,747.6666167,3132.607407,38.05238997,5317.900182,3120.587998,7512.805973,4067.286214,9287.306523,6106.879256,10975.98443,7560.856978,5579.077949,4566.704247,4683.722082,2038.161523,3255.885048,42.12655542,8245.457572,639.8614145,9443.94347,2272.082843,11780.43485,4897.596111,15658.32177,2774.571522,21871.56991,11335.73671,4635.745769,775.4811729
21.333,3928.248926,993.7638884,4115.631179,1231.952385,6381.567216,4963.656974,4632.66294,1827.736758,5814.209124,3858.006573,3364.352101,385.3072751,3004.59048,11.94007039,3858.478413,572.6702198,5072.735848,3095.374958,3829.350507,683.1059501,3746.587044,350.4672589,5100.749661,2799.075133,3205.605052,376.7117357,3032.482718,19.61574605,4763.68502,1409.105906,5829.599109,1811.960534,5375.831023,949.2833037,5132.605387,561.3067413,5705.177779,1888.097676,3698.31284,289.0923884,3098.291006,29.01556397,5787.909581,2395.418728,9326.988684,5013.17444,1883.600927,2801.626794,12730.03446,8414.98183,9970.64112,3807.272397,3949.992284,798.567847,3121.687169,35.54765938,5323.155162,3100.071347,7604.176478,4049.171951,9502.393793,6074.049493,11202.12322,7593.954276,6728.699218,6449.030222,4705.843038,2113.594276,3242.881299,2.026979609,8335.395618,705.77084,9495.204845,2301.235867,12076.60676,4931.655886,16721.07103,2226.567072,22378.7559,11298.69644,4711.769142,804.0579182
21.667,3994.620629,1055.337655,4204.211381,1389.407697,7174.071986,6294.151443,4633.072559,1795.38678,5874.06161,4008.385352,3377.934387,398.2168632,2995.680058,11.34860798,3964.160885,638.7840691,5186.588524,3265.544819,3909.506972,788.5995876,3795.240371,417.9202254,5147.89856,2870.03863,3208.925079,377.3958975,3033.07351,24.68732886,4903.023309,1517.628111,6133.049178,2039.277177,5523.488845,927.1655153,5304.625086,645.1314987,5911.340835,2004.49985,3731.591447,324.6298082,3105.68952,21.60256645,5765.536566,2416.120735,9425.609295,5091.452899,2305.991854,3613.743014,13180.8555,8865.950978,10810.20546,4082.417099,4063.653942,673.5403645,3119.850926,32.71662474,5422.501279,3085.081505,7659.756097,4055.474381,9578.20592,6102.179785,11647.0086,7605.580216,7088.816095,6937.10568,4752.092072,2068.31867,3240.723636,38.01022124,8338.827614,762.4493388,9734.836329,2376.602548,12332.86924,4981.800664,17315.59818,1962.213041,22909.82135,11281.37732,4795.877109,798.7878203
22,4074.017427,1109.519997,4303.882675,1478.64047,7469.763244,6743.654499,4697.26938,1847.234023,5953.295582,4092.337377,3453.066758,447.626669,2986.474043,14.69094813,4068.303825,705.1065128,4966.995559,2847.487599,3933.135964,809.5329433,3815.903316,394.8631839,5522.908738,3482.388489,3225.370041,392.2981645,3046.570374,15.5029661,4987.477986,1661.861313,6270.43086,2108.347913,5708.461868,1007.928717,5497.499297,710.544784,6084.616341,2112.956921,3812.166667,388.8100668,3106.07231,13.7015082,5899.549233,2465.025806,9725.944417,5371.759626,2127.420185,3239.708314,13791.96744,9576.976341,11500.79967,4380.982042,4078.207353,717.8986433,3124.074206,39.26325073,5371.351164,3119.8027,7750.337264,4062.676738,9798.033155,6099.885933,11609.53627,7676.182118,6318.155447,5245.878849,4783.241559,2101.362798,3254.667544,12.88613641,8505.846959,680.2986963,9712.398705,2222.356833,12703.62979,4917.097667,17660.50831,1967.94222,23464.15924,11265.34169,4891.941975,822.7222561
22.333,4126.155088,1149.470866,4409.405334,1587.765606,7626.382209,6955.605311,4914.728321,2156.197879,6237.503714,4552.973493,3472.709224,467.7256498,2988.006944,6.84631306,4205.016223,803.517871,5176.265802,3174.579669,4053.39136,945.0818577,3913.304464,495.6672308,5454.178773,3341.40754,3232.23023,404.9598344,3037.964955,23.76266141,5128.011877,1750.610077,6539.331004,2301.728285,5937.54013,1096.431244,5685.819809,784.7185007,6240.656163,2217.815996,3946.101911,470.6032973,3103.882442,18.48031635,6159.388625,2599.865948,9627.967863,5175.114427,2211.475849,3385.138465,13144.98234,8657.540924,11838.91352,4485.141443,4141.520557,714.2397869,3118.274735,42.41664854,5515.683035,3032.972445,7831.849697,4085.832213,9906.330402,6104.900709,11907.86329,7700.340057,5874.056049,4207.719519,4815.299604,2077.393734,3250.889746,17.20494521,8558.549914,689.9920832,10025.42328,2282.765929,12856.85392,5018.648695,18275.36354,1744.931973,23866.06487,11241.56055,5001.651457,792.048388
22.667,4274.419331,1247.904247,4563.089848,1745.241809,7915.565728,7339.707854,5170.863254,2465.375234,6384.449485,4700.335639,3542.291417,520.3526117,2988.51504,19.60803284,4297.018234,864.0517698,5658.588878,3936.794338,4121.140196,1017.261813,3923.758734,475.3946473,5664.174115,3704.713932,3237.67266,411.9779336,3045.363651,10.81459259,5248.790205,1858.443522,6691.758355,2394.808084,6262.165318,1234.235086,5933.265492,848.7116055,6422.535204,2281.373414,4039.602254,526.0648859,3105.233461,13.74604486,6147.455878,2583.102483,9887.574252,5440.863993,2115.154459,3169.309712,14760.1555,10680.93127,11816.30424,4486.986016,4174.703794,750.1488963,3133.906746,37.87705018,5492.313978,3077.000835,7934.773509,4094.998801,10019.78258,6144.527808,12110.93069,7730.394747,6699.007358,5507.176707,4822.677474,2074.114134,3240.987298,23.98102172,8654.798552,621.8521012,9922.573549,2405.495414,13052.7255,5053.630523,19301.07888,1250.443123,24253.33492,11280.79287,5084.181942,854.0705001
23,4331.547246,1260.958484,4682.835335,1863.445271,8194.90713,7650.179445,5146.298658,2392.534524,6493.754614,4791.742921,3588.456269,560.1950418,2986.959596,22.86002308,4433.918672,935.6009184,5631.652854,3888.552209,4210.805815,1115.08219,4016.838219,530.7078016,6004.465471,4229.28981,3246.019585,414.1951863,3044.34331,13.39628162,5411.232538,1924.628455,6887.57597,2583.99534,6444.847121,1288.255087,6146.061327,962.5952974,6604.056604,2365.95484,4141.99637,600.6277297,3110.313707,11.02922693,6193.641758,2584.739474,10074.42079,5597.376449,2002.962401,2922.10806,15127.41187,11058.42304,12672.76774,4738.052383,4309.442377,842.5152626,3131.533201,21.73419792,5598.260424,3020.221151,8056.008984,4137.899384,10361.76411,6096.16014,12299.67477,7774.274802,7521.534687,6613.558808,4896.106083,2060.697439,3238.828508,24.51993998,8975.134419,678.6154396,10349.66776,2137.393949,13355.2735,5005.888179,19898.00002,1075.181094,24665.23181,11291.08168,5182.706664,818.0524157
23.333,4412.500953,1280.685117,4799.671782,1993.650055,8590.864304,8271.096776,5245.944337,2393.196707,6536.649108,4820.327984,3629.024102,603.6401209,3002.233077,32.36773059,4547.313411,1004.917076,5915.263015,4300.354286,4281.183626,1150.023538,4055.281246,553.3442541,6270.190905,4663.404714,3284.52445,399.3213293,3049.370049,7.12481848,5532.501274,2043.84055,7089.955316,2698.64103,6742.665764,1412.470148,6414.817897,1006.204192,6793.242284,2452.823439,4253.506552,645.954734,3099.547902,12.64232669,6245.634435,2634.266715,10189.20303,5632.273743,1985.575292,2864.980537,14391.90412,9963.619857,13574.32398,5170.34236,4336.014405,862.3177036,3146.566005,26.071269,5619.282833,3034.345425,8199.617589,4169.350367,10422.32267,6106.593963,12600.19033,7802.499721,7884.752936,7076.036226,4894.752028,2052.611106,3266.830395,20.84204386,8786.609781,577.5758234,10160.06117,2276.080895,13699.62838,4951.096478,20822.70862,906.7838857,25221.73718,11156.09837,5274.364026,873.3572973
23.667,4556.021481,1398.387471,4943.307167,2117.714152,9483.665176,9712.529521,5549.982811,2848.35992,6752.083794,5101.60798,3699.269286,647.9639416,2993.939346,26.94524394,4656.211394,1067.056883,5872.568067,4189.993052,4409.768003,1314.521772,4161.674397,591.2134916,6326.641275,4703.670086,3303.011691,428.7958464,3055.598484,6.473961848,5668.288102,2121.888614,7279.18106,2806.503089,6935.457214,1510.702167,6642.680132,1080.303429,6949.202839,2516.426849,4365.686214,726.5013279,3110.992817,6.081441997,6321.0646,2659.56457,10629.84747,6207.553579,2321.960886,3514.148068,15526.81897,11405.31909,14114.67908,5384.147073,4389.726858,906.3922203,3130.853175,23.71348587,5694.86701,3063.464579,8193.02625,4138.181212,10466.99533,6089.952287,12830.85615,7790.930112,7264.944671,5800.832156,4968.079146,2015.993315,3259.233761,33.02627302,8938.140766,528.226861,10464.70271,2287.564154,14024.52701,4866.927833,21907.43599,1221.100407,25615.07672,11158.51783,5384.365779,862.7987768
24,4595.713732,1320.256525,5086.093642,2254.114827,10004.84569,10513.57168,5694.020913,2875.363827,6893.810753,5215.044594,3771.300855,713.1772423,3001.714207,22.15058738,4837.807605,1177.45223,5868.96129,4114.882311,4516.507918,1442.641343,4299.249779,716.4945963,6470.016438,4921.273786,3323.143236,427.3255519,3061.503185,6.621836972,5809.766636,2205.633644,7615.658897,3078.264365,7215.969585,1593.638952,6927.286369,1108.34241,7133.363483,2582.499822,4539.381049,822.720167,3122.495938,14.28357145,6310.857825,2691.251638,11597.98012,7260.261231,1830.821167,2505.760282,16583.77747,12823.1166,13967.54943,5090.893999,4370.70107,877.514303,3127.410714,36.23056745,5704.761071,3075.055,8289.700366,4132.473426,10828.35439,6004.369612,13012.59943,7736.198149,6751.900404,4510.208796,4965.804848,2023.582598,3254.789658,22.46167593,9044.262372,563.9587373,10480.69693,2215.978716,14197.47063,4807.120834,22826.96478,1429.22257,25978.11331,11206.22767,5443.855889,890.0571336
24.333,4758.73503,1461.14318,5251.870921,2382.419994,10334.55306,11007.90901,5716.929053,2885.530016,7067.22997,5340.521725,3837.824094,746.2891684,3021.210296,32.84448673,4975.451341,1304.675512,6019.222025,4312.788086,4655.380318,1568.366822,4358.038352,735.5447482,6812.83857,5464.937587,3348.421685,443.6222561,3058.654476,9.091558873,5934.36468,2239.425171,7686.671401,3072.713524,7462.348865,1704.062969,7176.371622,1218.698722,7226.931316,2588.062857,4664.556269,873.4157721,3123.755795,7.557662396,6329.285912,2697.770975,11976.72382,7810.053832,2259.215015,3332.06538,16739.36602,12927.26403,14618.10486,5246.171538,4406.990524,923.8809282,3149.345635,26.8901235,5736.558576,3056.23469,8437.571412,4177.21485,10868.58281,5974.146299,13208.9197,7812.306658,6737.182741,4313.678135,5052.097227,1969.912656,3263.369467,45.72917132,8847.347696,461.0771175,10619.83027,2378.84497,14319.54278,4838.046995,23318.12502,1211.521479,26454.42441,11115.67738,5564.569394,820.0146468
24.667,4833.221414,1459.929769,5375.809294,2466.095446,10694.79013,11505.4274,6147.909455,3341.536914,7153.440529,5529.712126,3904.660364,781.735424,3015.572523,18.41119361,5213.291313,1516.879805,6436.169893,4971.102103,4800.171232,1716.499346,4524.276721,824.492311,7031.808644,5789.122535,3370.94433,445.2119131,3076.319567,11.54636622,6024.696527,2233.143483,8031.1348,3378.949014,7845.919098,1893.612741,7505.178015,1255.496495,7452.271863,2699.167545,4855.053269,1017.077032,3126.812133,5.704061172,6323.617628,2687.909054,12414.30411,8533.760351,2073.73132,2937.112869,16611.24151,12624.74715,15625.11827,5759.991917,4469.87994,928.1336191,3157.656878,18.87007293,5865.666352,2995.329963,8677.367713,4252.527417,10901.59909,5958.025702,13485.56708,7850.963774,7892.651913,6028.204983,5121.785152,1951.524328,3262.288751,12.76946974,9032.007978,466.6973764,10831.2614,2131.773006,14511.32688,4824.452022,24033.76481,1492.373173,26814.17065,11046.42872,5595.23433,862.4045255
25,4961.069201,1505.492293,5557.117647,2593.847776,10751.63856,11516.49127,6055.690925,3139.230788,7314.169217,5640.69076,3993.711334,833.5546395,3029.920384,9.531794433,5481.853638,1717.201935,6378.712113,4808.934253,4966.501814,1858.711579,4630.731887,886.3511372,7360.337552,6285.406153,3385.160321,460.2547396,3067.682484,9.440187004,6170.104429,2293.17665,8086.454493,3381.866136,8169.674798,1971.452958,7784.52523,1360.514818,7654.005925,2761.842059,4959.592941,1034.577102,3129.667687,5.904103041,6401.41835,2681.474142,11605.79572,7025.779756,2289.341518,3340.772138,16272.10194,12014.0776,16246.713,6033.291066,4539.390314,983.7738889,3169.458862,26.2345076,5910.536349,2983.560808,8825.071098,4344.555593,11150.36583,5861.295426,13661.20306,7778.474126,8679.887808,7211.736293,5183.290241,1953.112697,3260.605982,32.6254213,9240.961084,599.7829843,10540.91557,2366.254937,14750.9648,4706.210678,25016.99806,2167.581127,27319.32573,10879.63959,5686.464809,803.2144109
25.333,5172.219689,1720.854295,5709.793225,2667.208237,11000.12063,11781.8912,6487.719024,3688.470458,7488.095618,5738.713685,4072.204078,886.3938071,3052.258034,14.17602703,5543.664145,1723.832421,6232.182506,4455.505218,5123.868332,2050.317063,4694.583902,921.2998949,7567.213699,6602.348204,3420.005502,468.3807512,3075.926688,7.426272436,6337.942039,2247.129587,8260.847478,3450.665829,8418.060499,2055.839786,8089.874879,1351.228187,7859.85354,2832.277827,5221.082124,1220.336034,3134.860175,2.106466435,6672.695512,2866.182731,13027.54799,9072.691653,2125.4191,2991.942129,17522.2259,13720.49327,17043.02804,6457.567776,4645.224759,1057.85975,3180.228571,40.15922165,5913.39904,3005.886383,8765.806113,4235.446795,11292.13841,5925.89936,13996.35453,7732.574767,8110.429851,5849.872802,5215.311411,1895.684286,3299.367641,29.25881772,9175.922302,499.9390116,11200.6194,2032.918383,15196.72891,4406.989601,26252.70371,3122.634886,27692.47844,10774.73423,5715.658146,799.4212508
25.667,5238.14871,1646.226034,5880.872034,2754.534879,11185.34519,11945.5072,6492.888911,3437.773,7572.446313,5879.697176,4167.734408,931.779649,3052.328757,18.36317465,5631.036937,1667.78154,6977.684134,5664.195681,5312.594123,2230.019985,4933.670831,1092.425941,8098.831166,7454.052594,3446.76159,474.7055618,3079.468345,5.687713676,6391.784952,2285.06085,8811.047705,3992.722392,8693.037843,2123.969791,8435.134091,1465.815231,8079.079482,2930.261941,5256.957317,1141.530291,3143.266118,7.251557644,6695.950002,2864.682755,13424.52344,9826.015905,2389.09335,3495.556255,18159.90209,14538.25784,16502.64829,5536.732152,4704.443955,1114.086518,3172.169444,34.72022404,6068.526859,2949.112863,8884.239945,4283.495316,11489.71066,5716.296488,14199.04329,7769.215236,7366.002344,4340.535827,5264.590715,1867.710298,3280.460037,36.45689855,9134.689131,381.7144705,10999.90832,2170.811278,15367.08616,4379.034821,26783.21996,3365.725803,28041.18616,10649.53543,5793.789922,747.3206646
26,5436.951048,1815.263965,6059.412838,2837.753283,11728.67502,12695.5126,6693.592747,3726.896233,7761.678306,5942.616688,4257.994155,1021.551267,3070.76546,26.25214696,5769.950388,1676.644881,6924.26747,5453.736726,5524.707292,2443.919991,5017.927783,1143.153293,8440.983174,7962.557255,3485.120164,473.2718919,3074.43668,18.17101991,6459.082658,2280.758997,8775.97176,3768.165426,8919.844839,2222.397683,8745.709188,1613.464438,8299.07617,3015.49255,5477.745651,1227.221611,3141.785944,17.15604408,6679.031702,2844.457585,12877.05892,8748.171467,2658.849107,4007.851903,18335.5429,14696.30772,18106.24441,6845.164505,4715.339357,1116.972856,3175.355556,38.71746175,6134.3665,2883.996715,9200.585937,4417.948834,11482.14363,5799.814985,14558.24262,7649.288761,7378.474715,4189.582445,5327.9825,1818.8929,3270.883579,53.7974694,9277.297148,514.5364653,10944.99226,2154.629868,15452.77554,4477.039313,27219.99718,3575.802826,28336.65804,10585.63781,5809.883334,711.1562125
