hours	00 aSf 00 PrLDm	00 aSf 25 PrLDm	00 aSf 20 PrLDm	00 aSf 15 PrLDm	00 aSf 10 PrLDm	00 aSf 05 PrLDm	04 aSf 25 PrLDm	04 aSf 20 PrLDm	04 aSf 15 PrLDm	04 aSf 10 PrLDm	04 aSf 05 PrLDm	04 aSf 00 PrLDm	02 aSf 25 PrLDm	02 aSf 20 PrLDm	02 aSf 15 PrLDm	02 aSf 10 PrLDm	02 aSf 05 PrLDm	02 aSf 00 PrLDm	01 aSf 25 PrLDm	01 aSf 20 PrLDm	01 aSf 15 PrLDm	01 aSf 10 PrLDm	01 aSf 05 PrLDm	01 aSf 00 PrLDm
1.6666666666666667	0.01656512763707769	6.392870980240217e-4	6.672951245087967e-4	8.304881424748547e-4	0.009816954698844462	0.02664422942083859	0.13805104408352667	0.0013359628475093836	0.0018597997138769672	0.0014982373678025852	0.001770875902465604	0.00655764920727152	0.014106957838527138	0.002452958416514463	0.0036720862408935804	0.0017512818661081823	0.009787670692240904	0.04552541315871531	0.37037037037037035	0.0019078990281129738	0.004257360436529352	0.004938615101032936	0.005114332812037703	0.024422318241593088
1.8333333333333333	0.02426866723729923	5.036807438977141e-4	4.024954719259408e-4	5.844175817415644e-4	0.009101135085387053	0.022016547468798206	0.17053364269141533	7.952159806603474e-4	0.0016881258941344778	9.694477085781433e-4	0.003201198746764746	0.006142608118203702	0.014067107675141468	0.0019857282419402794	0.0031997921906178786	0.0014804650826893912	0.009037808824690189	0.042563143124415344	0.4124124124124124	0.0017611375644119758	0.00393755871359757	0.004243035509338156	0.005156600025360328	0.03963930114597032
2	0.023312018528774986	5.617977528089888e-4	4.4486341633919775e-4	5.536587616499031e-4	0.008283055527150016	0.021595849109521805	0.09164733178654293	8.588332591131752e-4	0.0013447782546494992	7.197414806110458e-4	6.811061163329246e-4	0.004814476633186685	0.01697616960229537	0.0016990188166333942	0.0027156907890852843	0.0011193760381310032	0.009037808824690189	0.039756782039289056	0.3953953953953954	0.0015491487835105342	0.004137434790429933	0.003738740305359441	0.0037617819857136818	0.05260191621266203
2.1666666666666665	0.023664468052968127	7.167764432390546e-4	4.6604738854582624e-4	2.922087908707822e-4	0.006953676245014828	0.022297013041649136	0.11716937354988399	8.164217401446233e-4	0.0012589413447782547	5.141010575793185e-4	0.0014984334559324344	0.007055698514152901	0.016219016497967642	0.0015928301405938072	0.002774727545369747	0.0012638116559543584	0.00844581261346594	0.04006859993763642	0.34634634634634637	0.001712217076511643	0.003757670244448442	0.003356171529927312	0.003592713132423179	0.06744317114409168
2.3333333333333335	0.02406726750918886	9.492444788841534e-4	3.813114997193124e-4	5.536587616499031e-4	0.0070559361897944576	0.016687701584630486	0.10904872389791183	5.301439871068982e-4	0.0013447782546494992	6.316098707403055e-4	0.0019070971257321892	0.004482443761932431	0.015860365027496614	0.0012105509068512934	0.002751112842855962	9.388315158518091e-4	0.008248480543057858	0.03866541939507328	0.3883883883883884	0.0017611375644119758	0.0037376826367652057	0.002677981428024902	0.0030009721459064204	0.06819462708998685
2.5	0.021902220432002417	6.392870980240217e-4	4.7663937464914043e-4	3.5372643105410474e-4	0.006033336741998159	0.01724863273033235	0.1357308584686775	4.1351230994338063e-4	5.436337625178827e-4	4.4065804935370154e-4	0	0.002739271187847597	0.01307085359049972	0.0011680754364354585	0.0026094246277732517	7.402325413446956e-4	0.008130081300813009	0.03695042095416277	0.36736736736736736	0.0016959102472115322	0.0032379924446842958	0.002504086530101207	0.0019020245995181539	0.06594025925230133
2.6666666666666665	0.02306026886863703	4.455637349864394e-4	4.7663937464914043e-4	2.3069115068745963e-4	0.006033336741998159	0.017108399943906887	0.08352668213457076	3.286892720062769e-4	2.0028612303290414e-4	4.994124559341951e-4	0.0014303228442991418	0.003237320494728978	0.015063361759783215	0.0012211697744552521	0.0028337643016542098	7.041236368888568e-4	0.007972215644486542	0.037106329903336455	0.38238238238238237	0.0014513078077098688	0.0031180667985848775	0.0021910757138385558	0.0019442918128407794	0.06706744317114409
2.8333333333333335	0.023009918936609437	3.680743897714064e-4	1.8006376375634194e-4	3.84485251145766e-4	0.006902546272625013	0.01696816715748142	0.07888631090487239	4.0290943020124265e-4	1.430615164520744e-4	7.197414806110458e-4	0.0015665440675657267	0.003652361583796796	0.013907707021598789	8.707471435246146e-4	0.002680268735314607	3.610890445583881e-4	0.007735417159996843	0.03617087620829436	0.5005005005005005	0.001581762442110756	0.0028782155063860407	0.0021389072444614474	0.0019442918128407794	0.07044899492767237
3	0.023312018528774986	2.324680356450988e-4	1.906557498596562e-4	0	0.006186726659167604	0.01654746879820502	0.058004640371229696	3.286892720062769e-4	7.725321888412017e-4	4.8472385428907167e-4	4.767742814330473e-4	0.004150410890678177	0.012473101139714672	8.91984878732532e-4	0.0025621952227456815	8.666137069401315e-4	0.007893282816323309	0.03601496725912067	0.46146146146146144	0.0014023873198095362	0.0025184385680877856	0.0019302333669530135	0.0016906885329050255	0.06857035506293443
3.1666666666666665	0.02170082070389205	2.905850445563735e-4	3.3894355530605545e-4	3.84485251145766e-4	0.006340116576337049	0.015145140933950358	0.04408352668213457	8.482303793710372e-5	4.864091559370529e-4	3.3783783783783786e-4	0.0019070971257321892	0.004814476633186685	0.012393400812943333	7.539395998810687e-4	0.0024913511152043263	5.77742471293421e-4	0.007695950745915226	0.03695042095416277	0.4694694694694695	0.0017937512230121976	0.0017389218684415663	0.0019476228567453832	0.0017329557462276513	0.07007326695472478
3.3333333333333335	0.02230501988822315	2.7121270825261525e-4	2.4361568037622734e-4	4.1524407123742736e-4	0.004806217404642601	0.013462347496844763	0.04988399071925754	2.0145471510062132e-4	3.7195994277539345e-4	3.0846063454759105e-4	6.129955046996322e-4	0.004067402672864613	0.0103211923168885	7.857962026929448e-4	0.0024323143589198635	2.3470787896295227e-4	0.00832741337122109	0.03554724041159962	0.47347347347347346	0.0015165351249103124	0.0014990705762427294	0.0016172225506903626	0.0012257491863561436	0.07326695472477926
3.5	0.0220029202960576	0	4.872313607524547e-4	7.843499123373627e-4	0.006135596686777789	0.016407236011779555	0.11948955916473318	3.1808639226413895e-4	0	7.491186839012926e-4	0.0019070971257321892	0.0039013862372374863	0.007970032677133976	8.070339379008623e-4	0.002751112842855962	2.888712356467105e-4	0.00753808508958876	0.03648269410664172	0.48148148148148145	0.001728523905811754	9.993803841618198e-4	0.001234653775258234	0.0011412147597108923	0.07270336276535788
3.6666666666666665	0.02114697145158854	4.649360712901976e-4	2.012477359629704e-4	6.151764018332257e-4	0.005010737294201861	0.014584209788248493	0.11948955916473318	1.2723455690565557e-4	2.861230329041488e-4	1.7626321974148062e-4	0.001294101621032557	0.002324230098779779	0.00681437793894955	6.158943210296054e-4	0.002314240846350938	4.6941575792590454e-4	0.007695950745915226	0.03663860305581541	0.44244244244244246	0.001565455612810645	0.0012792068917271292	0.001130316836504017	0.0013102836130013948	0.07026113094119857
3.8333333333333335	0.021197321383616134	3.487020534676482e-4	2.965756108927985e-4	9.842822429331612e-4	0.006084466714387974	0.012340485205441032	0.17749419953596288	0	8.583690987124464e-5	3.5252643948296123e-4	0.0026563138536984062	0.0037353698016103594	0.005857974017693473	5.097056449900183e-4	0.0024913511152043263	4.152524012421463e-4	0.008169547714894625	0.03679451200498909	0.47647647647647645	0.001875285369512752	0.0011592812456277107	8.868639794108441e-4	0.0010989475463882665	0.058237835806875825
4	0.019032274306429686	3.099573808601317e-4	2.8598362478948427e-4	9.535234228414998e-4	0.005164127211371306	0.015145140933950358	0.154292343387471	1.0602879742137964e-4	1.430615164520744e-4	3.9659224441833136e-4	0.002928756300231576	0.004731468415373122	0.007292579899577588	5.627999830098118e-4	0.002574002574002574	3.791434967863075e-4	0.007853816402241693	0.03617087620829436	0.4314314314314314	0.0018915921988128628	9.594051687953469e-4	8.346955100337356e-4	0.0011412147597108923	0.053541236145031
4.166666666666667	0.019787523286843564	3.680743897714064e-4	2.542076664795416e-4	8.15108732429024e-4	0.005777686880049085	0.013602580283270228	0.14269141531322505	1.2723455690565557e-4	1.1444921316165951e-4	1.90951821386604e-4	0.005176406484130228	0.0022412218809662156	0.008687335618076034	4.2475470415834855e-4	0.002514965817718111	3.610890445583881e-4	0.008366879785302707	0.037418147801683815	0.4954954954954955	0.0017937512230121976	5.996282304970918e-4	4.173477550168678e-4	0.0010144131197430154	0.04997182040202893
4.333333333333333	0.022405719752278334	5.424254165052305e-4	2.2243170816959887e-4	0.0010919381132539756	0.00552203701810001	0.014443977001823026	0.15893271461716937	1.3783743664779355e-4	2.8612303290414877e-5	0	0.00469963220269718	0.002905287623474724	0.009006136925161393	3.1856602811876144e-4	0.0026920760865714994	3.610890445583881e-4	0.008287946957139474	0.03523542251325226	0.4694694694694695	0.001973126345313417	3.7976454598149145e-4	7.477480610718881e-4	0.0013525508263240204	0.050723276347924104
4.5	0.02396656764513368	6.005424254165052e-4	2.4361568037622734e-4	7.843499123373627e-4	0.004959607321812046	0.01318188192399383	0.1716937354988399	2.650719935534491e-4	4.5779685264663803e-4	3.9659224441833136e-4	0.006947282386595832	0.001660164356271271	0.009324938232246753	5.309433801979357e-4	0.0025621952227456815	3.971979490142269e-4	0.007972215644486542	0.03632678515746804	0.5015015015015015	0.0015328419542104234	7.795166996462194e-4	4.173477550168678e-4	0.0013102836130013948	0.04696599661844825
4.666666666666667	0.023916217713106088	2.1309569934134057e-4	2.7539163868617e-4	0.0010919381132539756	0.004806217404642601	0.0124807179918665	0.14965197215777262	2.1205759484275928e-4	0	3.3783783783783786e-4	0.00858193706579485	0.003652361583796796	0.009683589702717781	5.20324512593977e-4	0.0027393054915990697	1.9859897450711346e-4	0.00868261109795564	0.037262238852510135	0.4974974974974975	0.0017774443937120866	4.996901920809099e-4	6.434111223176712e-4	0.0010144131197430154	0.044523764794288934
4.833333333333333	0.023865867781078496	5.617977528089888e-4	2.7539163868617e-4	7.68970502291532e-4	0.005317517128540751	0.011779554059739168	0.1345707656612529	4.453209491697945e-4	6.294706723891274e-4	1.90951821386604e-4	0.010557144803160333	0.002905287623474724	0.009643739539332112	5.415622478018944e-4	0.002467736412690541	3.430345923304687e-4	0.007182887362854211	0.03601496725912067	0.47047047047047047	0.0019568195160133066	2.3985129219883673e-4	7.129690814871492e-4	3.8040491990363074e-4	0.04226939695660342
5	0.02517496601379588	1.743510267338241e-4	4.55455402442512e-4	8.920057826581773e-4	0.00552203701810001	0.013742813069695695	0.12529002320185614	3.711007909748288e-4	5.150214592274678e-4	5.581668625146886e-4	0.013554011715025202	0.002158213663152652	0.008607635291304695	4.141358365543898e-4	0.0025267731689750036	5.416335668375821e-4	0.008722077512037256	0.03663860305581541	0.47847847847847846	0.002152501467614637	2.3985129219883673e-4	4.347372448092373e-4	8.030770531298871e-4	0.04433590080781514
5.166666666666667	0.03700720004027994	7.361487795428128e-4	1.0591986103314233e-4	7.228322721540402e-4	0.005777686880049085	0.0120600196325901	0.14385150812064965	5.83158385817588e-4	6.294706723891274e-4	1.4688601645123384e-4	0.016755210461789946	0.001079106831576326	0.00976329002948912	4.0351696895043115e-4	0.0021253232262406574	0	0.008485279027547556	0.03554724041159962	0.5095095095095095	0.0023155697606157457	4.7970258439767346e-4	3.1301081626265085e-4	9.721459064203897e-4	0.03794852526770618
5.333333333333333	0.03720859976839031	6.780317706315381e-4	1.4828780544639926e-4	0.00119959398357479	0.005215257183761121	0.014443977001823026	0.09860788863109049	5.83158385817588e-4	8.011444921316165e-4	6.609870740305523e-4	0.01879852881078872	0.0014941479206441437	0.004224117318881007	3.079471605148027e-4	0.0020544791186993022	1.2638116559543584e-4	0.007932749230404925	0.03601496725912067	0.5265265265265265	0.0024949448829169655	3.997521536647279e-4	0	0	0.03437910952470411
5.5	0.03977644630179749	9.686168151879117e-4	4.4486341633919775e-4	7.535910922457015e-4	0.0059310767972185294	0.014023278642546627	0.14269141531322505	6.679814237546918e-4	0.0010300429184549357	6.756756756756757e-4	0.028810788720882715	0	0.0021120586594405035	3.610414985345963e-4	0.0021489379287544423	1.8054452227919405e-4	0.008051148472649775	0.034767695665731214	0.5085085085085085	0.002478638053616855	0	5.564636733558238e-4	0.0010144131197430154	0.038136389254179975
5.666666666666667	0.04314989174764614	2.905850445563735e-4	1.4828780544639926e-4	7.382116821998708e-4	0.005777686880049085	0.012761183564717431	0.0951276102088167	7.209958224653816e-4	9.155937052932761e-4	5.72855464159812e-4	0.03201198746764746	0.003652361583796796	0.003785765521638639	2.0175848447521558e-4	0.002290626143837153	2.888712356467105e-4	0.008524745441629173	0.03570314936077331	0.5145145145145145	0.0033755136651229534	3.7976454598149145e-4	2.782318366779119e-4	5.494737731941333e-4	0.03531842945707308
5.833333333333333	0.044056190524142794	0.0010267338240991864	2.4361568037622734e-4	7.382116821998708e-4	0.005266387156150936	0.013322114710419296	0.07192575406032482	7.634073414339334e-4	0.0014878397711015738	5.875440658049354e-4	0.03855060618444354	9.960986137627626e-4	0.002669960946839882	5.627999830098118e-4	0.0021961673337820126	2.3470787896295227e-4	0.008090614886731391	0.035079513564078575	0.4804804804804805	0.003554888787424173	3.397893306150187e-4	1.5650540813132543e-4	0.0018174901728729026	0.03268833364643998
6	0.044056190524142794	0.0011429678419217358	1.1651184713645656e-4	7.382116821998708e-4	0.005215257183761121	0.014023278642546627	0.060324825986078884	0.00119812541086159	0.0018311874105865521	6.316098707403055e-4	0.04229668982427462	0.0014941479206441437	0.004104566828723998	3.1856602811876144e-4	0.0020544791186993022	3.971979490142269e-4	0.008485279027547556	0.0375740567508575	0.4594594594594595	0.004190855130128498	5.196777997641463e-4	6.086321427329323e-4	0.0020710934528086564	0.02855532594401653
6.166666666666667	0.04617088766930165	0.001084850833010461	1.906557498596562e-4	6.766940420165483e-4	0.00552203701810001	0.010096760622633571	0.06728538283062645	0.0012299340500880039	0.0015450643776824034	0.0012338425381903642	0.05639558643236616	0.0015771561384577072	0.003785765521638639	3.291848957227201e-4	0.00213713057749755	4.513613056979851e-4	0.008603678269792407	0.03663860305581541	0.43043043043043044	0.004859435131433044	4.1973976134796425e-4	4.5212673460160677e-4	0.0026628344393254152	0.029306781889911704
6.333333333333333	0.046472987261467195	8.330104610616041e-4	0	6.151764018332257e-4	0.005675426935269455	0.013883045856121162	0.04756380510440835	0.0018661068346162819	0.0024320457796852646	0.001263219741480611	0.0623893202560959	0.003237320494728978	0.004981270423208735	4.672301745741834e-4	0.002207974685038905	6.499602802050986e-4	0.008761543926118873	0.037262238852510135	0.4364364364364364	0.006327049768443024	3.597769382982551e-4	3.6517928563975933e-4	0.004226721332262564	0.027428142025173775
6.5	0.04858768440662605	7.55521115846571e-4	1.5887979154971348e-4	0.001030420473070653	0.005368647100930566	0.010797924554760903	0.04176334106728538	0.0015692262018364188	0.0024606580829756794	0.0014835487661574618	0.07737365481542025	0.00398439445505105	0.003586514704710289	2.97328292910844e-4	0.0020426717674424098	6.138513757492597e-4	0.00844581261346594	0.03617087620829436	0.43043043043043044	0.006816254647446351	3.9975215366472786e-5	3.6517928563975933e-4	0.00562153937190921	0.029118917903437912
6.666666666666667	0.0507527314838125	0.0014529252227818675	1.1651184713645656e-4	6.920734520623789e-4	0.0046528274874731565	0.012200252419015565	0.06380510440835267	0.002025150030748351	0.0031759656652360514	0.0017626321974148062	0.08684102983244789	0.0029882958412882875	0.003945166175181318	4.353735717623073e-4	0.002219782036295798	9.568859680797285e-4	0.009077275238771805	0.03149360773308388	0.41541541541541543	0.0072565390385493445	0	3.6517928563975933e-4	0.007439029544782112	0.02461018222806688
6.833333333333333	0.05155833039625397	0.0017822549399457576	3.0716759699611276e-4	7.228322721540402e-4	0.00552203701810001	0.012901416351142897	0.14037122969837587	0.002406853701465318	0.0038912732474964233	0.00290834312573443	0.10747854515733551	0.0035693533659832324	0.004503068462580697	6.796075266533577e-4	0.0023614702513785083	0.001336029464866036	0.010419133317546767	0.03663860305581541	0.47047047047047047	0.00901767660296132	7.995043073294557e-5	4.695162243939763e-4	0.009256519717655015	0.02705241405222619
7	0.051759730124364335	0.0013560635412630763	8.473588882651386e-5	4.921411214665806e-4	0.0046528274874731565	0.009956527836208106	0.1740139211136891	0.002629514176050215	0.005035765379113019	0.0028936545240893065	0.12321209644462608	0.0026562629700340335	0.004582768789352036	6.902263942573164e-4	0.002219782036295798	0.001913771936159457	0.011090062356934249	0.03523542251325226	0.4754754754754755	0.009588415628465201	1.9987607683236394e-4	4.869057141863458e-4	0.013060568916691323	0.024234454255119293
7.166666666666667	0.05372337747344041	0.0016079039132119333	5.2959930516571164e-5	6.766940420165483e-4	0.004806217404642601	0.01430374421539756	0.17981438515081208	0.0032126725618678033	0.005779685264663805	0.004083431257344301	0.13785587794578397	0.004565451979745995	0.0025504104566828724	7.539395998810687e-4	0.0024086996564060786	0.0023470787896295226	0.012392454021627594	0.032584970377299655	0.4644644644644645	0.011251712217076512	4.3972736903120067e-4	4.173477550168678e-4	0.016315144342533498	0.020665038512117227
7.333333333333333	0.05568702482251649	0.0022084463386284384	1.906557498596562e-4	9.227646027498385e-4	0.005266387156150936	0.010096760622633571	0.1937354988399072	0.003403524397226287	0.006437768240343348	0.0053760282021151585	0.15590519002860645	0.0031543122769154145	0.0025504104566828724	5.521811154058532e-4	0.0024559290614336485	0.003123420235430057	0.013694845686320942	0.03897723729342064	0.46346346346346345	0.012621485878285826	2.798265075653095e-4	2.434528570931729e-4	0.018724375501923157	0.018598534660905504
7.5	0.05754997230753738	0.002072839984502131	2.965756108927985e-4	9.381440127956692e-4	0.0044994375703037125	0.010096760622633571	0.17053364269141533	0.004325974934792289	0.007811158798283262	0.009136310223266745	0.17879035553739273	0.002905287623474724	0.0028692117637682314	8.388905407127384e-4	0.002703883437828392	0.004766375388170723	0.016260162601626018	0.03928905519176801	0.48848848848848847	0.01506751027330246	3.9975215366472786e-5	6.260216325253017e-4	0.022739760767572594	0.017471350742062748
7.666666666666667	0.060671668093248074	0.0024409143742735373	6.355191661988539e-4	8.612469625665159e-4	0.005164127211371306	0.009956527836208106	0.14153132250580047	0.005630129143075259	0.009356223175965666	0.010752056404230317	0.20726059120010898	0.002324230098779779	0.0023910098031401927	0.001040649025187954	0.0030226819217644904	0.00608435040080884	0.017917751993053913	0.03617087620829436	0.4934934934934935	0.016502511251712218	5.796406228138554e-4	7.129690814871492e-4	0.027685024726319795	0.021040766485064814
7.833333333333333	0.06188006646191028	0.0023634250290585045	7.520310133353105e-4	9.689028328873304e-4	0.004090397791185193	0.011218622914037302	0.16009280742459397	0.005884598256886571	0.011816881258941345	0.013807285546415981	0.22163193025473368	0.003071304059101851	0.0025504104566828724	0.0012317886420592109	0.003990884724829679	0.008738354878312992	0.019417475728155338	0.034767695665731214	0.4724724724724725	0.01950296784293262	3.597769382982551e-4	0.001060758877334539	0.03191174605858236	0.02273154236332895
8	0.06429686319923468	0.002905850445563735	0.0013451822351209074	9.996616529789916e-4	0.004703957459862971	0.011499088486888234	0.16589327146171692	0.0071357380664588506	0.014048640915593706	0.01784665099882491	0.2651546110884076	0.002739271187847597	0.0022316091495975135	0.0011999320392473347	0.0042742611549951	0.013396403553116198	0.021430262846317785	0.03648269410664172	0.43743743743743746	0.021068423455743265	4.1973976134796425e-4	0.0014085486731819287	0.036899277230652186	0.01765921472853654
8.166666666666666	0.06711645939277983	0.0031770631538163502	0.0018535975680799906	9.842822429331612e-4	0.004243787708354638	0.0124807179918665	0.14037122969837587	0.008970036261848719	0.01605150214592275	0.015246768507638073	0.31262770739681245	0.0019091890097119614	0.0011556547381844267	0.0014760225969502612	0.0050063169329224375	0.017115620712067597	0.02308785223774568	0.03663860305581541	0.44344344344344344	0.024916835170569435	4.996901920809099e-4	0.0014781066323514068	0.041844541189399384	0.014841254931429645
8.333333333333334	0.07325915110014601	0.003467648198372724	0.0024785247481755304	8.458675525206853e-4	0.003834747929236118	0.011499088486888234	0.14965197215777262	0.00985007528044617	0.020143061516452076	0.02088719153936545	0.3596921400354175	0.004565451979745995	0.0013150553917271061	0.0019113961687125685	0.005561262441996387	0.023326352278471872	0.025613702738969138	0.03585905830994699	0.3763763763763764	0.02742808688278651	4.5971497671443704e-4	0.0029909922442875525	0.04746608056130859	0.00958106331016344
8.5	0.083127737777554	0.0036226268888027895	0.003505947400197011	0.0014764233643997416	0.0037324879844564886	0.013742813069695695	0.14965197215777262	0.011907033950420934	0.02369098712446352	0.024794359576968274	0.352812968260455	0.0031543122769154145	0.0015143062086554555	0.0028777131206728116	0.007025373997851062	0.030548133169639634	0.031296866366721916	0.03461178671655753	0.34734734734734735	0.03122757810971235	5.396654074473826e-4	0.002851876325948597	0.055792721585865845	0.00958106331016344
8.666666666666666	0.09621872010472786	0.004087562960092987	0.004882905593627861	0.0015686998246747254	0.005266387156150936	0.011639321273313701	0.12761020881670534	0.014610768284666115	0.027181688125894134	0.020799059929494712	0.4129546383326522	0.002739271187847597	9.165537578704072e-4	0.0039608376162766	0.009741064786936347	0.039268433595724704	0.03492777646223064	0.03554724041159962	0.3663663663663664	0.036184854216946054	0.0012592192840438928	0.005355962856049804	0.062682277357453825	0.011647567161375164
8.833333333333334	0.10231106188006646	0.004242541650523053	0.006249271800955397	0.001630217464858048	0.005419777073320381	0.00897489833122984	0.09280742459396751	0.01765379477065971	0.03175965665236052	0.0315951821386604	0.4280070835036099	0.004150410890678177	0.0021917589862118433	0.0056704753005139535	0.01031962499852408	0.051437134397342384	0.03832188807324966	0.03585905830994699	0.35135135135135137	0.0420879264235862	0.0011392936379444744	0.005668973672312455	0.07231920199501247	0.014653390944955852
9	0.10090126378329389	0.005462998837659822	0.007287286439080192	0.002060840946141306	0.004294917680744453	0.010236993409059038	0.11600928074245939	0.02244629641410607	0.03871244635193133	0.030919506462984723	0.44987058983789674	0.004482443761932431	8.368534310990675e-4	0.007114641294652339	0.014664730261060537	0.06692785440889723	0.043413055489778196	0.03539133146242594	0.34934934934934936	0.049148783510534214	0.0015190581839259658	0.007060132855702014	0.08237879876579737	0.012586887093744129
9.166666666666666	0.09274457479482402	0.0056179775280898875	0.009850547076082235	0.002106979176278798	0.0043971776255240826	0.012340485205441032	0.12529002320185614	0.02729181245626312	0.04497854077253219	0.0395710928319624	0.48678654134314125	0.004316427326305304	7.970032677133976e-4	0.008909229919721361	0.017439457806430282	0.0825269011338196	0.0479516931091641	0.035079513564078575	0.34134134134134136	0.058541517187398084	0.002378525314305131	0.01022501999791326	0.09852487425504036	0.011647567161375164
