Time,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11
21:20:03,9433,20989,33138,33870,36349,10136,16888,25695,33146,42567,11962,17827,24787,34346,43001,13096,19259,26267,35514,42195,16005,22103,27030,34024,42773,3422,3567,3808,7657,31195,3800,3569,3968,4670,6072
21:30:03,9418,20969,33565,34186,36192,10137,16920,25514,33059,42504,11960,17773,24140,34309,43035,13275,19298,26078,35565,42137,16000,22077,27055,34070,42793,3433,3555,3832,8064,32617,3793,3581,3984,4663,6068
21:40:03,9423,20974,33789,33188,36984,10153,16954,25710,33100,42551,11911,17757,24647,34331,43043,13243,19295,26000,35286,42184,16163,22180,27001,33885,42807,3450,3544,3880,8518,34132,3800,3569,3959,4659,6103
21:50:03,9443,20898,32883,33542,35029,10182,16845,25623,33274,42504,11949,17733,25493,34343,43065,13270,19228,26192,35006,42205,15978,22101,27016,34000,42869,3433,3569,3918,9062,35470,3803,3571,3961,4661,6101
22:00:03,9449,20805,33148,34338,36955,10189,16944,25640,33475,42564,11974,17732,26352,34354,43073,13181,19211,26125,34608,42189,15971,22144,27115,33712,42874,3444,3562,3961,9627,35685,3795,3571,3963,4671,6090
22:10:03,9437,21040,33397,34261,36186,10152,16872,25538,33648,42471,11959,17819,26817,34337,43046,13116,19297,26175,34214,42205,16103,22089,27074,34034,42782,3438,3555,4007,10230,36315,3796,3575,3951,4664,6081
22:20:03,9440,21185,32765,33689,36103,10161,16900,25447,33873,42506,11921,17765,26468,34360,43076,13195,19376,26089,33750,42126,16029,22204,27066,33976,42830,3429,3562,4080,10830,37556,3799,3586,3950,4647,6073
22:30:03,9441,21178,33235,33862,36352,10160,16906,25519,33874,42590,11990,17735,25473,34321,43116,13112,19289,26184,33506,42175,16023,22147,26933,34021,42819,3446,3554,4116,11678,39445,3815,3569,3974,4660,6088
22:40:03,9432,21327,33012,33936,37047,10172,16957,25470,33903,42585,11927,17759,24766,34389,43093,13181,19364,26116,33326,42177,16067,22036,27055,33867,42838,3444,3553,4160,12319,41822,3793,3579,3955,4658,6079
22:50:03,9448,21015,33307,33993,36110,10130,16945,25662,33851,42694,11939,17806,24579,34323,43136,13270,19347,26161,33433,42212,16103,22145,27071,33865,42860,3456,3572,4221,13152,43691,3800,3559,3950,4657,6078
23:00:03,9418,21047,33231,33464,36840,10155,16932,25623,33825,42674,11919,17743,25582,34372,43143,13184,19258,26098,33603,42105,16159,22101,27000,33900,42829,3423,3567,4320,13952,45423,3790,3568,3935,4666,6076
23:10:03,9485,20915,33921,34004,36692,10175,16915,25553,33718,42726,11959,17764,26789,34370,43156,13123,19317,26149,33920,42072,16024,22106,26996,33910,42903,3461,3564,4412,14801,46703,3798,3572,3942,4659,6102
23:20:03,9435,21024,33403,34149,36696,10156,16790,25670,33596,42812,11972,17773,26909,34424,43151,13187,19267,26258,34374,42086,16126,22211,27137,33878,42816,3467,3559,4467,15647,48038,3797,3560,3974,4665,6101
23:30:03,9455,21015,33446,34386,37704,10169,16947,25658,33538,42941,11937,17762,25980,34374,43163,13116,19316,26121,34757,42107,16024,22231,27043,33924,42800,3471,3572,4577,16601,48536,3781,3575,3964,4651,6066
23:40:03,9470,21095,33495,34509,36337,10146,16942,25586,33406,42979,11955,17799,24530,34432,43256,13192,19275,26113,35139,42150,16047,22168,27017,33690,42886,3476,3560,4667,17347,48662,3786,3552,3932,4643,6094
23:50:03,9416,21059,32900,34318,37282,10150,16936,25682,33305,43046,11907,17788,24495,34411,43224,13095,19321,26039,35508,42143,16136,22163,27111,33852,42844,3485,3559,4761,18211,48014,3792,3552,3945,4647,6053
24:00:03,9486,21141,33260,34341,36373,10160,16940,25635,33232,43112,11967,17833,25951,34393,43200,13157,19276,26158,35650,42038,16066,22224,26974,33859,42910,3477,3556,4863,19272,48024,3772,3552,3921,4642,6080
24:10:03,9466,20961,33563,33896,37099,10147,16984,25648,33248,43234,11917,17758,27021,34380,43223,13159,19370,26037,35504,42033,16040,22209,27041,33835,42809,3484,3554,4963,20389,48506,3783,3560,3919,4654,6060
24:20:03,9410,20982,32484,34618,37046,10130,16862,25567,33161,43314,11922,17775,26521,34438,43268,13194,19358,26097,35418,42090,15918,22139,27119,33760,42816,3481,3573,5097,21716,49625,3772,3558,3935,4633,6075
24:30:03,9479,21017,33445,34297,37158,10148,16870,25778,33214,43381,11947,17763,24723,34350,43247,13080,19258,25957,35016,41966,16051,22116,26850,33877,42829,3492,3561,5197,22785,49654,3801,3543,3923,4627,6076
24:40:03,9449,21104,33524,33546,37803,10098,16909,25620,33240,43459,11890,17763,24344,34380,43289,13203,19367,26102,34645,42024,15954,22121,27052,33695,42830,3494,3568,5349,23830,49024,3798,3539,3916,4620,6052
24:50:03,9439,20809,33237,34487,37264,10097,16964,25640,33412,43456,11921,17745,25650,34357,43245,13194,19269,25973,34152,41996,15991,22217,27068,33797,42785,3485,3563,5463,25015,49437,3764,3542,3898,4619,6059
25:00:03,9433,20799,33666,33910,37260,10168,16815,25564,33679,43576,11914,17726,26891,34376,43216,13152,19317,26043,33598,41905,15852,22183,26960,33713,42778,3518,3586,5650,25918,50105,3764,3528,3885,4604,6055
25:10:03,9402,21281,33325,34153,36522,10110,16948,25718,33729,43643,11892,17766,26171,34372,43255,13203,19281,26020,33408,41961,16024,22035,26976,33758,42769,3507,3577,5816,26500,50510,3765,3531,3904,4589,6004
25:20:03,9406,20807,32971,34599,37146,10124,16909,25469,33894,43670,11901,17688,24851,34331,43193,13066,19231,26002,33394,41906,16008,22108,26998,33703,42780,3527,3567,6003,26833,50045,3769,3518,3891,4583,6026
25:30:03,9456,20988,33168,34077,36884,10147,16923,25561,33837,43732,11878,17723,24552,34315,43185,13129,19226,26026,33417,41900,15866,22164,26890,33710,42754,3525,3566,6186,27275,49822,3750,3525,3887,4566,6014
25:40:03,9392,20738,32816,34666,37075,10118,16863,25656,33870,43695,11902,17707,25314,34315,43303,13133,19227,25982,33589,41897,16016,22166,26969,33732,42751,3538,3557,6418,27913,51067,3750,3498,3867,4538,6022
25:50:03,9421,21034,32945,34035,37128,10130,16882,25520,33700,43710,11839,17716,26372,34364,43226,13171,19306,25948,33917,41881,15858,22048,26944,33728,42765,3555,3573,6671,28231,52012,3750,3498,3869,4590,5999
26:00:03,9422,20995,33361,33686,37439,10134,16849,25572,33644,43824,11896,17762,26119,34300,43204,13092,19327,25896,34395,41868,16022,22066,26945,33587,42786,3546,3559,6965,28674,53025,3732,3493,3867,4573,5999
26:10:03,9412,20898,33068,33796,37104,10075,16873,25529,33555,43745,11826,17719,24842,34358,43175,13079,19241,25986,34788,41847,15991,22069,26879,33596,42750,3570,3577,7271,29310,53768,3750,3503,3872,4578,6003
26:20:03,9425,20916,33142,34634,37311,10144,16889,25656,33458,43736,11856,17697,24434,34286,43275,13060,19211,25998,35210,41874,15923,22087,26980,33589,42718,3581,3585,7613,29983,54676,3720,3513,3859,4565,6019
26:30:03,9411,20930,32618,35038,38170,10137,16801,25670,33392,43718,11836,17773,25734,34305,43228,13131,19202,25988,35426,41869,15871,22095,26910,33529,42646,3581,3576,7954,30925,55141,3743,3507,3870,4550,6012
26:40:03,9410,21090,33549,33504,37220,10043,16904,25543,33221,43575,11815,17802,26506,34258,43140,13182,19198,25966,35472,41828,16017,22056,26823,33617,42678,3590,3578,8403,31570,55335,3721,3487,3858,4543,5993
26:50:03,9426,21002,32940,34292,37845,10121,16856,25602,33206,43615,11819,17738,25581,34302,43180,13141,19259,25854,35419,41813,15871,22018,26924,33569,42667,3607,3579,8800,31985,55262,3735,3493,3849,4534,6007
27:00:03,9417,21076,32911,34373,36992,10101,16850,25441,33185,43519,11819,17718,24183,34255,43249,13097,19289,25950,35092,41901,15917,22123,26855,33564,42696,3629,3599,9275,32617,54508,3741,3479,3845,4544,5989
27:10:03,9437,20876,33506,33222,37631,10111,16872,25542,33102,43500,11823,17743,24672,34292,43302,13204,19217,25880,34615,41830,15735,22117,26866,33626,42667,3634,3614,9780,33200,54143,3751,3492,3827,4555,6007
27:20:03,9448,20868,33165,34314,37629,10074,16937,25542,33151,43313,11769,17760,26297,34290,43205,13169,19243,26012,34154,41815,15922,22067,26902,33592,42745,3671,3625,10339,33071,53563,3736,3480,3841,4545,6000
27:30:03,9422,21022,32803,34200,37522,10103,16952,25630,33226,43362,11881,17749,26275,34256,43286,13225,19269,25949,33700,41831,15902,22104,27014,33661,42677,3711,3659,11002,33191,52495,3760,3502,3850,4565,6026
27:40:03,9422,20888,33087,34531,37134,10141,16873,25658,33352,43279,11864,17834,24912,34325,43397,13120,19223,25924,33559,41945,15983,22086,27000,33591,42789,3701,3669,11635,34020,52594,3736,3508,3864,4555,6023
27:50:03,9425,20905,33036,33725,37287,10127,16884,25598,33679,43229,11889,17793,24381,34376,43379,13168,19269,26069,33471,41874,16019,22181,26965,33558,42816,3738,3684,12287,34261,52710,3771,3494,3875,4574,6036
28:00:03,9437,20981,33334,34569,37338,10161,16884,25782,33831,43151,11857,17825,25424,34385,43427,13197,19371,26020,33478,41935,15979,22115,26867,33620,42838,3771,3727,13066,34710,53614,3746,3531,3858,4601,6023
28:10:03,9437,21014,33191,34479,37933,10139,16964,25569,33941,43165,11800,17745,26617,34441,43506,13141,19415,26103,33647,41883,16027,22127,26993,33618,42783,3795,3734,13764,34571,53858,3754,3500,3868,4591,6048
28:20:03,9460,21068,33270,34405,37652,10152,16899,25812,34030,43073,11909,17833,26018,34390,43435,13173,19302,26090,33963,41927,16038,22205,27085,33678,42890,3826,3752,14556,34700,54785,3756,3507,3883,4614,6030
28:30:03,9454,21160,32767,34284,37732,10181,16932,25559,34057,43130,11795,17819,24888,34435,43508,13231,19276,26000,34420,42073,16043,22213,27150,33680,42810,3837,3826,15305,34487,55617,3741,3523,3890,4603,6042
28:40:03,9441,20816,33334,34161,37721,10127,16935,25582,34036,43032,11847,17825,24795,34476,43506,13128,19447,26050,34857,41984,16048,22199,27179,33558,42880,3868,3830,16122,34477,56804,3778,3522,3898,4607,6034
28:50:03,9501,20849,33272,34209,38114,10184,16894,25675,33937,43043,11910,17764,25991,34474,43520,13165,19447,26074,35273,42006,16031,22237,27134,33696,42953,3901,3841,16991,35259,56552,3759,3536,3912,4612,6044
29:00:03,9472,21046,33084,34043,37794,10155,17004,25810,33810,42919,11841,17847,26532,34483,43530,13162,19371,26072,35493,42032,15955,22279,27214,33592,42886,3942,3899,17883,34912,56126,3766,3531,3896,4603,6074
29:10:03,9483,20997,33385,34778,37828,10196,16981,25619,33706,42871,11902,17790,25645,34422,43663,13172,19429,26044,35673,42052,16080,22329,27091,33635,42849,3964,3952,18613,35524,55266,3772,3529,3909,4611,6060
29:20:03,9494,21116,33263,34882,37976,10186,16910,25708,33648,42898,11889,17875,24584,34411,43569,13174,19353,26072,35595,42044,16090,22365,27231,33650,42808,4016,3964,19512,35413,55510,3792,3527,3917,4626,6085
29:30:03,9461,21047,32783,34917,37580,10204,16954,25691,33572,42908,11896,17841,25279,34515,43596,13263,19511,26139,35311,41988,16144,22308,27269,33694,42952,4046,4008,20336,35618,54973,3767,3561,3904,4630,6078
29:40:03,9490,20950,32855,34324,38028,10181,16977,25681,33500,42894,11894,17815,26484,34496,43594,13174,19382,26260,35033,41957,16179,22279,27146,33698,42915,4110,4093,21109,36092,53915,3792,3529,3908,4625,6062
29:50:03,9490,21029,32755,34532,38009,10190,17063,25760,33427,42802,11913,17876,26235,34485,43663,13179,19407,26088,34530,42123,16215,22264,27194,33593,42863,4145,4149,21732,35755,53774,3774,3538,3894,4627,6075
30:00:03,9510,21017,32877,34373,38585,10271,16945,25669,33392,42877,11868,17790,25281,34479,43713,13187,19493,26191,34030,42051,16110,22289,27228,33578,42862,4203,4184,22578,36044,54236,3782,3551,3934,4609,6064
30:10:03,9532,20960,32778,35031,37888,10166,16995,25738,33399,42948,11874,17878,25311,34481,43643,13222,19539,26152,33725,42072,16074,22284,27221,33649,42873,4238,4269,23213,36193,54858,3781,3542,3909,4633,6073
30:20:03,9501,21050,33214,34936,37956,10218,17010,25776,33388,42889,11916,17826,26104,34544,43738,13202,19470,26176,33614,42060,16272,22325,27261,33563,42864,4294,4330,23843,36435,54877,3774,3541,3918,4645,6091
30:30:03,9490,20937,33481,34663,38021,10187,16982,25794,33469,42842,11872,17856,25759,34517,43728,13218,19421,26135,33639,42061,16136,22239,27315,33467,42868,4341,4418,24490,36679,56419,3781,3559,3927,4639,6095
30:40:03,9460,21143,32677,34813,38090,10164,17034,25884,33740,42922,11935,17861,25521,34527,43685,13273,19506,26141,33694,42089,16152,22281,27219,33620,42944,4367,4495,25104,36590,56948,3786,3547,3936,4647,6072
30:50:03,9513,21015,32604,34761,38155,10215,16992,25935,33935,42976,11937,17936,25621,34526,43732,13248,19459,26243,34052,42113,16130,22316,27290,33563,42844,4444,4569,25684,36783,56756,3784,3527,3929,4640,6074
31:00:03,9492,21045,33082,34410,38136,10250,16994,25736,34092,43009,11928,17884,25497,34603,43777,13212,19465,26300,34400,42087,16118,22364,27263,33535,42946,4494,4648,26331,36511,57368,3791,3542,3912,4653,6120
31:10:03,9517,21034,33181,34905,38327,10194,17018,25796,34186,43150,11867,17890,25929,34534,43729,13213,19468,26306,34847,42078,16205,22350,27289,33633,42940,4546,4788,26929,36840,57117,3778,3565,3931,4646,6115
31:20:03,9515,20818,32874,34306,38847,10183,16962,25634,34220,43155,11891,17929,25781,34560,43791,13222,19506,26099,35281,42057,16143,22336,27357,33580,42906,4631,4883,27266,36952,56826,3784,3544,3934,4647,6089
31:30:03,9533,20943,33513,34306,38388,10203,16999,25779,34177,43203,11944,17945,25410,34544,43749,13222,19360,26087,35548,42127,16299,22349,27316,33548,42931,4697,4994,27840,36826,56156,3782,3548,3954,4644,6101
31:40:03,9523,20876,33059,34289,38158,10179,17004,25783,34102,43277,11903,17881,26081,34598,43843,13222,19438,26227,35788,42094,16115,22332,27352,33469,42862,4782,5093,28056,37035,55821,3788,3572,3911,4660,6086
31:50:03,9516,20876,33060,34600,38493,10223,17072,25796,33990,43343,11938,17882,26277,34573,43856,13165,19512,26234,35554,42137,16071,22409,27291,33478,42904,4852,5253,28392,37487,55658,3800,3544,3942,4640,6109
32:00:03,9516,20961,33214,34284,38378,10288,16958,25790,33923,43404,11915,17910,25690,34669,43794,13145,19513,26213,35421,42065,16114,22415,27150,33574,42891,4933,5346,28863,37685,55418,3809,3581,3933,4641,6094
32:10:03,9518,21140,32766,34927,38767,10267,17059,25694,33829,43538,11922,17887,25545,34648,43805,13291,19521,26161,35101,42074,16082,22310,27329,33537,42885,5033,5509,29369,37606,55443,3799,3539,3955,4661,6096
32:20:03,9483,21134,33066,34679,38207,10190,17050,25959,33664,43621,11971,17935,25888,34646,43792,13248,19523,26121,34485,42066,16060,22387,27276,33732,42926,5101,5664,29340,37678,54827,3781,3561,3935,4661,6094
32:30:03,9558,20917,33108,34192,38227,10221,17021,25786,33588,43725,11897,17897,25755,34693,43832,13316,19438,26260,34042,42074,16259,22410,27305,33434,42918,5196,5866,29889,37993,55925,3806,3556,3942,4650,6081
32:40:03,9508,20999,33212,34944,39112,10232,17037,25900,33551,43867,11959,17890,25602,34639,43842,13168,19408,26150,33717,42108,16207,22419,27301,33500,42844,5278,6020,30062,37987,55136,3792,3556,3941,4657,6102
32:50:03,9540,20900,32712,34383,38199,10221,17042,25786,33546,43823,11913,17931,25653,34660,43787,13121,19451,26331,33628,42001,16221,22437,27499,33560,42926,5362,6204,30316,38054,55427,3795,3554,3939,4652,6103
33:00:03,9523,21107,32441,34335,38506,10226,17082,25897,33490,43895,11929,17865,25343,34648,43894,13248,19515,26199,33614,42057,16247,22439,27417,33450,42930,5473,6447,30587,38142,56149,3801,3558,3944,4668,6105
33:10:03,9505,20861,32826,34557,38475,10187,17015,25849,33484,44077,11917,17973,25159,34755,43804,13279,19496,26208,33737,42017,16302,22389,27385,33535,42953,5590,6675,30904,38244,56575,3804,3550,3936,4649,6111
33:20:03,9542,20928,32756,35008,38188,10153,17080,25837,33555,44109,11885,17968,25376,34655,43815,13266,19504,26213,34174,42032,16163,22352,27281,33474,42897,5741,6961,31092,38698,56943,3783,3564,3937,4641,6087
33:30:03,9500,20974,32503,34515,39026,10206,17041,25782,33739,44197,11899,17931,25952,34689,43842,13218,19526,26153,34609,42048,16161,22417,27355,33595,42938,5827,7213,31209,38145,58045,3810,3561,3932,4656,6093
33:40:03,9505,20983,32847,34598,38893,10225,17006,25970,33926,44199,11945,17909,25924,34644,43887,13226,19551,26234,35046,42076,16200,22389,27376,33477,42931,5943,7538,31142,38591,57837,3796,3543,3943,4659,6121
33:50:03,9520,20871,32813,34073,38516,10198,17125,25733,34148,44173,11898,17904,25395,34703,43813,13194,19537,26101,35403,41971,16224,22326,27291,33452,42864,6074,7866,31634,38676,58298,3791,3556,3949,4643,6126
34:00:03,9541,21041,32941,34347,38471,10226,17016,25707,34288,44217,11906,17985,25445,34685,43807,13189,19525,26229,35523,42047,16231,22367,27386,33576,42920,6210,8192,31929,38714,58513,3803,3566,3935,4635,6098
34:10:03,9538,20887,32863,34664,38328,10255,17017,25823,34305,44311,11908,17871,25912,34668,43779,13257,19488,26207,35651,42038,16271,22411,27389,33482,42855,6345,8574,31930,38824,57701,3801,3557,3940,4674,6122
34:20:03,9562,20926,32374,34985,38458,10219,17014,25892,34336,44281,11919,17941,25726,34709,43810,13174,19511,26291,35618,42038,16203,22378,27440,33410,42847,6473,8959,32307,39170,57768,3796,3556,3943,4649,6102
34:30:03,9514,20965,32700,35284,38953,10206,17119,25689,34301,44300,11940,17885,25781,34704,43825,13311,19543,26165,35454,42044,16172,22470,27301,33475,42923,6598,9315,32438,38933,58491,3781,3554,3934,4649,6079
34:40:03,9496,20975,32888,34816,38566,10208,17091,25803,34145,44285,11922,17929,25569,34646,43801,13216,19509,26186,35135,42026,16120,22439,27416,33521,42867,6777,9733,32447,39355,58783,3793,3560,3924,4669,6092
34:50:03,9516,21006,32651,33981,38601,10210,17046,25790,34109,44230,11896,17960,25786,34712,43753,13191,19464,26013,34597,42039,16225,22374,27483,33506,42866,6915,10160,32751,39424,58203,3803,3566,3942,4666,6108
35:00:03,9524,20856,32720,34605,38843,10247,16955,25724,33951,44158,11866,17957,25178,34687,43739,13189,19548,26185,34077,42001,16178,22396,27375,33530,42876,7053,10611,33063,39343,58152,3782,3555,3919,4642,6106
35:10:03,9504,20938,32562,34715,38690,10224,16951,25630,33822,44153,11904,17913,25392,34718,43786,13148,19436,26201,33825,42061,16112,22372,27467,33490,42804,7219,11046,33160,38946,58523,3776,3547,3932,4648,6103
35:20:03,9528,20823,32605,35040,38850,10227,17024,25674,33738,44081,11922,17945,26111,34699,43800,13247,19518,26118,33635,42013,16253,22388,27378,33414,42884,7384,11452,33369,39557,58054,3785,3559,3918,4673,6082
35:30:03,9499,20819,32185,34352,38876,10212,17044,25752,33634,44076,11895,17887,25421,34765,43752,13163,19514,26226,33662,41980,16138,22462,27342,33482,42879,7559,11976,33666,39472,57444,3800,3572,3935,4657,6104
35:40:03,9524,20946,32583,34501,38522,10186,17068,25767,33614,43977,11905,17959,25699,34640,43707,13200,19439,26138,33757,41973,16101,22428,27456,33376,42850,7732,12484,33868,39669,57473,3783,3541,3933,4649,6090
35:50:03,9532,20803,32865,34611,38797,10189,17090,25689,33676,43860,11970,17899,26228,34753,43826,13273,19528,26231,34078,42030,16273,22373,27381,33484,42940,7904,12878,33675,39554,58390,3782,3552,3937,4626,6097
36:00:03,9511,20781,33021,34682,38753,10290,16999,25780,33602,43822,11962,17970,25593,34708,43723,13211,19547,26139,34452,42050,16244,22387,27434,33353,42906,8099,13348,34130,39747,58386,3791,3555,3938,4639,6105
36:10:03,9540,20789,32669,34735,38695,10215,17077,25775,33569,43726,11930,17952,25692,34778,43729,13308,19586,26186,34898,42003,16155,22428,27454,33403,42875,8296,13818,34250,39923,57181,3789,3567,3927,4651,6120
36:20:03,9497,21005,32588,34413,38198,10183,17073,25888,33711,43566,11952,17992,25668,34722,43699,13226,19564,26300,35195,42055,16208,22279,27417,33344,42891,8427,14400,34324,39903,57018,3782,3561,3934,4634,6088
36:30:03,9541,20781,32645,34168,39073,10169,17108,25768,33816,43554,11924,17974,26070,34698,43685,13148,19627,26131,35432,42062,16298,22436,27476,33308,42961,8657,14791,34527,40189,57256,3798,3556,3938,4639,6101
36:40:03,9522,20842,32328,34912,39030,10166,17007,25766,34017,43545,11942,17960,25418,34714,43710,13171,19514,26102,35486,41973,16240,22396,27415,33378,42961,8819,15131,34698,40196,57709,3782,3539,3941,4656,6098
36:50:03,9533,20952,32501,34588,39083,10211,17059,25906,34140,43439,11899,17998,25601,34698,43655,13152,19628,26176,35372,41997,16349,22432,27511,33441,42946,8989,15628,34710,40316,58340,3791,3554,3926,4643,6096
37:00:03,9537,20873,32856,34351,39308,10211,17107,25820,34305,43334,12004,17981,26064,34748,43587,13237,19587,26173,35244,42002,16114,22478,27438,33307,42964,9182,16038,34937,40339,57631,3797,3528,3909,4617,6107
37:10:03,9544,20751,32178,34841,39028,10202,17023,25903,34387,43365,11936,17949,25658,34754,43637,13195,19503,26214,34907,42006,16177,22460,27377,33410,43004,9317,16581,34910,40443,57560,3798,3545,3933,4652,6107
37:20:03,9539,20751,32524,34462,38986,10231,17085,25690,34291,43225,11971,17935,25546,34748,43624,13255,19544,26095,34463,42050,16294,22472,27503,33381,42952,9464,16797,35401,40523,57350,3792,3553,3920,4635,6100
37:30:03,9546,20686,32382,34925,38539,10260,17039,25780,34204,43241,11934,18001,25646,34712,43559,13245,19531,26152,34034,42027,16232,22495,27466,33370,42990,9620,17201,35216,40704,57538,3816,3555,3916,4636,6096
37:40:03,9519,21039,32732,34505,38851,10256,17062,25876,34200,43190,11942,17968,25507,34785,43561,13249,19523,26188,33942,42148,16250,22391,27424,33523,42962,9882,17526,35545,40648,57692,3808,3557,3947,4664,6089
37:50:03,9514,20914,32386,34878,39054,10264,17021,25796,34109,43182,11949,17948,25360,34734,43586,13183,19538,26226,33885,42090,16310,22434,27338,33444,42944,10001,17937,35433,40755,56592,3806,3549,3917,4640,6081
38:00:03,9540,20877,32003,34386,39124,10199,17146,25734,34048,43157,11935,17921,25731,34714,43544,13280,19493,26275,33870,42106,16329,22431,27552,33280,43037,10126,18200,35845,40878,56840,3800,3580,3914,4623,6087
38:10:03,9503,20773,32302,34594,38822,10227,17100,25801,33915,43155,11949,17952,25409,34723,43616,13242,19519,26271,33939,42049,16135,22434,27460,33432,42969,10288,18429,35707,40811,56361,3795,3558,3929,4644,6089
38:20:03,9562,20915,32532,34518,38735,10219,17053,25733,33827,43118,11921,18028,25545,34810,43584,13235,19475,26230,34214,42094,16306,22480,27459,33383,42984,10451,18973,35647,40833,57230,3795,3563,3936,4661,6072
38:30:03,9572,20802,32297,34950,38718,10188,17105,25715,33736,43199,11989,18041,26052,34820,43547,13280,19530,26314,34648,42103,16161,22435,27483,33336,43066,10541,19179,36003,40967,57041,3798,3545,3929,4637,6111
38:40:03,9538,20798,32357,34354,39223,10251,16983,25812,33732,43125,11953,18006,25111,34792,43520,13245,19498,26249,35036,42137,16309,22551,27457,33409,43039,10754,19448,35913,41389,57401,3783,3539,3939,4658,6108
38:50:03,9560,20859,32376,34700,39746,10234,17074,25834,33751,43136,11949,17997,25389,34820,43588,13248,19635,26255,35368,42075,16227,22510,27488,33261,43031,10843,19782,36049,41000,56874,3799,3556,3939,4646,6126
39:00:03,9557,21023,32414,34587,38940,10226,17077,25748,33650,43179,12006,17995,26127,34911,43566,13275,19576,26401,35541,42194,16300,22437,27513,33387,43064,10973,19901,36117,40906,56715,3814,3543,3934,4662,6114
39:10:03,9573,21020,32277,34611,39369,10232,17122,25999,33772,43159,11965,17949,25802,34858,43566,13192,19608,26166,35539,42150,16237,22511,27457,33523,43100,11143,20149,36360,41176,57199,3793,3568,3933,4640,6096
39:20:03,9532,20704,32469,34798,38695,10259,17050,25896,33772,43231,11953,18053,25357,34858,43465,13171,19580,26183,35468,42227,16223,22482,27514,33464,43074,11255,20380,36184,40993,56965,3801,3551,3937,4630,6102
39:30:03,9545,20830,31978,34460,39110,10216,17005,25726,33877,43250,11949,17961,25595,34812,43507,13297,19581,26158,35235,42074,16200,22454,27470,33376,43085,11345,20564,36538,41151,56749,3795,3546,3955,4626,6108
39:40:03,9531,20750,32550,34440,38995,10238,17106,25698,34085,43257,12011,18033,25851,34892,43409,13140,19622,26279,34871,42252,16325,22484,27512,33351,43049,11448,20684,36373,41228,56930,3811,3552,3929,4631,6114
39:50:03,9543,20735,32468,34553,38904,10253,17074,25894,34242,43356,11932,18002,25568,34811,43452,13190,19546,26303,34426,42257,16349,22493,27527,33450,43037,11531,20817,36756,41314,57282,3815,3550,3921,4632,6086
40:00:03,9541,20727,32291,34547,38941,10163,17027,25902,34263,43485,11955,17987,25760,34819,43396,13200,19656,26272,34056,42195,16236,22476,27443,33371,43032,11679,21089,36586,41330,57398,3821,3532,3931,4642,6079
40:10:03,9543,20800,31904,34437,39182,10247,17049,25899,34421,43489,11941,18010,25565,34794,43436,13231,19572,26290,33986,42189,16168,22434,27546,33441,43012,11765,21238,36626,41339,57653,3780,3542,3940,4653,6105
40:20:03,9540,20618,32139,35111,39129,10212,17065,25815,34420,43561,11951,18013,25624,34821,43400,13218,19536,26240,33910,42175,16372,22487,27525,33279,43088,11858,21483,37032,41433,57469,3802,3553,3954,4620,6102
40:30:03,9543,20781,31883,34890,38996,10254,17043,25875,34307,43633,11989,18025,25489,34815,43418,13209,19580,26129,33936,42229,16321,22496,27625,33316,43002,11884,21614,36909,41508,57446,3824,3532,3938,4625,6085
40:40:03,9584,20686,32215,34589,38836,10254,17063,25644,34264,43744,11972,18002,26056,34810,43470,13195,19657,26396,34176,42294,16316,22477,27584,33409,43117,12010,21534,36948,41806,57340,3798,3545,3924,4641,6114
40:50:03,9544,20662,32308,34705,39204,10223,17032,26021,34200,43739,11965,18058,25650,34913,43403,13164,19601,26238,34523,42271,16264,22487,27537,33427,43066,12114,21757,37037,41521,57897,3810,3544,3932,4639,6131
41:00:03,9558,20790,32586,34183,39765,10247,17047,25768,34072,43854,11981,18026,25452,34796,43346,13255,19561,26299,34837,42288,16320,22497,27637,33392,43139,12168,21815,36821,41621,57694,3798,3538,3925,4634,6113
41:10:03,9572,20725,32094,34517,38912,10277,17107,25863,34005,43851,11965,17975,25797,34792,43382,13202,19634,26326,35317,42357,16137,22492,27566,33286,43023,12290,21972,37075,41620,57172,3783,3547,3928,4627,6126
41:20:03,9525,20758,31934,34695,39244,10236,17094,25895,33892,43961,11943,18090,25643,34793,43390,13212,19566,26272,35530,42388,16274,22505,27595,33294,43194,12299,22115,37108,41889,57538,3794,3542,3935,4668,6092
41:30:03,9553,20702,31879,34776,39155,10211,17027,25833,33842,44020,11970,17967,25167,34805,43395,13187,19582,26396,35527,42323,16268,22523,27546,33278,43090,12397,22036,37389,41748,57839,3811,3527,3921,4651,6106
41:40:03,9530,20678,32039,35169,39422,10203,17135,25945,33735,44152,11985,17924,26250,34751,43370,13171,19685,26177,35403,42409,16246,22482,27557,33399,43043,12429,22431,37509,41569,57843,3813,3548,3924,4617,6103
41:50:03,9568,20776,32034,34361,39539,10230,17079,25853,33760,44318,11978,17981,25663,34811,43387,13299,19584,26429,35182,42360,16398,22477,27596,33304,43086,12494,22282,37236,41692,58120,3818,3560,3918,4652,6083
42:00:03,9576,20562,31906,34694,39072,10221,17093,25683,33755,44333,12013,18116,25292,34789,43378,13200,19687,26371,34731,42367,16213,22610,27593,33302,43057,12564,22510,37274,41857,57685,3796,3537,3929,4645,6124
