Time,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11
42:10:03,9551,20688,32091,34096,38888,10309,17120,25952,33773,44339,11995,18051,25909,34799,43319,13261,19644,26293,34395,42410,16423,22544,27586,33343,43105,12651,22581,37517,41982,57460,3812,3541,3910,4649,6106
42:20:03,9554,20738,32223,34537,39456,10231,17084,25863,33792,44377,11986,18011,25602,34781,43377,13264,19599,26244,34048,42504,16306,22530,27636,33320,43092,12631,22721,37724,42009,58162,3812,3543,3917,4648,6095
42:30:03,9587,20695,31741,34263,39226,10270,17091,25917,33973,44467,11925,18094,25510,34765,43369,13216,19565,26262,33928,42511,16229,22508,27630,33291,43042,12752,22642,37452,41898,57716,3805,3541,3937,4641,6134
42:40:03,9571,20606,32243,34962,39311,10231,17128,25885,34194,44443,11950,18069,25652,34745,43382,13272,19594,26315,33880,42500,16255,22459,27635,33392,43105,12810,22728,37804,41902,58038,3812,3564,3920,4634,6118
42:50:03,9547,20658,31844,34710,39577,10258,17081,25889,34373,44476,11957,18015,25457,34853,43333,13219,19615,26302,34032,42505,16226,22462,27679,33296,43139,12818,22872,38011,41843,57782,3801,3564,3934,4642,6112
43:00:03,9579,20781,32088,34354,39330,10228,17020,25760,34504,44514,11999,17993,25453,34819,43402,13213,19634,26370,34394,42546,16333,22536,27529,33386,43091,12825,22866,37978,41789,57822,3846,3551,3939,4632,6102
43:10:03,9589,20735,31896,34247,39202,10274,17045,25883,34632,44532,11952,18048,25560,34816,43320,13248,19558,26119,34855,42497,16248,22479,27592,33349,43089,12909,23020,37830,42322,58131,3797,3548,3942,4655,6109
43:20:03,9577,20608,32279,35119,39220,10222,17077,25870,34661,44561,11933,18061,25748,34754,43369,13300,19616,26262,35195,42588,16170,22556,27608,33293,43069,12927,23082,37941,41676,57789,3814,3546,3932,4626,6134
43:30:03,9552,20756,32210,34953,39560,10269,17084,25916,34611,44531,11933,18078,25191,34824,43329,13246,19677,26246,35642,42594,16487,22498,27574,33275,43079,12991,23169,37754,42017,58186,3816,3576,3952,4630,6089
43:40:03,9541,20701,31996,34633,39468,10230,17052,25810,34522,44534,12032,18064,25927,34805,43343,13272,19522,26320,35723,42624,16181,22538,27556,33292,43116,13103,23332,38053,42282,58247,3819,3557,3931,4658,6113
43:50:03,9552,20701,32085,34075,39287,10240,17097,25962,34472,44486,11967,18089,25396,34838,43425,13230,19662,26340,35572,42612,16307,22546,27709,33367,43037,13073,23305,38186,42040,58222,3823,3548,3936,4645,6118
44:00:03,9592,20630,31834,34277,39655,10238,17072,26009,34393,44442,11998,18088,25638,34825,43366,13261,19636,26273,35405,42676,16367,22583,27563,33417,43081,13077,23438,37944,42221,58021,3831,3558,3950,4636,6130
44:10:03,9572,20476,31775,34885,38667,10273,17069,25916,34343,44425,11975,18042,25757,34844,43455,13159,19635,26291,35114,42653,16341,22511,27564,33358,43092,13149,23599,38417,42338,57946,3824,3562,3937,4655,6131
44:20:03,9579,20675,32139,34214,39141,10250,17066,25847,34256,44374,11964,18070,25276,34892,43417,13228,19693,26373,34725,42698,16331,22476,27671,33294,43126,13137,23629,38097,42247,58684,3825,3565,3950,4643,6130
44:30:03,9565,20687,32108,34229,39305,10283,17142,25914,34249,44290,11991,18084,26039,34862,43412,13262,19777,26378,34363,42780,16287,22616,27676,33298,43110,13239,23592,38224,42341,58112,3840,3556,3954,4655,6134
44:40:03,9609,20711,31710,34682,39443,10250,17140,26032,34191,44240,12010,18054,25494,34851,43542,13301,19647,26319,34195,42741,16547,22620,27737,33290,43143,13247,23666,38365,42412,58530,3822,3561,3950,4669,6140
44:50:03,9575,20643,31825,34753,39096,10305,17174,25890,34128,44131,12015,18134,25793,34886,43522,13253,19703,26340,34161,42782,16344,22601,27768,33254,43092,13261,23842,38340,42213,58854,3816,3576,3945,4659,6142
45:00:03,9559,20887,31872,34857,40156,10230,17075,25970,34112,44192,12025,18126,25360,34858,43512,13280,19596,26417,34129,42753,16413,22618,27713,33226,43097,13365,23668,38389,42694,58053,3839,3571,3962,4624,6117
45:10:03,9590,20697,31899,34481,39368,10227,17146,25827,34171,44055,12001,18111,25104,34838,43563,13167,19720,26383,34327,42851,16272,22600,27608,33217,43162,13328,23952,38334,42767,57924,3855,3583,3963,4652,6137
45:20:03,9614,20688,32129,34398,39185,10250,17135,25744,34091,43966,12097,18099,25867,34976,43497,13312,19768,26355,34610,42829,16259,22562,27759,33275,43138,13268,23876,38447,42391,58584,3830,3581,3958,4662,6129
45:30:03,9550,20435,31963,34707,39104,10308,17161,25824,34138,43913,11950,18081,25140,34934,43552,13236,19657,26365,34835,42857,16391,22667,27635,33434,43132,13412,23776,38361,42685,58958,3843,3579,3945,4659,6128
45:40:03,9593,20734,31906,34358,39495,10289,17135,25886,34381,43839,12004,18128,25961,34936,43556,13276,19644,26399,35222,42863,16314,22601,27750,33292,43151,13373,24124,38621,42484,58599,3818,3555,3959,4648,6154
45:50:03,9585,20677,31845,34941,39221,10295,17164,26053,34482,43831,12028,18107,25700,34946,43531,13294,19642,26398,35343,42898,16202,22653,27660,33441,43121,13441,24134,38352,42709,58397,3838,3542,3950,4663,6159
46:00:03,9565,20706,31909,34728,39474,10269,17119,25910,34707,43762,12033,18090,25195,35014,43632,13245,19651,26466,35469,42874,16380,22572,27764,33348,43171,13456,24070,38490,42827,58312,3851,3570,3947,4665,6137
46:10:03,9596,20605,31687,34726,39657,10304,17156,25912,34859,43639,11991,18125,25892,34984,43549,13239,19655,26401,35446,42915,16360,22588,27678,33346,43172,13432,24414,38471,42691,58618,3836,3577,3944,4662,6143
46:20:03,9622,20739,31541,34654,39409,10274,17136,25953,34919,43607,12081,18114,25675,34975,43537,13256,19754,26328,35247,42875,16381,22641,27756,33161,43172,13496,24089,38608,42460,58634,3843,3565,3951,4649,6128
46:30:03,9591,20676,31711,34702,39153,10321,17064,26068,34791,43599,12035,18129,25684,34929,43589,13228,19736,26367,35026,42842,16430,22661,27698,33309,43217,13503,24386,38507,42880,58238,3815,3557,3954,4669,6140
46:40:03,9591,20564,31710,34703,39176,10234,17135,25966,34773,43502,12003,18123,25458,34958,43622,13223,19707,26392,34693,42873,16303,22657,27637,33298,43176,13549,24340,38732,42590,58307,3845,3568,3941,4660,6125
46:50:03,9557,20528,31897,34508,39277,10248,17122,26051,34676,43497,12002,18083,25903,34983,43546,13309,19647,26345,34407,42846,16295,22608,27682,33361,43158,13543,24330,38451,42618,58660,3820,3571,3923,4642,6144
47:00:03,9590,20779,31792,34903,39212,10303,17087,25944,34567,43533,11990,18071,25731,34958,43532,13185,19725,26312,34224,42811,16310,22647,27720,33351,43127,13585,24464,38590,42786,58624,3825,3572,3941,4664,6124
47:10:03,9570,20561,31620,35254,39428,10247,17116,25986,34468,43487,11999,18168,25315,35051,43680,13279,19734,26423,34079,42909,16404,22562,27793,33389,43059,13558,24504,38614,42671,58681,3831,3552,3928,4656,6119
47:20:03,9610,20527,31877,34215,39526,10295,17086,25905,34371,43366,12035,18118,26082,34974,43627,13231,19709,26386,34126,42879,16335,22586,27611,33338,43178,13538,24468,38753,42788,58539,3810,3563,3929,4662,6123
47:30:03,9553,20644,31387,35064,39478,10212,17077,25805,34219,43393,12028,18078,25300,34988,43590,13227,19699,26374,34324,42882,16282,22569,27777,33178,43166,13619,24485,38415,42725,59002,3832,3526,3917,4627,6114
47:40:03,9587,20627,31752,35046,39276,10282,17089,25820,34067,43368,12000,18088,25698,34974,43615,13198,19663,26354,34516,42829,16257,22611,27693,33303,43117,13555,24596,38896,42977,58419,3810,3551,3924,4644,6126
47:50:03,9540,20703,31554,34557,39465,10268,17092,25773,33983,43441,11980,18051,25575,34993,43578,13225,19633,26422,34917,42889,16288,22626,27734,33138,43158,13580,24606,38741,42743,58797,3807,3542,3924,4646,6134
48:00:03,9572,20544,31684,34837,39451,10267,17136,25908,33893,43323,12002,18094,25482,34952,43568,13234,19636,26446,35255,42944,16456,22515,27756,33264,43100,13600,24584,38754,42817,58502,3818,3538,3916,4615,6121
