"Time","hours","1 aSf 10 PrLDm","1 aSf 15 PrLDm","1 aSf 20 PrLDm","1 aSf 30 PrLDm","2 aSf 10 PrLDm","2 aSf 15 PrLDm","2 aSf 20 PrLDm","2 aSf 30 PrLDm","4 aSf 10 PrLDm","4 aSf 15 PrLDm","4 aSf 20 PrLDm","4 aSf 30 PrLDm","0 aSf 10 PrLDm","0 aSf 15 PrLDm","0 aSf 20 PrLDm","0 aSf 30 PrLDm","1 aSf 0 PrLDm","2 aSf 0 PrLDm","4 aSf 0 PrLDm"
1900-01-01 08:30:06,32.5,19777,38200,51650,NA,14113,14371,30648,33146,14854,11882,17201,24468,17706,2750,22813,24691,3331,3609,4168
1900-01-01 08:40:06,32.6666666666667,19841,38121,51997,NA,14175,14410,30607,33098,15269,11702,17194,24456,17710,2771,23102,24694,3318,3616,4165
1900-01-01 08:50:06,32.8333333333333,19809,38048,51906,NA,14121,14614,30597,33066,14699,11743,17199,24400,17754,2779,23425,24802,3322,3610,4184
1900-01-01 09:00:06,33,19844,38109,52180,NA,14163,14687,30780,33026,15133,11800,17130,24395,17798,2784,23565,24854,3317,3637,4153
1900-01-01 09:10:06,33.1666666666667,19904,38246,52036,NA,14055,14584,30446,33015,14694,11634,17223,24357,17667,2785,23746,24907,3337,3634,4170
1900-01-01 09:20:06,33.3333333333333,19824,38337,51818,NA,14046,14541,30342,32975,15261,11706,17109,24276,17722,2786,23952,24928,3320,3629,4154
1900-01-01 09:30:06,33.5,19860,38037,52171,NA,13883,14163,30287,32891,14650,11717,17104,24286,17702,2789,24040,25018,3317,3627,4135
1900-01-01 09:40:06,33.6666666666667,19906,38127,52101,NA,13931,14378,30131,32785,15145,11745,17087,24214,17659,2788,24124,25078,3323,3632,4159
1900-01-01 09:50:06,33.8333333333333,19947,38032,52334,NA,13847,14295,29969,32793,14711,11700,17024,24215,17662,2811,24211,25138,3331,3650,4165
1900-01-01 10:00:06,34,19879,38147,52337,NA,13893,14379,30055,32747,15124,11667,17079,24185,17691,2829,24296,25240,3325,3631,4155
1900-01-01 10:10:06,34.1666666666667,19955,38097,51755,NA,13854,14607,29760,32662,14685,11559,17061,24141,17752,2830,24357,25225,3338,3631,4190
1900-01-01 10:20:06,34.3333333333333,19814,38309,52227,NA,13679,14452,29648,32623,15103,11560,17021,24118,17633,2823,24426,25262,3342,3631,4177
1900-01-01 10:30:06,34.5,19996,38165,51936,NA,13711,14234,29910,32547,14565,11644,17045,24072,17633,2850,24477,25291,3343,3615,4184
1900-01-01 10:40:06,34.6666666666667,19967,38088,51969,NA,13814,14245,29632,32544,15056,11603,16999,24137,17673,2857,24527,25359,3337,3623,4173
1900-01-01 10:50:06,34.8333333333333,19951,38021,51878,NA,13648,14398,29793,32465,14606,11578,16963,24082,17731,2855,24580,25419,3329,3638,4191
1900-01-01 11:00:06,35,19918,38079,52036,NA,13687,14136,29428,32438,15068,11625,17053,24018,17777,2876,24629,25445,3354,3651,4161
1900-01-01 11:10:06,35.1666666666667,20086,38013,51940,NA,13582,14117,29553,32374,14565,11599,16985,24011,17740,2879,24625,25497,3348,3632,4188
1900-01-01 11:20:06,35.3333333333333,19987,38218,51754,NA,13388,14127,29303,32301,14971,11460,16950,23955,17691,2885,24627,25594,3333,3634,4175
1900-01-01 11:30:06,35.5,19969,38108,52414,NA,13539,14241,29284,32233,14520,11410,16981,23807,17693,2894,24637,25573,3342,3632,4186
1900-01-01 11:40:06,35.6666666666667,19989,38196,52128,NA,13590,14216,29116,32268,14933,11501,16963,23813,17661,2911,24729,25682,3333,3622,4180
1900-01-01 11:50:06,35.8333333333333,19998,38011,52277,NA,13546,14225,28942,32168,14669,11458,16911,23835,17676,2906,24812,25688,3333,3649,4166
1900-01-01 12:00:06,36,19971,38114,52256,NA,13607,13910,28967,32093,14692,11539,16902,23765,17660,2922,24757,25750,3341,3616,4173
1900-01-01 12:10:06,36.1666666666667,19964,38141,51900,NA,13690,14052,28808,32022,14964,11413,16874,23752,17700,2938,24827,25764,3318,3641,4144
1900-01-01 12:20:06,36.3333333333333,20011,38004,52059,NA,13482,13907,28952,31997,14384,11463,16844,23762,17636,2936,24855,25855,3342,3646,4171
1900-01-01 12:30:06,36.5,20075,37865,52188,NA,13630,14063,28868,31921,14846,11373,16894,23681,17653,2968,24850,25828,3326,3636,4175
1900-01-01 12:40:06,36.6666666666667,19994,38153,52390,NA,13653,14136,29044,31904,14512,11340,16844,23770,17712,2982,24911,25930,3335,3643,4151
1900-01-01 12:50:06,36.8333333333333,19966,37895,52139,NA,13672,13883,28889,31885,14766,11406,16860,23602,17647,2985,24947,26031,3321,3636,4174
1900-01-01 13:00:06,37,19936,38013,51922,NA,13677,13920,28902,31794,14804,11481,16802,23634,17636,2981,24993,26056,3326,3632,4155
1900-01-01 13:10:06,37.1666666666667,20049,37970,51911,NA,13376,14231,28683,31754,14402,11487,16831,23651,17597,2995,25017,26069,3332,3640,4140
1900-01-01 13:20:06,37.3333333333333,19913,38165,51968,NA,13317,13733,28780,31755,14766,11330,16794,23551,17631,3006,25033,26134,3338,3634,4181
1900-01-01 13:30:06,37.5,19923,38094,52119,NA,13391,13810,28716,31636,14619,11389,16821,23536,17647,3028,25054,26188,3332,3630,4168
1900-01-01 13:40:06,37.6666666666667,20008,38019,52287,NA,13249,13887,28763,31571,14590,11327,16831,23624,17704,3034,25071,26217,3349,3638,4137
1900-01-01 13:50:06,37.8333333333333,19945,38010,51968,NA,13238,13966,28465,31610,14832,11350,16721,23578,17596,3050,25087,26243,3328,3616,4161
1900-01-01 14:00:06,38,20028,37893,52011,NA,13270,13828,28701,31530,14456,11227,16808,23548,17730,3052,25108,26321,3340,3634,4134
1900-01-01 14:10:06,38.1666666666667,20004,37876,52020,NA,13426,13625,28350,31464,14455,11230,16784,23527,17629,3071,25082,26372,3332,3628,4132
1900-01-01 14:20:06,38.3333333333333,19951,37949,51732,NA,13369,13810,28494,31454,14669,11306,16679,23338,17566,3103,25161,26342,3336,3625,4128
1900-01-01 14:30:06,38.5,19929,37969,51962,NA,13036,13701,28377,31395,14805,11140,16686,23341,17648,3109,25126,26443,3328,3625,4136
1900-01-01 14:40:06,38.6666666666667,20044,38178,51770,NA,13162,13567,28612,31304,14525,11144,16737,23426,17580,3129,25206,26502,3334,3643,4120
1900-01-01 14:50:06,38.8333333333333,19927,37958,51700,NA,13473,13746,28637,31217,14208,11144,16711,23427,17576,3140,25177,26523,3329,3642,4121
1900-01-01 15:00:06,39,19996,37904,51675,NA,13338,13750,28592,31242,14500,11158,16711,23363,17590,3174,25230,26575,3323,3608,4129
1900-01-01 15:10:06,39.1666666666667,19960,37965,51905,NA,13196,13630,28533,31219,14652,11143,16630,23241,17490,3190,25213,26577,3331,3611,4128
1900-01-01 15:20:06,39.3333333333333,19988,37860,52027,NA,12918,13493,28321,31155,14495,11189,16722,23313,17498,3186,25158,26640,3339,3614,4125
1900-01-01 15:30:06,39.5,20062,37811,52292,NA,13197,13714,28340,31113,14135,11183,16633,23357,17494,3217,25199,26794,3329,3617,4135
1900-01-01 15:40:06,39.6666666666667,20000,37758,51771,NA,13163,13567,28406,31072,14385,11121,16621,23259,17515,3241,25224,26709,3306,3614,4123
1900-01-01 15:50:06,39.8333333333333,20011,37904,51801,NA,13038,13613,28268,31005,14529,11097,16631,23261,17429,3246,25207,26648,3313,3604,4111
1900-01-01 16:00:06,40,20037,37804,51952,NA,13240,13520,28256,30890,14540,11065,16660,23253,17559,3252,25194,26596,3326,3609,4127
1900-01-01 16:10:06,40.1666666666667,19996,37827,52127,NA,13220,13584,28149,30942,14157,11002,16662,23117,17485,3268,25218,26570,3306,3601,4125
1900-01-01 16:20:06,40.3333333333333,20053,37655,51884,NA,12909,13603,27993,30960,14146,11133,16616,23206,17535,3312,25222,26585,3339,3602,4125
1900-01-01 16:30:06,40.5,20012,37826,51711,NA,13151,13757,28103,30897,14203,10953,16532,23123,17441,3325,25229,26633,3329,3612,4126
1900-01-01 16:40:06,40.6666666666667,19907,37722,51715,NA,13270,13298,28004,30829,14434,11006,16555,23052,17480,3364,25219,26640,3316,3602,4123
1900-01-01 16:50:06,40.8333333333333,19874,37836,51760,NA,13324,13468,27974,30836,14375,11059,16590,23075,17438,3376,25274,26650,3321,3613,4123
1900-01-01 17:00:06,41,19833,37593,52101,NA,13402,13491,28126,30854,14438,10992,16635,23003,17476,3412,25261,26658,3307,3586,4140
1900-01-01 17:10:06,41.1666666666667,19879,37901,51731,NA,13123,13363,27744,30818,14260,11040,16484,23097,17555,3415,25309,26767,3321,3606,4156
1900-01-01 17:20:06,41.3333333333333,19850,37668,52113,NA,13124,13566,27974,30814,14033,10981,16544,23029,17509,3441,25260,26711,3300,3598,4119
1900-01-01 17:30:06,41.5,19814,37504,51832,NA,13310,13395,27787,30815,14097,10962,16359,23030,17596,3474,25319,26701,3308,3584,4124
1900-01-01 17:40:06,41.6666666666667,19806,37806,52248,NA,13018,13386,27750,30775,14149,11009,16377,22997,17528,3515,25392,26768,3294,3568,4126
1900-01-01 17:50:06,41.8333333333333,19864,37626,52077,NA,13353,13530,27854,30763,14239,10941,16476,22980,17462,3551,25363,26776,3280,3570,4132
1900-01-01 18:00:06,42,19786,37682,52125,NA,13197,13288,27629,30818,14054,10960,16451,22958,17494,3569,25372,26832,3281,3579,4155
1900-01-01 18:10:06,42.1666666666667,19808,37772,51933,NA,13404,13342,27689,30719,14092,10927,16506,23127,17394,3595,25345,26817,3293,3566,4137
1900-01-01 18:20:06,42.3333333333333,19727,37843,52119,NA,13212,13407,27710,30761,14187,10895,16504,22999,17364,3625,25384,26867,3261,3580,4137
1900-01-01 18:30:06,42.5,19716,37736,52081,NA,13479,13241,27680,30728,14165,10934,16465,22860,17338,3666,25361,26850,3285,3578,4132
1900-01-01 18:40:06,42.6666666666667,19750,37679,52187,NA,13592,13283,27656,30751,14319,10861,16481,22869,17341,3697,25357,26952,3269,3581,4134
1900-01-01 18:50:06,42.8333333333333,19792,37597,52048,NA,13379,13304,27732,30749,14259,10976,16390,22885,17327,3753,25479,26899,3281,3557,4123
1900-01-01 19:00:06,43,19738,37548,52222,NA,13543,13277,27719,30707,14145,10854,16412,22910,17345,3779,25586,26981,3252,3585,4111
1900-01-01 19:10:06,43.1666666666667,19742,37599,52336,NA,13362,13271,27726,30684,14052,10899,16397,22856,17387,3821,25548,26953,3287,3541,4105
1900-01-01 19:20:06,43.3333333333333,19744,37494,52122,NA,13399,13213,27601,30707,14008,10849,16472,22819,17430,3885,25535,27064,3281,3548,4115
1900-01-01 19:30:06,43.5,19851,37617,52278,NA,13588,13285,27579,30717,13999,10856,16415,22815,17397,3905,25591,27074,3280,3552,4119
1900-01-01 19:40:06,43.6666666666667,19889,37540,52040,NA,13594,13472,27659,30774,13973,10859,16468,22789,17322,3993,25572,27101,3271,3573,4136
1900-01-01 19:50:06,43.8333333333333,19731,37433,52323,NA,13622,13461,27800,30746,13920,10836,16468,22875,17378,4036,25550,27106,3275,3579,4107
1900-01-01 20:00:06,44,19721,37517,52477,NA,13470,13182,27446,30721,13993,10850,16445,23023,17372,4061,25513,27117,3281,3581,4136
1900-01-01 20:10:06,44.1666666666667,19894,37727,52503,NA,13695,13342,27656,30787,13954,10748,16418,22850,17368,4116,25554,27160,3285,3548,4127
1900-01-01 20:20:06,44.3333333333333,19724,37632,52391,NA,13455,13474,27455,30762,13852,10888,16456,22728,17441,4166,25571,27183,3278,3564,4115
1900-01-01 20:30:06,44.5,19737,37468,52554,NA,13804,13387,27509,30805,13857,10773,16436,22657,17346,4219,25546,27223,3269,3557,4109
1900-01-01 20:40:06,44.6666666666667,19773,37532,52243,NA,13697,13141,27502,30758,13874,10845,16447,22816,17308,4298,25530,27172,3255,3550,4116
1900-01-01 20:50:06,44.8333333333333,19784,37610,52401,NA,14031,13348,27186,30794,13864,10814,16412,22825,17342,4346,25513,27277,3285,3572,4129
1900-01-01 21:00:06,45,19752,37413,52299,NA,13824,13357,27337,30804,13799,10728,16388,22895,17331,4433,25530,27247,3288,3565,4137
1900-01-01 21:10:06,45.1666666666667,19688,37543,52342,NA,14039,13169,27455,30794,13847,10792,16452,22731,17343,4524,25474,27343,3278,3568,4128
1900-01-01 21:20:06,45.3333333333333,19699,37458,52305,NA,13915,13274,27109,30832,13892,10663,16452,22666,17368,4568,25426,27295,3267,3579,4107
1900-01-01 21:30:06,45.5,19739,37215,52416,NA,13764,13210,27373,30893,13799,10803,16511,22809,17329,4639,25472,27354,3266,3550,4124
1900-01-01 21:40:06,45.6666666666667,19805,37645,52297,NA,13775,12914,27161,30870,13851,10778,16470,22806,17383,4748,25492,27426,3267,3555,4125
1900-01-01 21:50:06,45.8333333333333,19815,37576,52350,NA,13907,13272,27142,30897,13742,10685,16445,22845,17277,4826,25495,27374,3288,3565,4126
1900-01-01 22:00:06,46,19654,37502,52298,NA,13829,13214,27179,30961,13799,10802,16456,22705,17408,4977,25522,27451,3274,3567,4114
1900-01-01 22:10:06,46.1666666666667,19758,37508,52413,NA,13792,13129,27231,30924,13768,10744,16515,22657,17370,5075,25506,27474,3270,3575,4116
1900-01-01 22:20:06,46.3333333333333,19727,37439,52621,NA,13989,13219,27293,30952,13674,10709,16493,22404,17336,5197,25479,27450,3285,3571,4101
1900-01-01 22:30:06,46.5,19846,37523,52603,NA,13812,13328,27324,31006,13651,10774,16454,22461,17285,5382,25456,27479,3263,3565,4114
1900-01-01 22:40:06,46.6666666666667,19795,37573,52747,NA,13887,13070,27086,31011,13775,10659,16527,22473,17315,5674,25436,27498,3282,3557,4073
1900-01-01 22:50:06,46.8333333333333,19756,37531,52371,NA,14031,13244,27075,30996,13608,10660,16593,22529,17276,5981,25490,27552,3291,3564,4087
1900-01-01 23:00:06,47,19811,37452,52251,NA,13824,13230,26977,31089,13660,10668,16510,22534,17316,6510,25493,27560,3279,3558,4087
1900-01-01 23:10:06,47.1666666666667,19724,37445,52487,NA,13955,13058,27022,31112,13657,10668,16527,22458,17333,7046,25509,27620,3277,3569,4082
1900-01-01 23:20:06,47.3333333333333,19791,37568,52524,NA,14012,13223,27325,31095,13648,10669,16545,22350,17309,7673,25581,27589,3267,3558,4092
1900-01-01 23:30:06,47.5,19740,37486,52679,NA,13970,13353,27020,31108,13730,10717,16489,22330,17394,8469,25501,27652,3287,3577,4065
1900-01-01 23:40:06,47.6666666666667,19742,37551,52632,NA,13870,13242,26876,31125,13652,10626,16523,22440,17376,9378,25489,27593,3289,3561,4093
1900-01-01 23:50:06,47.8333333333333,19802,37487,52914,NA,13991,13367,26910,31175,13594,10683,16597,22390,17358,10189,25483,27632,3274,3586,4078
1900-01-02 00:00:06,48,19783,37548,52593,NA,13801,13207,26977,31234,13647,10721,16586,22306,17348,11062,25565,27659,3289,3566,4085
1900-01-02 00:10:06,48.1666666666667,19760,37450,52919,NA,13910,13196,26840,31192,13602,10676,16583,22284,17319,12013,25539,27659,3283,3586,4093
1900-01-02 00:20:06,48.3333333333333,19821,37370,52870,NA,13866,13182,26630,31192,13643,10592,16553,22448,17339,12930,25526,27724,3293,3591,4085
1900-01-02 00:30:06,48.5,19783,37563,52395,NA,13807,13259,26876,31201,13600,10665,16575,22594,17311,13813,25516,27663,3281,3586,4089
1900-01-02 00:40:06,48.6666666666667,19784,37569,52399,NA,13863,13115,26727,31249,13581,10648,16517,23138,17309,14628,25541,27709,3294,3570,4096
1900-01-02 00:50:06,48.8333333333333,19820,37774,52780,NA,13862,13350,26699,31172,13507,10557,16639,22860,17408,15584,25525,27723,3295,3585,4107
1900-01-02 01:00:06,49,19800,37666,52620,NA,13738,13075,26797,31199,13614,10672,16609,22980,17436,15990,25599,27721,3302,3582,4096
1900-01-02 01:10:06,49.1666666666667,19861,37700,52829,NA,13997,13270,26838,31158,13559,10633,16493,22910,17349,16760,25565,27788,3299,3586,4120
1900-01-02 01:20:06,49.3333333333333,19778,37502,52575,NA,13946,13194,26576,31234,13635,10649,16618,22587,17337,17285,25574,27766,3275,3567,4118
1900-01-02 01:30:06,49.5,19790,37644,52805,NA,13828,12952,26964,31198,13676,10573,16609,22517,17355,17632,25542,27768,3265,3574,4109
1900-01-02 01:40:06,49.6666666666667,19851,37579,52914,NA,13681,13180,26615,31188,13738,10661,16617,22251,17393,18026,25535,27791,3292,3571,4112
1900-01-02 01:50:06,49.8333333333333,19887,37549,52901,NA,13825,13190,26652,31184,13813,10630,16671,22002,17383,18266,25548,27766,3287,3584,4122
1900-01-02 02:00:06,50,19835,37490,52844,NA,13651,13238,26607,31213,13785,10624,16622,21654,17348,18690,25602,27789,3289,3577,4114
1900-01-02 02:10:06,50.1666666666667,19760,37734,52973,NA,13784,12972,26688,31128,13540,10590,16623,22177,17350,19286,25604,27789,3294,3613,4127
1900-01-02 02:20:06,50.3333333333333,19744,37453,52877,NA,13483,13124,26480,31205,13606,10592,16566,22039,17285,19521,25588,27779,3291,3592,4150
1900-01-02 02:30:06,50.5,19843,37423,52916,NA,13745,13111,26325,31216,13810,10627,16608,22062,17354,19979,25623,27796,3295,3605,4134
1900-01-02 02:40:06,50.6666666666667,19809,37453,52778,NA,13466,13220,26446,31172,13653,10568,16671,22472,17306,20350,25584,27797,3292,3595,4159
1900-01-02 02:50:06,50.8333333333333,19796,37772,52853,NA,13674,13308,26378,31145,13458,10621,16598,22027,17337,20558,25568,27802,3298,3610,4144
1900-01-02 03:00:06,51,19810,37600,52971,NA,13605,13203,26455,31110,13524,10606,16684,21655,17292,20775,25535,27865,3305,3604,4156
1900-01-02 03:10:06,51.1666666666667,19808,37629,52551,NA,13637,13314,26510,31152,13755,10594,16626,22336,17368,20981,25587,27781,3299,3580,4171
1900-01-02 03:20:06,51.3333333333333,19882,37448,53059,NA,13384,13172,26455,31125,13629,10578,16662,22240,17362,21385,25607,27921,3296,3598,4158
1900-01-02 03:30:06,51.5,19839,37543,52875,NA,13600,13022,26456,31139,13468,10514,16641,21859,17294,21527,25545,27840,3297,3610,4168
1900-01-02 03:40:06,51.6666666666667,19826,37631,53002,NA,13660,12997,26413,31082,13718,10594,16627,21766,17343,21813,25602,27823,3299,3595,4180
1900-01-02 03:50:06,51.8333333333333,19760,37593,53056,NA,13268,13053,26089,31050,13675,10594,16605,21612,17377,21690,25605,27861,3301,3594,4142
1900-01-02 04:00:06,52,19827,37552,52996,NA,13593,13068,26378,31053,13648,10520,16627,21906,17303,21806,25557,27877,3289,3584,4159
1900-01-02 04:10:06,52.1666666666667,19912,37636,53056,NA,13464,13054,26001,31030,13420,10544,16727,21971,17358,21829,25524,27850,3321,3592,4180
1900-01-02 04:20:06,52.3333333333333,19876,37637,52873,NA,13572,13097,26251,31034,13718,10506,16691,21985,17342,21792,25551,27865,3297,3608,4168
1900-01-02 04:30:06,52.5,19846,37627,52953,NA,13311,13183,26288,31001,13699,10550,16652,21491,17403,21813,25509,27933,3287,3593,4173
1900-01-02 04:40:06,52.6666666666667,19878,37465,53212,NA,13411,12948,26213,31020,13595,10513,16678,21971,17385,21828,25608,27888,3302,3612,4178
1900-01-02 04:50:06,52.8333333333333,19756,37617,52933,NA,13090,13016,26022,30925,13479,10545,16724,21109,17283,21933,25520,27864,3288,3587,4183
1900-01-02 05:00:06,53,19839,37711,52738,NA,13305,12933,26111,30927,13413,10551,16581,22085,17339,21842,25600,27934,3294,3607,4177
1900-01-02 05:10:06,53.1666666666667,19902,37527,53068,NA,13293,12866,26272,30880,13623,10469,16599,21692,17394,22052,25648,27935,3290,3590,4205
1900-01-02 05:20:06,53.3333333333333,19845,37648,52725,NA,13169,12940,26021,30874,13654,10484,16615,21869,17330,22208,25576,27884,3290,3582,4192
1900-01-02 05:30:06,53.5,19871,37648,53033,NA,13240,13035,25997,30816,13455,10472,16653,21924,17378,22075,25585,27893,3297,3572,4171
1900-01-02 05:40:06,53.6666666666667,19791,37468,52858,NA,13294,13075,25866,30848,13397,10430,16653,21509,17316,22043,25585,27882,3306,3576,4166
1900-01-02 05:50:06,53.8333333333333,19903,37507,52942,NA,13187,12970,25809,30877,13609,10404,16608,21194,17339,22069,25561,27882,3300,3585,4155
1900-01-02 06:00:06,54,19808,37632,53051,NA,13125,13102,25932,30795,13640,10357,16665,21388,17423,22269,25535,27966,3294,3605,4167
1900-01-02 06:10:06,54.1666666666667,19923,37597,52973,NA,13126,12721,25814,30761,13409,10384,16583,21974,17370,22334,25557,27969,3315,3564,4174
1900-01-02 06:20:06,54.3333333333333,19821,37593,52988,NA,13040,12912,25716,30757,13342,10533,16543,21129,17403,22230,25578,27940,3301,3562,4188
1900-01-02 06:30:06,54.5,19757,37699,53046,NA,13312,13001,25709,30738,13570,10508,16646,21586,17403,22394,25573,28013,3304,3571,4170
1900-01-02 06:40:06,54.6666666666667,19798,37714,53056,NA,13145,12777,25760,30769,13301,10429,16656,21363,17475,22453,25576,28015,3317,3576,4180
1900-01-02 06:50:06,54.8333333333333,19836,37608,52998,NA,13194,12734,25536,30673,13642,10478,16613,21185,17400,22367,25555,28005,3316,3603,4207
1900-01-02 07:00:06,55,19796,37577,53073,NA,12975,12859,25654,30707,13660,10426,16644,21697,17366,22324,25547,27941,3306,3572,4196
1900-01-02 07:10:06,55.1666666666667,19880,37688,53083,NA,13079,12811,25661,30730,13334,10386,16647,21368,17418,22433,25499,28014,3298,3587,4209
1900-01-02 07:20:06,55.3333333333333,19923,37635,53071,NA,13082,13059,25936,30747,13567,10424,16557,21390,17454,22527,25578,28072,3320,3589,4200
1900-01-02 07:30:06,55.5,19862,37709,53043,NA,13079,12902,26017,30594,13273,10391,16665,21348,17411,22680,25601,28031,3314,3587,4203
1900-01-02 07:40:06,55.6666666666667,19791,37656,53260,NA,12959,12977,25780,30624,13571,10414,16545,21773,17449,22823,25583,28085,3330,3585,4213
1900-01-02 07:50:06,55.8333333333333,19940,37781,53082,NA,12932,12826,25636,30584,13527,10402,16662,21357,17447,22752,25604,28078,3305,3563,4225
1900-01-02 08:00:06,56,19884,37482,53017,NA,12959,12870,25549,30606,13288,10486,16534,21331,17384,22823,25559,28039,3306,3570,4194
1900-01-02 08:10:06,56.1666666666667,19929,37755,53042,NA,12960,12858,25614,30551,13311,10406,16655,21732,17412,22873,25580,28045,3308,3578,4229
1900-01-02 08:20:06,56.3333333333333,19916,37777,53271,NA,13039,12855,25644,30589,13649,10416,16646,21409,17433,22524,25539,28100,3321,3571,4200
1900-01-02 08:30:06,56.5,19968,37627,53283,NA,13047,12881,25258,30601,13335,10350,16590,21556,17486,22810,25623,28084,3342,3588,4214
1900-01-02 08:40:06,56.6666666666667,19925,37509,53078,NA,13027,12869,25811,30567,13650,10396,16647,21239,17400,22757,25599,28133,3308,3567,4213
1900-01-02 08:50:06,56.8333333333333,19858,37557,53155,NA,12935,12817,25415,30509,13370,10384,16564,21349,17433,22698,25605,28114,3312,3593,4223
1900-01-02 09:00:06,57,19841,37801,53289,NA,12805,12844,25376,30487,13584,10356,16681,21145,17403,22953,25592,28101,3346,3571,4200
1900-01-02 09:10:06,57.1666666666667,19912,37527,53196,NA,12768,12735,25364,30483,13443,10258,16566,20838,17327,23132,25580,28087,3330,3579,4199
1900-01-02 09:20:06,57.3333333333333,19964,37458,53008,NA,12668,12854,25287,30446,13667,10313,16560,21125,17340,22812,25568,28075,3342,3593,4199
1900-01-02 09:30:06,57.5,19822,37615,53071,NA,12598,12745,25641,30369,13359,10283,16613,20991,17363,22940,25626,28132,3350,3571,4241
1900-01-02 09:40:06,57.6666666666667,19942,37581,53155,NA,12626,12800,25431,30330,13666,10318,16649,21444,17472,23038,25599,28127,3333,3597,4228
1900-01-02 09:50:06,57.8333333333333,19907,37604,53155,NA,12820,12753,25599,30378,13403,10265,16583,21239,17448,23051,25615,28125,3335,3590,4208
1900-01-02 10:00:06,58,19894,37562,52962,NA,12826,12819,25309,30325,13642,10344,16651,20654,17487,23081,25586,28104,3311,3576,4211
1900-01-02 10:10:06,58.1666666666667,19960,37532,53008,NA,12642,12551,25598,30308,13467,10243,16531,21312,17369,22880,25516,28065,3314,3592,4210
1900-01-02 10:20:06,58.3333333333333,19875,37634,53197,NA,12752,12626,25433,30278,13632,10315,16611,20910,17442,23199,25567,28116,3329,3602,4224
1900-01-02 10:30:06,58.5,19879,37573,52985,NA,12762,12562,25339,30299,13350,10227,16588,21841,17410,22866,25636,28168,3334,3589,4221
1900-01-02 10:40:06,58.6666666666667,20011,37573,53044,NA,12584,12429,25171,30269,13665,10329,16594,21220,17417,23132,25569,28167,3333,3588,4234
1900-01-02 10:50:06,58.8333333333333,19947,37468,52850,NA,12464,12474,25440,30215,13344,10378,16656,21519,17463,23207,25609,28168,3343,3586,4219
1900-01-02 11:00:06,59,20031,37615,52927,NA,12394,12432,25450,30184,13708,10425,16602,20667,17402,23216,25590,28141,3341,3593,4222
1900-01-02 11:10:06,59.1666666666667,19927,37540,53042,NA,12545,12436,25080,30180,13311,10367,16699,21008,17424,23279,25595,28141,3343,3599,4216
1900-01-02 11:20:06,59.3333333333333,19916,37659,53120,NA,12694,12449,25078,30130,13556,10359,16578,21156,17421,23396,25540,28176,3365,3574,4224
1900-01-02 11:30:06,59.5,19928,37689,53320,NA,12715,12528,24782,30089,13574,10353,16607,21548,17419,23366,25587,28192,3350,3582,4212
1900-01-02 11:40:06,59.6666666666667,19913,37707,53036,NA,12547,12522,24807,30075,13303,10362,16642,20563,17470,23548,25603,28100,3351,3587,4236
1900-01-02 11:50:06,59.8333333333333,20004,37437,53067,NA,12479,12582,24897,30028,13530,10305,16627,21550,17463,23352,25590,28146,3350,3592,4247
1900-01-02 12:00:06,60,19883,37653,53127,NA,12537,12513,24953,29947,13415,10309,16565,21018,17426,23206,25594,28153,3316,3597,4231
1900-01-02 12:10:06,60.1666666666667,19910,37594,53297,NA,12623,12520,25062,29943,13280,10246,16633,20551,17483,23234,25626,28160,3325,3588,4216
1900-01-02 12:20:06,60.3333333333333,19803,37630,52979,NA,12539,12548,24779,29934,13588,10297,16633,21204,17487,23353,25601,28206,3333,3582,4233
1900-01-02 12:30:06,60.5,20003,37727,52965,NA,12475,12577,24855,29876,13287,10268,16668,20729,17411,23366,25550,28184,3336,3589,4241
1900-01-02 12:40:06,60.6666666666667,19904,37723,52963,NA,12485,12562,24820,29826,13489,10229,16724,21091,17457,23343,25618,28191,3316,3611,4234
1900-01-02 12:50:06,60.8333333333333,19924,37432,53298,NA,12530,12516,24831,29804,13539,10237,16641,20975,17414,23547,25490,28182,3319,3615,4217
1900-01-02 13:00:06,61,19944,37557,52987,NA,12389,12615,24940,29770,13237,10300,16710,21504,17465,23508,25631,28171,3329,3587,4224
1900-01-02 13:10:06,61.1666666666667,19873,37669,53045,NA,12391,12594,24762,29715,13587,10227,16607,20895,17515,23479,25581,28230,3339,3601,4214
1900-01-02 13:20:06,61.3333333333333,19909,37471,53142,NA,12332,12469,24843,29670,13373,10314,16693,20976,17429,23555,25611,28183,3319,3624,4196
1900-01-02 13:30:06,61.5,19988,37663,53127,NA,12374,12461,24623,29627,13364,10285,16709,21025,17543,23439,25548,28158,3339,3598,4177
1900-01-02 13:40:06,61.6666666666667,19901,37578,52973,NA,12254,12244,24688,29623,13523,10254,16681,20617,17538,23438,25575,28201,3350,3592,4202
1900-01-02 13:50:06,61.8333333333333,19975,37477,52963,NA,12323,12280,24683,29553,13499,10245,16655,20723,17401,23621,25576,28255,3320,3592,4194
1900-01-02 14:00:06,62,19992,37579,52983,NA,12317,12227,24422,29515,13234,10238,16690,20799,17458,23669,25460,28244,3328,3599,4193
1900-01-02 14:10:06,62.1666666666667,19900,37405,53065,NA,12330,12258,24377,29523,13473,10146,16699,21083,17452,23698,25556,28208,3339,3594,4204
