"Time","hours","1 aSf 10 PrLDm","1 aSf 15 PrLDm","1 aSf 20 PrLDm","1 aSf 30 PrLDm","2 aSf 10 PrLDm","2 aSf 15 PrLDm","2 aSf 20 PrLDm","2 aSf 30 PrLDm","4 aSf 10 PrLDm","4 aSf 15 PrLDm","4 aSf 20 PrLDm","4 aSf 30 PrLDm","0 aSf 10 PrLDm","0 aSf 15 PrLDm","0 aSf 20 PrLDm","0 aSf 30 PrLDm","1 aSf 0 PrLDm","2 aSf 0 PrLDm","4 aSf 0 PrLDm"
"0.25701388888888888",6.16666666666667,"6925","17068","11092","12752","6981","6666","12130","9235","3574","8024","5128","6714","3598","7604","6200","8557","3546","3744","3955"
"0.26395833333333335",6.33333333333333,"7467","17750","11919","14267","7337","7175","12885","10071","3708","8011","5538","7254","3819","8054","6685","9561","3557","3754","3943"
"0.27090277777777777",6.5,"7910","18584","13203","15410","7725","7735","12735","10449","3782","8255","5982","7318","4000","8490","7181","10732","3542","3747","3935"
"0.27784722222222219",6.66666666666667,"8481","18622","14130","16725","8032","8279","13686","10545","3886","8102","6465","8198","4287","9204","7790","12424","3528","3720","3929"
"0.28479166666666667",6.83333333333333,"8942","19606","15151","18281","8381","8768","13215","10787","4051","8478","6907","8189","4594","10190","8448","13742","3532","3735","3906"
"0.29173611111111114",7,"9397","20145","16328","19271","8777","9285","13573","11614","4200","9047","7388","9012","4942","10903","9125","15344","3501","3714","3920"
"0.29868055555555556",7.16666666666667,"9844","18806","16818","20180","9163","9728","13459","11835","4375","8875","7834","9753","5372","11839","9899","16818","3525","3703","3882"
"0.30562499999999998",7.33333333333333,"10238","19083","17851","21651","9393","10177","14032","12503","4554","8748","8162","9915","5916","12500","10661","18289","3515","3706","3869"
"0.31256944444444446",7.5,"10717","19429","18738","22984","9613","10575","13807","12072","4742","9287","8632","10496","6399","13895","11428","19846","3534","3690","3880"
"0.31951388888888888",7.66666666666667,"10995","19847","19248","23444","10082","10954","14140","12944","4963","9209","9006","11233","6907","14177","12153","21713","3536","3693","3865"
"0.32645833333333335",7.83333333333333,"11414","20497","20470","24555","10402","11289","13869","13143","5136","9021","9356","12274","7581","15551","13019","22736","3530","3747","3868"
"0.33340277777777777",8,"11711","20733","21409","24758","10591","11547","13967","12648","5348","8833","9723","13371","8091","15422","13823","24135","3511","3742","3872"
"0.34034722222222219",8.16666666666667,"12090","21144","21484","26024","10778","11802","14338","12665","5549","9203","9970","13565","8641","16490","14509","24923","3518","3724","3877"
"0.34729166666666672",8.33333333333333,"12373","21624","21779","25961","10879","12008","14198","13381","5738","8980","10278","14986","9261","17311","15408","26152","3508","3724","3854"
"0.35423611111111114",8.5,"12650","20689","22198","26647","11167","12234","14038","12876","5875","9089","10427","15018","9840","17899","16081","27125","3509","3717","3844"
"0.36118055555555556",8.66666666666667,"12817","20854","22831","27761","11350","12419","14348","13514","6031","9065","10615","15742","10428","17973","16673","27691","3507","3703","3835"
"0.36812500000000004",8.83333333333333,"12993","20725","23119","28417","11585","12445","13707","13481","6202","9275","10783","16453","10796","19117","17441","28457","3511","3708","3813"
"0.37506944444444446",9,"13283","19973","23354","27939","11601","12614","14022","13152","6358","8928","10875","17004","11355","19627","18216","29575","3540","3677","3830"
"0.38201388888888888",9.16666666666667,"13288","21418","23754","28841","11746","12712","13968","13639","6466","9038","11055","18375","11823","19208","18898","30136","3509","3686","3839"
"0.38895833333333335",9.33333333333333,"13523","21106","23924","28458","11736","12741","13626","13241","6579","9007","11148","18991","12340","19984","19478","30863","3512","3664","3824"
"0.39590277777777777",9.5,"13704","20442","24223","29439","11908","12840","14000","13500","6644","9173","11188","18428","12773","20294","19854","31415","3529","3686","3820"
"0.40284722222222219",9.66666666666667,"13698","21705","24489","29303","11888","12864","13735","13357","6751","9114","11270","19124","13068","20623","20404","32460","3515","3689","3819"
"0.40979166666666672",9.83333333333333,"13972","21754","24415","29407","11968","12928","13754","13663","6836","9199","11317","19632","13346","21472","20864","31733","3502","3656","3800"
"0.41673611111111114",10,"14018","21795","24740","29114","12113","12829","13689","13308","6924","8835","11394","19601","13718","21331","21383","32117","3518","3661","3787"
"0.42368055555555556",10.1666666666667,"14126","21913","24957","29739","12204","12797","13752","13785","6997","9322","11423","20964","14041","21039","21618","32790","3501","3652","3825"
"0.43062500000000004",10.3333333333333,"14250","20694","25301","29443","12427","12853","13549","13694","6983","9252","11427","21582","14427","20419","22065","31953","3506","3650","3797"
"0.43756944444444446",10.5,"14352","20702","25630","29795","12559","12783","13782","13528","7049","9034","11482","20307","14554","20814","22468","32804","3497","3639","3820"
"0.44451388888888888",10.6666666666667,"14391","20852","25601","29964","12408","12842","13692","13200","7109","9330","11521","20097","14697","21367","22817","32252","3505","3660","3803"
"0.45145833333333335",10.8333333333333,"14387","20575","25480","29863","12284","12809","13596","13339","7103","8996","11536","20888","14901","21001","23109","32589","3505","3638","3779"
"0.45840277777777777",11,"14521","22252","25650","29265","12546","12812","13574","13371","7119","9255","11548","21492","15072","21930","23385","32692","3506","3641","3793"
"0.46534722222222219",11.1666666666667,"14307","21662","25550","29289","12430","12833","13514","13400","7170","8944","11567","20434","15180","21271","23521","33515","3503","3635","3806"
"0.47229166666666672",11.3333333333333,"14344","20908","25966","30315","12333","12733","13362","13428","7137","8912","11590","20321","15338","22436","23863","33299","3495","3629","3793"
"0.47923611111111114",11.5,"14484","21950","25987","29516","12588","12722","13377","13544","7153","8860","11616","20209","15558","22182","24045","33452","3513","3654","3778"
"0.48618055555555556",11.6666666666667,"14511","21157","25789","29607","12439","12702","13878","13659","7157","9078","11605","20722","15688","21951","24173","33240","3485","3614","3787"
"0.49312500000000004",11.8333333333333,"14468","20807","26213","30367","12369","12720","13680","13678","7193","8870","11616","20294","15847","22711","24371","33620","3495","3624","3796"
"0.50006944444444446",12,"14476","20732","26272","29784","12501","12684","13686","13656","7191","8997","11665","20070","15725","21701","24514","33839","3500","3637","3793"
"0.50701388888888888",12.1666666666667,"14575","22294","26238","30253","12357","12661","13636","13568","7195","8891","11587","20132","15723","22810","24775","33877","3495","3609","3796"
"0.51395833333333341",12.3333333333333,"14602","21205","26617","30138","12706","12634","13345","13669","7210","9238","11596","20655","15659","21782","24831","33437","3496","3623","3780"
"0.52090277777777783",12.5,"14587","21534","26413","30144","12316","12541","13726","13418","7215","9069","11673","21064","16005","22271","24773","34216","3485","3640","3798"
"0.52784722222222225",12.6666666666667,"14609","21052","26800","30148","12553","12566","13729","13076","7225","8973","11646","20336","15936","23140","24989","33956","3457","3619","3777"
"0.53479166666666667",12.8333333333333,"14594","20816","26673","30435","12484","12460","13538","13533","7230","8747","11618","20995","15907","21824","25191","34219","3501","3615","3785"
"0.54173611111111108",13,"14752","21312","26582","30819","12516","12493","13563","13483","7233","9120","11662","21043","15816","22609","25153","33549","3475","3617","3787"
"0.5486805555555555",13.1666666666667,"14739","21720","27084","30300","12547","12443","13736","13259","7211","9166","11633","20247","16095","21684","25331","33950","3453","3630","3802"
"0.55562500000000004",13.3333333333333,"14780","21691","26937","30734","12406","12472","13665","13567","7257","9169","11586","21152","16116","22227","25482","33630","3450","3611","3803"
"0.56256944444444446",13.5,"14745","21314","26302","30534","12358","12377","13570","13430","7269","9094","11651","20073","16251","22492","25527","33411","3474","3595","3774"
"0.56951388888888888",13.6666666666667,"14734","21333","26680","30435","12360","12403","13207","13045","7294","8966","11639","21479","16300","22579","25518","33687","3446","3610","3776"
"0.57645833333333341",13.8333333333333,"14697","22432","27212","30640","12680","12370","13160","13073","7292","9012","11622","20095","16355","22421","25690","33828","3473","3603","3798"
"0.58340277777777783",14,"14805","22376","27124","31310","12360","12394","13135","12932","7306","9216","11589","20558","16463","23276","25444","33996","3438","3596","3790"
"0.59034722222222225",14.1666666666667,"14717","21155","26980","30712","12451","12287","13452","13537","7274","8856","11621","20436","16580","22197","25737","33675","3477","3597","3801"
"0.59729166666666667",14.3333333333333,"14814","22372","26993","31561","12534","12220","13428","13326","7310","8919","11610","19908","16617","23262","25681","34021","3464","3599","3795"
"0.60423611111111108",14.5,"14879","21057","26830","30524","12357","12213","13079","13392","7251","8859","11592","21500","16571","22214","25733","34272","3454","3597","3797"
"0.6111805555555555",14.6666666666667,"14820","21790","27021","30992","12651","12257","13278","13320","7293","8878","11614","19985","16676","22712","26349","33405","3486","3585","3763"
"0.61812500000000004",14.8333333333333,"14817","22390","26838","30406","12606","12236","13600","13415","7308","9380","11592","21031","16923","22746","26306","34103","3465","3583","3804"
"0.62506944444444446",15,"14886","21611","26685","30622","12458","12202","13463","13253","7300","9370","11588","20553","16686","22102","26206","34127","3474","3590","3782"
"0.63201388888888888",15.1666666666667,"14832","21667","26986","30941","12738","12214","13090","13396","7256","9095","11638","20365","16629","22870","26298","33543","3475","3603","3795"
"0.63895833333333341",15.3333333333333,"14830","22069","27309","31000","12327","12154","13158","13169","7323","8952","11574","19868","16702","22996","26423","33871","3464","3580","3776"
"0.64590277777777783",15.5,"14733","22451","26862","30916","12538","12101","13321","13216","7248","9134","11640","20146","16847","22803","26281","33852","3469","3582","3782"
"0.65284722222222225",15.6666666666667,"14877","21450","27268","31188","12620","12163","13150","13394","7243","9238","11578","20043","16960","22537","26539","33783","3468","3590","3771"
"0.65979166666666667",15.8333333333333,"14742","21563","27250","31572","12382","12082","13071","13579","7273","9298","11590","21407","16806","22954","26646","34247","3462","3588","3769"
"0.66673611111111108",16,"14651","21990","27251","31273","12500","12051","13004","13535","7272","9338","11603","21820","16948","22844","26464","33917","3462","3580","3798"
"0.6736805555555555",16.1666666666667,"14834","21566","27530","31212","12605","12052","13392","13437","7236","8990","11616","22232","16751","23048","26589","33626","3444","3570","3788"
"0.68062500000000004",16.3333333333333,"14901","21842","26922","31554","12492","12157","13335","13386","7275","9089","11537","20702","16942","22440","26588","34038","3455","3584","3770"
"0.68756944444444434",16.5,"14886","22683","27431","31517","12431","12073","13310","13272","7274","9117","11545","20395","17040","23224","26673","34551","3467","3563","3785"
"0.69451388888888888",16.6666666666667,"14863","22113","27433","30913","12729","12105","13077","13341","7253","8862","11575","20453","16645","23192","26649","34114","3475","3564","3782"
"0.70145833333333341",16.8333333333333,"14869","21446","27102","31491","12479","12011","13127","13069","7257","8992","11590","21837","16626","23167","26761","34642","3434","3563","3768"
"0.70840277777777771",17,"14891","21760","26849","30986","12672","12062","13250","13424","7270","8855","11554","21708","17065","22637","26877","34198","3468","3567","3770"
"0.71534722222222225",17.1666666666667,"14744","22752","27543","31406","12651","12107","13348","13272","7289","9090","11561","21095","16704","23309","26836","34518","3462","3565","3768"
"0.72229166666666667",17.3333333333333,"14821","21469","27690","31788","12539","12076","13259","13512","7273","9147","11553","20427","16877","22789","26920","34870","3453","3547","3768"
"0.72923611111111108",17.5,"14873","22404","27375","31327","12470","12084","12961","13174","7255","9099","11580","20869","16942","23513","26938","34684","3454","3554","3758"
"0.7361805555555555",17.6666666666667,"14910","22071","27161","31515","12642","12066","12982","13126","7241","8828","11527","21306","16880","23076","26959","34610","3443","3548","3755"
"0.74312500000000004",17.8333333333333,"14909","21854","27203","31434","12856","12039","13097","13252","7247","9051","11523","22072","16945","23485","27116","34705","3478","3555","3750"
"0.75006944444444434",18,"14909","22502","27093","31918","12548","12147","13126","13306","7289","9143","11547","22226","16910","23039","26969","34763","3435","3548","3764"
"0.75701388888888888",18.1666666666667,"14926","22027","27810","31971","12722","12163","13093","13414","7284","8993","11559","22504","16942","22825","27109","35400","3456","3541","3733"
"0.76395833333333341",18.3333333333333,"14800","21777","27509","31277","12983","12160","12963","13428","7258","9066","11509","22396","17039","23318","27296","35213","3422","3543","3763"
"0.77090277777777771",18.5,"14996","23466","27273","31484","12542","12123","13062","13351","7261","9008","11485","22622","17068","23052","27034","35091","3419","3537","3755"
"0.77784722222222225",18.6666666666667,"14976","22224","27010","31412","12822","12174","13256","13521","7237","8764","11510","22602","16949","23929","26508","34443","3441","3544","3758"
"0.78479166666666667",18.8333333333333,"15048","22108","27202","31767","12871","12179","13294","13495","7200","8774","11474","22824","17054","23279","27480","34967","3441","3553","3751"
"0.79173611111111108",19,"15028","22105","27609","32364","12648","12213","13346","13473","7203","8795","11437","21013","17045","22585","27187","35130","3442","3555","3760"
"0.7986805555555555",19.1666666666667,"15060","21737","27561","31667","12936","12199","13036","13124","7227","9004","11506","21284","16996","23566","26759","34976","3427","3556","3743"
"0.80562500000000004",19.3333333333333,"14975","23471","27772","32231","12879","12269","13494","13183","7250","8801","11514","21693","17033","22605","27373","35272","3432","3544","3754"
"0.81256944444444434",19.5,"15037","22882","27424","32340","13042","12261","13204","13282","7242","9087","11501","22325","17139","23690","26952","35324","3444","3537","3749"
"0.81951388888888888",19.6666666666667,"15120","22646","27321","32329","12781","12265","13408","13302","7230","9046","11506","22308","17225","22669","27011","34906","3441","3522","3730"
"0.82645833333333341",19.8333333333333,"14976","22576","27701","32025","12828","12184","13277","13036","7229","8709","11501","22269","17084","23590","26993","35386","3428","3508","3757"
"0.83340277777777771",20,"14969","22055","28167","32027","12990","12239","13315","13124","7285","9091","11487","22434","17216","22423","27524","36081","3443","3509","3762"
"0.84034722222222225",20.1666666666667,"14935","21861","28176","31741","13044","12281","13379","13125","7252","8771","11517","21975","17125","23451","26961","35768","3430","3515","3733"
"0.84729166666666667",20.3333333333333,"15018","21988","27675","31998","13178","12308","13096","13378","7249","9162","11506","22150","17017","23145","27535","35897","3428","3531","3750"
"0.85423611111111108",20.5,"14970","21947","28370","31663","13213","12278","12963","13458","7259","9142","11482","22362","17005","22988","27021","35983","3446","3507","3736"
"0.8611805555555555",20.6666666666667,"14940","22091","27400","31662","12835","12271","13288","13457","7271","8817","11471","22706","17207","23370","26621","35206","3408","3512","3725"
"0.86812500000000004",20.8333333333333,"15001","22167","27657","31555","13119","12311","13221","13416","7271","9023","11479","22776","17125","23838","26852","35646","3413","3505","3748"
"0.87506944444444434",21,"14917","22466","27804","32923","13109","12322","13173","13194","7236","9135","11447","22560","17117","23136","27713","35762","3418","3499","3750"
"0.88201388888888888",21.1666666666667,"14987","22472","28453","32331","13123","12353","13371","13304","7268","8839","11474","23506","17285","23412","27612","35476","3432","3495","3745"
"0.88895833333333341",21.3333333333333,"14981","22722","27814","32001","13195","12323","13337","13426","7260","8767","11490","22705","17268","23500","27616","36200","3414","3505","3730"
"0.89590277777777771",21.5,"14977","22240","27862","32170","13400","12356","13345","13461","7255","9122","11491","22575","17244","23340","27186","35844","3414","3480","3731"
"0.90284722222222225",21.6666666666667,"15127","22503","27723","32369","13015","12307","13483","12998","7227","8918","11481","22799","17188","22943","27877","36273","3406","3493","3733"
"0.90979166666666667",21.8333333333333,"14984","23153","28520","32529","13295","12378","13286","13354","7207","9159","11504","22619","17289","23302","26984","35648","3413","3495","3739"
"0.91673611111111108",22,"15038","22012","27755","32068","13373","12376","13240","13314","7211","9036","11492","21523","17164","23826","27121","36514","3432","3479","3740"
"0.9236805555555555",22.1666666666667,"15081","22238","28507","31884","13109","12414","13336","13073","7228","8809","11441","21569","17331","23459","27270","36437","3399","3467","3726"
"0.93062500000000004",22.3333333333333,"15088","22541","27920","32654","13386","12425","13158","13386","7258","9003","11420","21532","17405","23935","27339","36414","3410","3478","3747"
"0.93756944444444434",22.5,"15044","23287","27971","32859","13284","12485","13320","13074","7264","9161","11454","21332","17225","23823","27521","36281","3406","3485","3750"
"0.94451388888888888",22.6666666666667,"15127","22551","28056","32542","13255","12417","13264","13403","7217","9120","11439","21538","17319","23631","27430","36666","3403","3468","3730"
"0.95145833333333341",22.8333333333333,"15096","22181","27635","32452","13286","12411","13281","13085","7259","8721","11391","21478","17330","22843","27636","35840","3423","3472","3727"
"0.95840277777777771",23,"15152","22296","28222","32561","13457","12482","13046","13308","7259","9184","11391","21496","17579","23847","27432","36616","3417","3474","3726"
"0.96534722222222225",23.1666666666667,"15091","22572","27873","32925","13474","12577","13167","13143","7268","9203","11441","21500","17398","22812","27685","36253","3415","3468","3741"
"0.97229166666666667",23.3333333333333,"15125","22776","28769","32893","13559","12580","13301","13337","7231","8930","11440","21596","17485","23849","27637","36645","3394","3479","3738"
"0.97923611111111108",23.5,"15130","22094","28493","32199","13222","12584","13373","13092","7220","9110","11442","21509","17533","23365","27653","35977","3400","3473","3747"
"0.9861805555555555",23.6666666666667,"15082","22116","28577","33060","13380","12587","13079","13348","7258","9095","11413","21613","17517","23522","27715","36726","3417","3470","3766"
"0.99312500000000004",23.8333333333333,"15223","22249","28481","33001","13412","12605","13321","13087","7212","8960","11418","21590","17602","23034","27840","36741","3384","3474","3753"
"1.0000694444444445",24,"15261","22747","28647","32538","13580","12592","13262","13341","7272","8929","11401","21656","17537","23841","27666","36966","3389","3474","3744"
"1.0070138888888889",24.1666666666667,"15229","22933","28544","32725","13451","12633","13174","13063","7276","8766","11370","21642","17657","23122","27770","36223","3398","3469","3759"
"1.0139583333333333",24.3333333333333,"15141","22696","28807","32913","13366","12673","13154","13146","7247","8795","11472","21730","17814","23839","27547","36726","3390","3480","3749"
"1.0209027777777777",24.5,"15095","22150","27958","32998","13391","12682","13302","13150","7238","8780","11399","21639","17608","24512","27580","36908","3382","3454","3727"
"1.0278472222222221",24.6666666666667,"15246","22432","28206","32961","13554","12739","13103","13318","7243","8959","11412","21810","17775","23124","27645","37308","3412","3458","3745"
"1.0347916666666668",24.8333333333333,"15245","23396","28122","33220","13542","12665","13249","13078","7219","8998","11395","21746","17728","24282","27622","36915","3395","3478","3740"
"1.041736111111111",25,"15183","23051","27967","33341","13512","12749","13527","13395","7222","8797","11369","21893","17974","23197","27585","37356","3368","3481","3743"
"1.0486805555555556",25.1666666666667,"15288","22535","28040","33272","13575","12737","13375","13329","7227","8829","11414","22893","17884","24259","27758","37030","3384","3458","3728"
"1.055625",25.3333333333333,"15255","22164","27997","33285","13560","12722","13479","13052","7210","9078","11363","23584","18059","23051","27903","37473","3399","3454","3726"
"1.0625694444444445",25.5,"15213","22243","28027","33286","13560","12803","13372","13326","7221","8715","11340","23736","17868","23915","27853","36560","3375","3463","3737"
"1.0695138888888889",25.6666666666667,"15299","22831","28018","33577","13464","12834","13250","13373","7230","8946","11366","23925","17721","23101","27917","37332","3396","3467","3731"
"1.0764583333333333",25.8333333333333,"15294","22456","28833","33727","13554","12885","13444","13077","7223","8640","11357","23718","17792","24471","27775","37254","3413","3477","3724"
"1.0834027777777777",26,"15298","23604","28686","33266","13638","12737","13745","13411","7244","8711","11351","23695","17684","23282","27993","37161","3409","3451","3755"
"1.0903472222222221",26.1666666666667,"15324","23492","28363","33591","13574","12807","13439","13326","7258","8891","11414","23646","17532","24306","27845","37574","3388","3452","3738"
"1.0972916666666668",26.3333333333333,"15345","22431","28099","33221","13599","12883","13370","13268","7250","8789","11335","24015","17754","24146","27878","37197","3404","3480","3735"
"1.104236111111111",26.5,"15348","22509","28330","33804","13617","12877","13386","13395","7247","8659","11374","24021","18025","23400","28000","37672","3394","3463","3756"
"1.1111805555555556",26.6666666666667,"15308","23057","28267","33794","13535","12921","13161","13448","7304","8681","11379","22181","17958","23156","27838","37274","3399","3475","3744"
"1.118125",26.8333333333333,"15306","22988","28197","33702","13518","12959","13189","13012","7262","8692","11412","22494","17839","23414","28026","37359","3398","3471","3741"
"1.1250694444444445",27,"15341","22116","28279","33670","13684","12972","13123","13468","7262","8853","11334","23875","17784","23003","27960","37941","3405","3495","3736"
"1.1320138888888889",27.1666666666667,"15331","22520","28452","33710","13604","13022","13216","13053","7328","8645","11362","23050","18021","23521","27969","37630","3393","3476","3730"
"1.1389583333333333",27.3333333333333,"15275","22738","28305","33794","13709","12998","13232","13491","7282","8915","11408","22439","17964","23152","28037","37781","3408","3488","3733"
"1.1459027777777777",27.5,"15410","23561","28897","33514","13732","13022","13362","13076","7272","8861","11371","22129","17967","23136","28045","37748","3414","3488","3747"
"1.1528472222222221",27.6666666666667,"15390","22588","28376","33122","13721","13093","13179","13414","7271","9027","11392","23248","17809","23536","28256","38177","3406","3487","3736"
"1.1597916666666668",27.8333333333333,"15346","22392","28358","33920","13766","13096","13394","13049","7272","8930","11376","24376","17690","23633","28167","37658","3400","3498","3727"
"1.166736111111111",28,"15444","22820","28225","33821","13787","13075","13231","13387","7269","8585","11342","22281","17825","23368","28151","37864","3401","3501","3719"
"1.1736805555555556",28.1666666666667,"15330","22960","28756","33853","13721","13150","13192","13191","7271","8845","11357","23832","17940","23672","27456","37804","3414","3504","3748"
"1.180625",28.3333333333333,"15443","23006","28116","33281","13664","13188","13318","13429","7237","8865","11348","22817","18020","23415","27774","37932","3403","3507","3747"
"1.1875694444444445",28.5,"15359","22453","28469","33082","13658","13155","13830","13187","7233","8666","11347","22284","17871","23812","27551","37634","3403","3497","3746"
"1.1945138888888889",28.6666666666667,"15391","23917","28497","33228","13734","13152","13360","13405","7276","8733","11304","21696","18210","23591","27479","37745","3400","3482","3750"
"1.2014583333333333",28.8333333333333,"15350","22482","28389","33216","13610","13188","13475","13141","7239","8822","11344","21591","18096","23425","27513","37645","3421","3495","3767"
"1.2084027777777777",29,"15410","22578","28288","33623","13686","13243","13782","13462","7274","8885","11347","21593","17774","23859","27613","38065","3393","3498","3730"
"1.2153472222222221",29.1666666666667,"15434","23732","28454","33765","13746","13272","13391","13149","7206","8600","11331","21582","18172","23657","27698","38323","3409","3487","3729"
"1.2222916666666668",29.3333333333333,"15373","22471","28517","33957","13727","13238","13570","13497","7248","8627","11278","21753","18189","24475","27639","37917","3388","3495","3729"
"1.229236111111111",29.5,"15411","22913","28504","33587","13766","13275","13675","13101","7219","8730","11287","21586","17806","23646","27646","37716","3394","3483","3749"
