"Time","hours","4 aSf 5 PrLDm","4 aSf 10 PrLDm","4 aSf 15 PrLDm","4 aSf 20 PrLDm","4 aSf 25 PrLDm","4 aSf 30 PrLDm","0 aSf 5 PrLDm","0 aSf 10 PrLDm","0 aSf 15 PrLDm","0 aSf 20 PrLDm","0 aSf 25 PrLDm","0 aSf 30 PrLDm","0.1 aSf 5 PrLDm","0.1 aSf 10 PrLDm","0.1 aSf 15 PrLDm","0.1 aSf 20 PrLDm","0.1 aSf 25 PrLDm","0.1 aSf 30 PrLDm","0.5 aSf 5 PrLDm","0.5 aSf 10 PrLDm","0.5 aSf 15 PrLDm","0.5 aSf 20 PrLDm","0.5 aSf 25 PrLDm","0.5 aSf 30 PrLDm","1 aSf 5 PrLDm","1 aSf 10 PrLDm","1 aSf 15 PrLDm","1 aSf 20 PrLDm","1 aSf 25 PrLDm","1 aSf 30 PrLDm","2 aSf 5 PrLDm","2 aSf 10 PrLDm","2 aSf 15 PrLDm","2 aSf 20 PrLDm","2 aSf 25 PrLDm","2 aSf 30 PrLDm","0.1 aSf 0 PrLDm","0.5 aSf 0 PrLDm","1 aSf 0 PrLDm","2 aSf 0 PrLDm","4 aSf 0 PrLDm"
1900-01-01 20:00:03,44,3166,2869,6767,12799,13632,14820,206,328,2422,4846,8143,5430,896,1304,2610,4297,13518,14335,898,1098,4406,5795,21274,10075,1837,3119,5206,11497,8294,10377,57,3169,5225,8708,10570,19761,103,223,178,1170,1680
1900-01-01 20:20:03,44.3333333333333,3194,2513,7940,12613,12714,13142,221,388,2648,3796,6325,5389,673,1320,2314,4533,12457,17364,904,1254,3942,6297,26382,10504,1317,3015,5023,10293,9486,11716,58,3109,5396,7290,10279,14371,98,228,185,738,2124
1900-01-01 20:40:03,44.6666666666667,3625,3539,6943,15063,12708,16529,176,307,2608,4723,7407,5457,1027,1068,2604,6520,14725,14441,963,1074,4183,6992,20381,10247,1379,3062,4905,11013,8664,9902,57,3467,5273,6870,11671,14479,106,211,182,478,1710
1900-01-01 21:00:03,45,3282,2825,7970,13838,14312,16675,213,562,3664,4751,9695,5406,867,1255,2139,5189,13165,19282,973,1295,3650,5721,25089,9726,1278,2912,5690,11055,8340,11126,61,3851,5843,7347,9072,16117,97,265,168,591,1720
1900-01-01 21:20:03,45.3333333333333,4436,3522,8808,13170,12864,17067,211,641,2614,4520,6987,5445,844,1420,2538,5258,14743,15492,950,1119,4234,6245,25129,9391,1589,2811,4818,10023,8098,11200,56,3284,5125,7190,8835,12954,101,329,199,549,1643
1900-01-01 21:40:03,45.6666666666667,3755,3283,6733,13558,13363,16286,191,853,2799,5474,7987,5449,982,1106,2566,4574,12518,17295,946,1288,4070,6135,22696,9407,1491,2741,5628,10568,7922,11742,63,3314,4995,8389,10019,16588,105,221,255,511,1528
1900-01-01 22:00:03,46,4293,3434,7783,15151,14784,15957,299,846,3395,4751,6240,5477,806,1059,2264,5561,13443,16127,1077,1260,3811,6237,28065,9503,1365,2807,4691,11378,8017,11337,64,3643,5376,7039,13053,15134,102,213,176,782,1901
1900-01-01 22:20:03,46.3333333333333,4280,4064,6834,14297,13060,17535,342,982,2622,5518,6981,5486,1036,1233,2427,5910,11231,10262,986,1384,3923,5848,24359,9251,1306,2737,4596,10788,8103,12025,61,3160,5297,9288,9461,15079,101,288,219,665,1952
1900-01-01 22:40:03,46.6666666666667,4973,5079,6852,15115,14035,17407,238,1234,2952,5090,6020,5475,881,1282,2642,4244,14693,17618,1085,1312,3866,5959,24626,9129,1345,2600,4720,11673,8376,10915,64,3569,5185,8001,10247,14035,96,292,167,556,2097
1900-01-01 23:00:03,47,3911,3936,6326,13137,13141,18942,274,1223,2926,4129,7455,5518,960,1346,2406,5521,13170,17280,1055,1330,4136,5896,22691,9484,1624,3079,5528,11773,9155,11296,60,3331,5232,8803,9768,13995,97,300,203,568,2189
1900-01-01 23:20:03,47.3333333333333,3791,3845,6892,13598,15427,16036,239,1313,3174,4493,6804,5525,944,1192,2504,3952,11995,16016,1106,1226,4317,5596,29438,10137,1338,2324,5180,10537,9215,11236,63,3821,5171,9452,10806,13229,104,304,183,725,1241
1900-01-01 23:40:03,47.6666666666667,4859,3313,6050,13190,13230,15404,232,1413,3120,4492,5812,5582,994,1247,2371,4398,12063,15971,1115,1257,4251,6533,25062,10577,1246,3113,4804,11609,8468,8850,59,3312,5241,8538,10958,12697,96,303,162,395,1125
1900-01-02 00:00:03,48,3759,4098,7490,13308,15775,14621,237,1366,2526,3833,8257,5544,917,1189,2407,5011,14395,11343,1151,1168,3884,5976,24545,10559,1579,2981,5140,10503,7936,8844,58,3299,6152,9870,11848,20163,102,340,162,618,1436
1900-01-02 00:20:03,48.3333333333333,3679,3253,7445,13128,13631,16178,266,1694,2621,4839,7604,5585,866,1245,2422,4812,13497,16032,1088,1116,3802,5641,24600,10054,1267,2893,4820,12239,7926,11226,57,3606,5343,9430,9494,16193,100,289,174,980,1530
1900-01-02 00:40:03,48.6666666666667,3549,4331,6511,13315,14133,16983,259,1285,3261,4072,7131,5536,898,1463,2456,4071,13663,17332,1096,1399,4164,5904,22946,9679,1568,2729,4432,10568,7675,11554,64,3518,5696,8110,9789,16055,101,301,201,371,1448
1900-01-02 01:00:03,49,4291,3309,6526,12367,16546,14326,254,1272,3270,5133,6362,5566,1052,1072,2462,4301,12485,16765,1173,1071,3957,6148,26244,9456,1606,3286,5150,11148,9064,8302,58,3469,5376,9016,9650,13660,104,240,166,422,1233
1900-01-02 01:20:03,49.3333333333333,3388,4410,6533,13477,12700,17962,228,1384,3234,4059,7040,5585,1037,1263,2688,5458,11452,13446,1168,1244,4075,6204,27274,9575,1491,2825,4829,11072,7891,9989,61,3263,5480,7293,10705,14465,103,228,173,400,2060
1900-01-02 01:40:03,49.6666666666667,3966,2864,6819,13527,13246,14025,227,1927,3145,4025,8705,5607,1541,1491,2253,5864,13588,12710,1143,1237,3961,5511,25687,9665,1640,3283,5204,11536,8714,10499,63,3554,5280,9637,10378,15206,100,209,161,318,2167
1900-01-02 02:00:03,50,3401,3411,6440,12672,14268,16188,375,1446,2282,4649,7167,5651,1221,1102,2583,4553,11275,18953,1026,1366,4187,6620,25057,9464,1513,3106,5575,12743,8715,10809,60,3328,5461,8165,12275,16200,95,258,163,547,1628
1900-01-02 02:20:03,50.3333333333333,3386,5334,6474,13099,15908,20024,308,1767,2942,4688,6814,5625,1008,1531,2622,3546,14066,13340,1097,1167,4031,5858,24894,9184,1662,3158,4813,12272,7548,10276,59,3269,5509,12077,10427,15358,96,302,185,446,2491
1900-01-02 02:40:03,50.6666666666667,3366,3518,6932,12970,13412,17851,361,1890,3280,5140,6212,5679,1142,1290,2447,5957,12942,17195,1175,1334,4107,6537,27136,9525,1540,3010,4676,13017,9708,8958,60,3322,6370,8428,10707,14069,100,311,163,384,1677
1900-01-02 03:00:03,51,3656,3485,5664,13322,15796,17104,327,1567,2521,4736,6068,5700,1575,1263,2482,4493,11190,16018,1083,1234,4065,6493,25737,10149,1788,2764,5165,11667,7916,7185,64,3258,6441,9258,10125,20128,102,287,166,430,2572
1900-01-02 03:20:03,51.3333333333333,3511,4312,7355,13872,15530,16377,231,2253,3075,5700,7013,5694,1302,1434,2707,4266,12403,15740,1238,1211,3838,6484,23964,10605,1569,2981,5146,11566,8331,10043,63,3795,5679,8887,10612,14900,103,313,175,544,1089
1900-01-02 03:40:03,51.6666666666667,4040,3120,7397,13290,14104,18241,322,2165,3035,5225,6943,5734,1108,1516,2611,4433,12996,19191,1116,1306,4253,6097,23678,10740,1574,3200,4881,11535,8520,10470,55,3883,5101,8961,11304,11911,100,287,195,605,2023
1900-01-02 04:00:03,52,3628,3489,8258,13622,12727,16272,315,2128,3577,4791,5439,5744,1200,1198,2494,5137,11619,17030,1181,1434,4200,6359,25404,10614,1497,3266,5455,12111,9516,8519,62,3491,5406,9919,10593,11724,101,312,218,1172,1787
1900-01-02 04:20:03,52.3333333333333,3871,3217,6987,14653,14980,19445,290,2010,3942,4657,6513,5729,1362,1254,2536,5201,13159,16658,1135,1295,4173,6284,25713,10142,1419,3184,4951,11135,7815,10190,67,3882,5785,8767,11075,14540,106,277,296,1550,2439
1900-01-02 04:40:03,52.6666666666667,3722,4008,7022,15589,15315,16593,294,1504,2859,4175,6308,5735,1080,1229,2472,4603,13974,16648,1099,1505,4073,6531,27141,9789,1934,3036,5027,11844,8359,10638,64,3761,5574,10686,11917,12509,103,314,193,649,2188
1900-01-02 05:00:03,53,4228,4285,6873,14315,13306,17051,272,2228,2563,5227,7872,5741,1522,1469,2553,4991,14203,13943,1141,1193,4248,6219,23188,9602,1617,3373,5272,12127,7737,9924,61,3196,5558,9437,10488,12073,101,221,213,428,1375
1900-01-02 05:20:03,53.3333333333333,3790,4452,6592,14033,13044,16959,302,2004,2844,4400,9520,5722,1340,1543,2539,5025,13747,16373,1119,1358,3673,6232,24371,9656,1232,3431,5409,11842,8066,7887,63,3392,5609,8940,11146,13491,100,205,185,1085,1652
1900-01-02 05:40:03,53.6666666666667,3815,3474,6600,13165,15489,15774,327,2252,2628,4662,7264,5734,1388,1190,2908,3670,14305,13585,1122,1456,3827,5767,23719,9709,1825,3059,5002,11975,7358,8685,62,3472,5400,9133,10773,15103,97,306,224,793,1676
1900-01-02 06:00:03,54,3903,3827,7929,14739,14041,17323,252,2256,3514,4828,8909,5739,1377,1273,2747,4772,12575,14650,1097,1246,3704,6242,25176,9645,1443,2871,5023,12573,9394,8147,62,3812,5360,9572,10976,12034,101,289,184,613,1964
1900-01-02 06:20:03,54.3333333333333,5684,4429,7127,14210,15559,16833,263,2250,2939,3903,6418,5766,1702,1243,2664,4796,14382,14204,1213,1230,4008,6033,25745,9226,1493,3146,4369,11864,8384,8530,63,4366,5517,11046,10805,15300,99,310,248,460,1554
1900-01-02 06:40:03,54.6666666666667,4132,3832,6552,15134,14564,18437,329,2345,2410,4719,6290,5722,1005,1347,2647,4558,11501,17546,1080,1242,3744,6260,26529,9574,1336,2950,4502,12080,9673,10218,62,4140,5903,8778,11395,16489,101,301,213,960,2179
1900-01-02 07:00:03,55,4171,4258,7881,15259,13007,14970,219,2097,3169,4834,6641,5767,1383,1319,2745,3044,14202,17182,1093,1127,3683,6385,27004,10014,1609,3513,5433,11501,9014,9857,64,3502,5510,12160,10499,15379,100,298,283,665,1957
1900-01-02 07:20:03,55.3333333333333,3844,4394,8285,14549,14148,15970,295,1984,2505,4924,7643,5773,1054,1383,2836,4869,12198,17611,1114,1512,3978,6527,25140,10472,1370,3047,4948,11520,8847,9986,61,3408,5676,8050,12315,13277,100,297,246,407,1913
1900-01-02 07:40:03,55.6666666666667,4253,4442,11613,15217,15085,15726,267,2074,3083,5661,6307,5797,990,1280,2678,3978,12889,19793,1167,1300,3891,6317,24679,10825,1842,3489,4849,12517,8739,10280,58,3255,5415,8295,10787,13599,100,299,270,432,2163
1900-01-02 08:00:03,56,4018,4549,7734,13472,14574,21115,213,2312,3037,5091,6043,5766,1214,1310,3085,4507,12718,16591,1040,1254,3970,6257,24916,10788,1375,3518,5266,12131,8083,8862,62,3359,5565,8484,11097,12470,102,299,282,459,2561
1900-01-02 08:20:03,56.3333333333333,4507,4676,7265,15262,14363,17592,307,2240,2845,5096,8905,5790,1380,1279,2646,4215,13784,14453,1200,1206,3889,5055,23540,10400,1339,3470,4874,12392,8477,10277,60,3923,5669,8345,11493,12693,101,305,231,556,1100
1900-01-02 08:40:03,56.6666666666667,3874,4318,7481,13829,18125,15388,374,2445,2716,4770,7926,5800,1260,1751,2763,4425,13666,15247,1095,1571,4000,6625,26179,9964,1428,3543,4693,11795,8225,9909,64,3413,5451,8502,10611,13758,101,306,267,700,1587
1900-01-02 09:00:03,57,3948,4799,8300,13740,15062,17098,227,2459,2263,5125,5303,5789,986,1630,2915,5081,13704,15479,1058,1403,4015,6174,24050,9715,1753,3256,5467,12028,8066,9356,62,3694,5504,8129,12346,15749,101,212,234,414,1867
1900-01-02 09:20:03,57.3333333333333,3735,4673,7362,13535,14719,18346,316,2502,3448,4938,7222,5809,1324,1486,2460,5023,11889,15840,1147,1375,3605,6230,26350,9737,1308,3167,5964,12123,8928,10614,64,3543,5250,7777,11376,13655,98,301,261,710,1376
1900-01-02 09:40:03,57.6666666666667,4165,5304,8722,14844,15989,17156,251,2315,2745,4419,8142,5777,1813,1248,2510,4028,10472,18315,1073,1406,3872,6677,24395,9933,1926,3458,5231,11919,8279,11586,61,4139,5451,9063,12294,15875,98,300,267,434,1834
1900-01-02 10:00:03,58,3743,7252,7346,15416,14416,18275,233,2028,3231,4472,7702,5767,1091,1423,2791,3648,11599,17169,1106,1249,3700,6436,25993,9729,1509,3568,5507,11582,9053,10643,64,3725,5571,9288,11269,16751,101,298,233,359,2311
1900-01-02 10:20:03,58.3333333333333,3922,5714,7805,13528,15830,18058,309,2321,3237,5228,6543,5802,1141,1215,2470,4909,13580,19636,1127,1226,3715,6144,25727,9437,1387,3396,5100,13319,11053,11067,64,4195,6033,7907,12257,17113,101,294,280,565,1671
1900-01-02 10:40:03,58.6666666666667,4211,4650,8823,14387,15201,17525,250,2011,2643,4815,7917,5842,1525,1323,2710,4278,13331,13701,1168,1457,3902,6954,24505,9437,1742,3118,6092,12657,10071,10938,59,4000,5718,7935,12725,15750,105,318,246,439,2424
1900-01-02 11:00:03,59,3648,5190,6179,14434,14382,18673,258,2166,2503,5679,5658,5838,1564,1410,2712,4841,12371,14384,1165,1479,3706,5918,26429,9778,1550,3290,4682,10278,9322,11701,62,3649,5278,10154,11392,13801,99,309,243,861,1838
1900-01-02 11:20:03,59.3333333333333,3520,4126,7077,15068,16713,17790,330,2089,3055,5889,7157,5834,1095,1301,3001,4015,13156,16150,1064,1229,4025,6058,27028,10188,1590,3189,5452,11930,9661,9257,61,3665,5689,10955,11475,18665,101,313,241,522,1600
1900-01-02 11:40:03,59.6666666666667,3524,5643,6507,15443,17533,17344,337,2109,2809,5890,5637,5856,1278,1234,2780,4867,12453,12635,1052,1325,3765,5796,25661,10648,1714,3620,5402,11737,9906,10991,62,3897,5349,8362,13091,13190,98,325,249,888,2528
1900-01-02 12:00:03,60,3635,6259,7830,13532,16767,19766,469,2232,2844,5205,6158,5844,1301,1469,2759,5306,16754,17736,1101,1396,4017,6440,26141,10925,1848,3279,5424,12118,9054,12489,62,3977,5416,14531,11219,13731,99,316,237,565,2592
1900-01-02 12:20:03,60.3333333333333,3383,4869,6941,16683,15707,16342,487,2318,3189,4238,7342,5853,1163,1231,2837,4205,12320,17496,1070,1428,3840,6186,24461,10830,1398,3214,4550,12469,10257,10930,65,3616,6053,9034,11413,16546,95,230,363,581,1486
1900-01-02 12:40:03,60.6666666666667,3659,5552,7945,13409,16016,17896,266,1847,2354,5423,7157,5895,1333,1538,2705,6330,11938,17558,1027,1369,3934,6248,27393,10310,1783,3251,5078,12404,9279,9805,56,3725,4953,10609,13601,13748,99,295,461,467,1918
1900-01-02 13:00:03,61,3400,5139,7594,15057,16661,19186,296,2205,2632,5258,6908,5845,1249,1611,2891,4587,10989,14042,1090,1366,3826,6121,27095,9943,1584,3702,5174,13450,10791,11163,60,3321,5785,8567,12317,18029,102,238,249,335,2047
1900-01-02 13:20:03,61.3333333333333,3510,4796,6959,14533,17772,14491,271,2066,2335,5095,6006,5884,1423,1161,2881,4478,14031,17064,1080,1140,4152,6178,24975,9763,1495,3253,5575,11502,10620,12069,63,3334,5556,9283,13671,16139,93,209,266,649,1014
1900-01-02 13:40:03,61.6666666666667,3611,5108,8192,14594,15559,18611,351,1875,2817,5234,8328,5864,1380,1490,3326,4658,13850,14681,1021,1311,3319,6344,23304,9987,1613,3084,5188,13603,11342,11373,64,3706,5361,8932,11120,14915,104,207,289,812,1903
1900-01-02 14:00:03,62,3954,4919,8887,14291,15705,19567,265,1943,2772,4634,6158,5889,1082,1367,3245,4073,13532,16196,1214,1346,3854,5807,29213,9814,1515,3421,5006,12869,9224,12761,60,4302,5699,9656,11553,15242,99,218,246,842,2034
1900-01-02 14:20:03,62.3333333333333,3780,4911,7600,13942,14966,18282,394,2317,3150,4624,5835,5916,1284,1331,2545,4849,12913,16227,997,1136,3782,7115,25473,9413,1716,3325,4482,12907,10393,12439,63,3719,5123,8763,12564,15758,100,307,274,610,2120
1900-01-02 14:40:03,62.6666666666667,4137,10877,7440,15774,16449,19896,314,2258,2553,3679,6082,5934,1400,1539,2843,4165,15141,19245,969,1289,3566,5931,26173,9526,1396,3015,5299,12391,9017,11092,60,4344,5689,8025,12352,14445,96,295,248,449,1446
1900-01-02 15:00:03,63,3581,5774,8962,13212,16367,20852,256,2137,2317,5226,7780,5859,1421,1479,2760,5502,12085,14359,1121,1289,3766,6039,26800,9930,1365,3433,5237,11955,10857,12556,66,6179,6153,9824,11887,13263,105,315,278,606,1963
1900-01-02 15:20:03,63.3333333333333,3582,5479,7395,14860,17077,19700,415,2246,2076,5186,6264,5864,1531,1742,2641,4252,12323,14731,988,1237,3920,5488,27382,10443,1471,3169,4678,12411,10193,11884,62,3462,5674,12636,12660,15456,98,290,252,588,2007
1900-01-02 15:40:03,63.6666666666667,3840,5148,6681,14137,17994,20396,265,2550,2520,4658,7709,5892,1546,1493,2928,5054,13197,15866,1003,1550,3698,6075,26709,10948,1304,3012,5614,13731,9982,12348,61,4315,5615,8885,13895,14092,100,281,241,755,1985
1900-01-02 16:00:03,64,3510,5788,6684,13061,17902,19125,374,1904,2709,5062,8324,5870,1133,1484,2955,5077,14448,16852,1037,1299,3777,6221,25377,10944,1645,3252,5595,13809,8172,11500,59,3503,6003,8283,11359,14783,102,287,242,450,2222
1900-01-02 16:20:03,64.3333333333333,4042,6957,7023,12891,16841,19173,437,1785,2992,5194,8405,5903,1546,1377,2671,4640,12953,16233,941,1346,3627,6276,26873,10600,1553,2849,5930,11948,9745,13143,68,3547,5523,7614,11353,14382,101,224,341,487,1763
1900-01-02 16:40:03,64.6666666666667,3627,5529,7406,13735,18815,17583,328,1999,2306,5860,6819,5885,1145,1666,2685,5339,12137,16291,1002,1291,3820,6433,25546,10144,2075,3231,5588,12225,10476,13270,60,3941,5244,8655,13011,14605,96,223,242,457,2038
1900-01-02 17:00:03,65,3604,5727,8164,14013,16688,18180,249,1707,2589,4658,6050,5911,1547,1536,2658,5167,15182,13530,957,1219,3706,5974,26719,9856,1463,2936,5410,12474,9864,14050,61,3638,6375,7678,12706,14670,105,220,246,936,2011
1900-01-02 17:20:03,65.3333333333333,3830,5752,7081,14545,17768,19363,336,2040,2750,4863,6735,5920,1295,1405,2893,5190,13394,14509,964,1326,3281,6635,25056,9924,1517,2864,4592,13377,10288,13135,66,3209,5794,10508,13045,14832,102,306,232,530,2353
1900-01-02 17:40:03,65.6666666666667,3861,5552,7640,18126,18011,17677,326,2445,2554,5563,7666,5918,1493,1434,2872,5260,12697,14975,1007,1340,4000,6103,26736,10018,1631,3837,5275,12431,9668,11032,62,3795,4975,8577,11443,15835,100,297,336,598,2272
1900-01-02 18:00:03,66,3667,5633,6468,14758,16897,18100,290,2366,2230,4315,7780,5930,1931,1538,2745,4932,11009,16008,980,1309,3706,6019,27783,9723,1643,3388,6130,12184,8905,12082,67,3921,5793,8321,13733,16121,107,208,251,671,1654
1900-01-02 18:20:03,66.3333333333333,4587,5273,6754,13731,15426,19397,283,2241,2331,4260,7057,5869,1563,1430,2652,4632,13484,13972,947,1381,3673,6716,25724,9453,1707,3002,5400,12088,9324,11210,58,3663,5596,8954,11815,15366,93,275,264,452,1789
1900-01-02 18:40:03,66.6666666666667,3588,5713,7458,15807,16726,18830,292,2326,3279,4604,6897,5928,1521,1272,2684,3748,11482,17371,943,1243,3968,6231,26762,9767,1269,3141,5713,12144,9915,11936,60,3708,5446,9782,12880,14100,107,303,288,599,2062
1900-01-02 19:00:03,67,5790,5153,7094,15299,18029,17330,458,1988,2510,4416,7324,5925,1158,1519,2897,4702,13327,15490,981,1365,3425,6648,26156,10031,1455,3037,5232,12164,10392,10131,59,3751,5349,8795,11433,14306,102,265,353,317,1880
1900-01-02 19:20:03,67.3333333333333,3595,5573,7155,15399,18177,18342,352,1799,3314,5204,6051,5924,1151,1451,2886,4753,14152,14033,923,1231,3830,6231,28761,10419,1901,3194,5481,12288,11206,11854,63,4054,5515,9424,12169,14421,96,292,258,550,2001
1900-01-02 19:40:03,67.6666666666667,3838,5667,7745,15138,18828,16980,391,2079,3006,3708,7099,5969,1177,1808,2823,4265,12686,15555,901,1261,3753,6764,24355,10799,1235,3361,5003,11964,9752,12334,59,3886,5553,10184,12114,14697,101,208,333,685,2571
1900-01-02 20:00:03,68,3733,4939,7231,14045,18394,17154,359,2842,2368,4769,7731,5920,1164,1474,3125,5470,15461,13870,1019,1394,3717,6903,26186,11084,1484,3253,4891,11602,10044,12438,62,4673,5928,8721,12288,15636,104,210,289,460,2307
1900-01-02 20:20:03,68.3333333333333,5021,5580,6558,15634,17434,19975,483,2102,2468,5205,7295,5917,1103,1879,3100,6032,13354,14552,953,1696,3951,6119,26590,10765,1485,2966,5578,12628,9419,12168,63,3542,5670,8783,12603,14940,100,315,246,789,1824
1900-01-02 20:40:03,68.6666666666667,3604,4919,6058,14164,18096,18073,319,1922,2792,4325,6938,5941,1436,1472,2987,4842,13041,13932,989,1419,3512,6312,27199,10270,1278,3452,5061,11675,9291,12240,58,3044,5933,10992,12434,15080,103,201,347,616,2150
1900-01-02 21:00:03,69,3698,4514,6995,13902,16693,18647,350,2228,2691,4447,7112,5922,1765,1446,2786,6109,12395,13327,941,1398,4291,5790,26385,10033,1658,3556,4676,12288,10579,10539,61,3534,5852,10161,11843,14111,100,313,270,573,1843
1900-01-02 21:20:03,69.3333333333333,3591,6429,6749,13546,19446,19398,315,2110,2687,4725,6286,5953,1607,1493,2778,4062,12545,15022,993,1494,4235,5818,26241,9831,1476,3248,5745,11862,10827,11652,64,4136,5721,9715,12126,17702,103,204,412,393,2184
1900-01-02 21:40:03,69.6666666666667,3997,5229,6909,13406,16720,17566,421,2112,2717,5417,7961,5915,1545,1323,2828,4413,11820,14986,967,1135,3600,6732,26681,10045,1703,3625,5668,10578,10172,11119,58,3905,5426,9251,12214,14510,104,289,251,805,1356
1900-01-02 22:00:03,70,3669,4401,6293,18967,17907,17576,401,2139,2138,4458,6348,5977,1879,1559,3090,4091,14469,13509,920,1422,3772,5641,26636,9992,1557,3120,5279,11701,10574,12351,60,3632,5386,8778,13651,13546,102,299,313,396,2363
1900-01-02 22:20:03,70.3333333333333,3895,5288,7077,15260,18539,18465,327,2210,2691,5357,7032,5920,1143,1726,2721,5006,13333,15412,944,1308,4196,6438,27089,9608,1487,3203,5180,12480,11301,13612,58,3867,5980,8417,11458,14552,97,287,247,521,2263
1900-01-02 22:40:03,70.6666666666667,3733,4724,9474,16106,16553,20600,379,1860,3743,5130,7411,5999,1501,1507,2818,5475,12527,13447,1144,1274,4126,6608,27531,9615,1674,3506,5387,12089,10132,12358,66,3874,6338,9219,11813,13871,100,312,246,445,1728
1900-01-02 23:00:03,71,4829,5281,6612,13312,17636,19358,284,1881,2679,4926,7261,5960,1726,1399,2914,4285,13079,14086,950,1363,4050,6301,23960,9931,1738,3400,5447,12929,11745,13961,64,3944,5899,9466,11240,15513,103,224,305,334,1685
1900-01-02 23:20:03,71.3333333333333,3725,4628,7272,13892,16786,17928,421,1826,2568,4938,6195,5942,1140,1356,3036,4388,11827,11866,977,1256,3891,6489,28185,10279,1629,2874,5169,11706,9844,12055,59,4142,5851,9054,11998,15012,103,274,294,595,2451
1900-01-02 23:40:03,71.6666666666667,4090,4237,7277,14817,16447,17512,281,2426,2686,5370,7894,5988,1505,1683,2951,4163,12436,16337,920,1542,4028,5890,28225,10749,1620,3679,5291,11949,10200,13717,61,3720,5702,8190,13021,13554,97,264,268,678,2487
1900-01-03 00:00:03,72,4250,5682,7901,15616,18193,17910,330,2272,2769,4399,6767,5975,1143,1285,3259,4928,13426,15065,945,1492,3836,5880,26972,11086,1504,3512,5870,11424,10014,13956,60,4115,5201,10198,12421,13865,98,305,288,522,1955
