Time	4 PrLDf: 20 PrLDm...72
0	13061
0.16667	21790
0.33333	27638
0.5	29598
0.66667	30227
0.83333	30734
1	31065
1.16667	31345
1.33333	31499
1.5	31837
1.66667	31777
1.83333	31961
2	32116
2.16667	32431
2.33333	32393
2.5	32597
2.66667	32457
2.83333	32556
3	32462
3.16667	32543
3.33333	32509
3.5	32580
3.66667	32952
3.83333	32794
4	33137
4.16667	33135
4.33333	32924
4.5	32541
4.66667	33260
4.83333	32861
5	32910
5.16667	33387
5.33333	32976
5.5	33278
5.66667	33136
5.83333	33118
6	33265
6.16667	33062
6.33333	33226
6.5	33280
6.66667	33481
6.83333	33311
7	33408
7.16667	33474
7.33333	33422
7.5	33569
7.66667	33635
7.83333	33801
8	33757
8.16667	33724
8.33333	33703
8.5	33736
8.66667	33866
8.83333	34047
9	33861
9.16667	33834
9.33333	33921
9.5	33970
9.66667	33918
9.83333	34133
10	34111
10.16667	34028
10.33333	34008
10.5	34006
10.66667	34112
10.83333	34193
11	34089
11.16667	34182
11.33333	34065
11.5	34263
11.66667	34454
11.83333	34250
12	34118
12.16667	34181
12.33333	34082
12.5	34348
12.66667	34383
12.83333	34108
13	34102
13.16667	34336
13.33333	34305
13.5	34521
13.66667	34143
13.83333	34223
14	34446
14.16667	34457
14.33333	34314
14.5	34264
14.66667	34265
14.83333	34220
15	34284
15.16667	34220
15.33333	34343
15.5	34509
15.66667	34456
15.83333	34383
16	34680
16.16667	34282
16.33333	34521
16.5	34325
16.66667	34461
16.83333	34245
17	34568
17.16667	34468
17.33333	34435
17.5	34497
17.66667	34437
17.83333	34482
18	34435
18.16667	34440
18.33333	34453
18.5	34322
18.66667	34365
18.83333	34335
19	34341
19.16667	34249
19.33333	34179
19.5	34145
19.66667	34184
19.83333	34435
20	34152
20.16667	34401
20.33333	34137
20.5	34208
20.66667	34318
20.83333	34224
21	34062
21.16667	34048
21.33333	34024
21.5	34070
21.66667	33885
21.83333	34000
22	33712
22.16667	34034
22.33333	33976
22.5	34021
22.66667	33867
22.83333	33865
23	33900
23.16667	33910
23.33333	33878
23.5	33924
23.66667	33690
23.83333	33852
24	33859
