Time	0.1 PrLDf: 15 PrLDm...10
0	3180
0.16667	3076
0.33333	3315
0.5	3611
0.66667	3902
0.83333	4160
1	4359
1.16667	4572
1.33333	4783
1.5	4958
1.66667	5140
1.83333	5332
2	5492
2.16667	5654
2.33333	5809
2.5	5935
2.66667	6098
2.83333	6202
3	6345
3.16667	6466
3.33333	6585
3.5	6723
3.66667	6854
3.83333	6980
4	7072
4.16667	7190
4.33333	7324
4.5	7398
4.66667	7489
4.83333	7641
5	7769
5.16667	7855
5.33333	7961
5.5	8074
5.66667	8184
5.83333	8297
6	8388
6.16667	8512
6.33333	8632
6.5	8726
6.66667	8841
6.83333	8957
7	9102
7.16667	9227
7.33333	9341
7.5	9443
7.66667	9588
7.83333	9720
8	9806
8.16667	9963
8.33333	10059
8.5	10216
8.66667	10314
8.83333	10474
9	10543
9.16667	10705
9.33333	10850
9.5	10988
9.66667	11148
9.83333	11305
10	11485
10.16667	11652
10.33333	11805
10.5	12137
10.66667	12344
10.83333	12638
11	12779
11.16667	13012
11.33333	13370
11.5	13729
11.66667	14036
11.83333	14171
12	14389
12.16667	14906
12.33333	15000
12.5	15314
12.66667	15734
12.83333	16189
13	16001
13.16667	16710
13.33333	17053
13.5	17247
13.66667	17643
13.83333	18349
14	18739
14.16667	19160
14.33333	19724
14.5	19939
14.66667	20501
14.83333	20788
15	21422
15.16667	21929
15.33333	22586
15.5	22873
15.66667	23609
15.83333	24313
16	24968
16.16667	25670
16.33333	26066
16.5	26955
16.66667	27779
16.83333	28006
17	28516
17.16667	28771
17.33333	29416
17.5	29379
17.66667	30186
17.83333	30147
18	31029
18.16667	31103
18.33333	30837
18.5	31100
18.66667	30999
18.83333	31431
19	31191
19.16667	31407
19.33333	31408
19.5	31456
19.66667	31381
19.83333	31734
20	31660
20.16667	31542
20.33333	31537
20.5	31687
20.66667	31550
20.83333	31630
21	31390
21.16667	31602
21.33333	32052
21.5	31488
21.66667	31680
21.83333	31580
22	31410
22.16667	31538
22.33333	31305
22.5	31919
22.66667	31859
22.83333	31857
23	31514
23.16667	31557
23.33333	31912
23.5	31683
23.66667	31831
23.83333	31944
24	31589
