Time	1 PrLDf: 15 PrLDm...39
0	6556
0.16667	8265
0.33333	12038
0.5	15556
0.66667	18207
0.83333	19998
1	21104
1.16667	21762
1.33333	22232
1.5	22402
1.66667	22632
1.83333	22778
2	22967
2.16667	23049
2.33333	23189
2.5	23337
2.66667	23386
2.83333	23384
3	23403
3.16667	23306
3.33333	23345
3.5	23549
3.66667	23733
3.83333	23891
4	23923
4.16667	23911
4.33333	23876
4.5	23805
4.66667	23678
4.83333	23544
5	23511
5.16667	23431
5.33333	23566
5.5	23874
5.66667	23903
5.83333	23963
6	24047
6.16667	24218
6.33333	24348
6.5	24529
6.66667	24530
6.83333	24451
7	24256
7.16667	23994
7.33333	23637
7.5	23567
7.66667	23688
7.83333	23907
8	24050
8.16667	24218
8.33333	24490
8.5	24704
8.66667	24805
8.83333	25018
9	25089
9.16667	24992
9.33333	24500
9.5	24101
9.66667	23929
9.83333	23876
10	23856
10.16667	24095
10.33333	24482
10.5	24965
10.66667	25395
10.83333	25558
11	25558
11.16667	25310
11.33333	24874
11.5	24427
11.66667	24294
11.83333	24406
12	24769
12.16667	25058
12.33333	25280
12.5	25342
12.66667	25610
12.83333	25656
13	25474
13.16667	25267
13.33333	24950
13.5	24727
13.66667	24671
13.83333	24960
14	25022
14.16667	25237
14.33333	25461
14.5	25659
14.66667	25722
14.83333	25685
15	25347
15.16667	24969
15.33333	24811
15.5	24984
15.66667	25155
15.83333	25439
16	25884
16.16667	25703
16.33333	25605
16.5	25417
16.66667	25075
16.83333	25050
17	25190
17.16667	25449
17.33333	25575
17.5	25093
17.66667	25154
17.83333	25690
18	26090
18.16667	25900
18.33333	25726
18.5	25427
18.66667	24860
18.83333	24548
19	24850
19.16667	25467
19.33333	26243
19.5	26463
19.66667	26159
19.83333	25868
20	25364
20.16667	24497
20.33333	24471
20.5	25293
20.66667	26307
20.83333	26951
21	26611
21.16667	25914
21.33333	24787
21.5	24140
21.66667	24647
21.83333	25493
22	26352
22.16667	26817
22.33333	26468
22.5	25473
22.66667	24766
22.83333	24579
23	25582
23.16667	26789
23.33333	26909
23.5	25980
23.66667	24530
23.83333	24495
24	25951
