Time	1 PrLDf: 25 PrLDm...46
0	5297
0.16667	6766
0.33333	10360
0.5	14401
0.66667	18379
0.83333	22086
1	25390
1.16667	28479
1.33333	31195
1.5	33380
1.66667	35198
1.83333	36730
2	37890
2.16667	38916
2.33333	39755
2.5	40374
2.66667	40814
2.83333	41191
3	41493
3.16667	41698
3.33333	41914
3.5	42230
3.66667	42288
3.83333	42466
4	42582
4.16667	42746
4.33333	42757
4.5	42926
4.66667	42952
4.83333	43085
5	43170
5.16667	43228
5.33333	43209
5.5	43227
5.66667	43323
5.83333	43355
6	43421
6.16667	43461
6.33333	43570
6.5	43565
6.66667	43610
6.83333	43726
7	43738
7.16667	43711
7.33333	43720
7.5	43822
7.66667	43798
7.83333	43908
8	43908
8.16667	43900
8.33333	43916
8.5	43947
8.66667	44029
8.83333	44016
9	44034
9.16667	44003
9.33333	44021
9.5	44023
9.66667	44016
9.83333	44053
10	44080
10.16667	44043
10.33333	43998
10.5	43967
10.66667	43979
10.83333	43994
11	43985
11.16667	44007
11.33333	44162
11.5	44073
11.66667	44097
11.83333	44149
12	44174
12.16667	44104
12.33333	44056
12.5	44151
12.66667	44192
12.83333	44188
13	44143
13.16667	44156
13.33333	44245
13.5	44242
13.66667	44233
13.83333	44277
14	44319
14.16667	44325
14.33333	44260
14.5	44293
14.66667	44286
14.83333	44376
15	44239
15.16667	44339
15.33333	44315
15.5	44270
15.66667	44349
15.83333	44379
16	44338
16.16667	44339
16.33333	44354
16.5	44355
16.66667	44354
16.83333	44397
17	44394
17.16667	44446
17.33333	44452
17.5	44449
17.66667	44428
17.83333	44409
18	44431
18.16667	44424
18.33333	44504
18.5	44413
18.66667	44450
18.83333	44552
19	44519
19.16667	44446
19.33333	44507
19.5	44510
19.66667	44458
19.83333	44515
20	44481
20.16667	44534
20.33333	44538
20.5	44459
20.66667	44514
20.83333	44530
21	44549
21.16667	44503
21.33333	44564
21.5	44601
21.66667	44639
21.83333	44583
22	44657
22.16667	44637
22.33333	44761
22.5	44686
22.66667	44648
22.83333	44665
23	44765
23.16667	44783
23.33333	44828
23.5	44765
23.66667	44872
23.83333	44873
24	44919
