Time	1 PrLDf: 25 PrLDm...44
0	3843
0.16667	4182
0.33333	5134
0.5	6144
0.66667	7110
0.83333	8015
1	8856
1.16667	9650
1.33333	10435
1.5	11176
1.66667	11913
1.83333	12631
2	13321
2.16667	13996
2.33333	14629
2.5	15274
2.66667	15948
2.83333	16483
3	17003
3.16667	17532
3.33333	18078
3.5	18540
3.66667	19025
3.83333	19431
4	19852
4.16667	20227
4.33333	20754
4.5	21013
4.66667	21364
4.83333	21653
5	21940
5.16667	22284
5.33333	22465
5.5	22672
5.66667	22883
5.83333	22968
6	23260
6.16667	23504
6.33333	23683
6.5	23894
6.66667	24135
6.83333	24241
7	24359
7.16667	24491
7.33333	24682
7.5	24661
7.66667	24698
7.83333	24850
8	25010
8.16667	25163
8.33333	25209
8.5	25319
8.66667	25493
8.83333	25636
9	25671
9.16667	25599
9.33333	25549
9.5	25741
9.66667	25842
9.83333	25888
10	26041
10.16667	26071
10.33333	26151
10.5	26238
10.66667	26433
10.83333	26321
11	26261
11.16667	26505
11.33333	26456
11.5	26404
11.66667	26574
11.83333	26687
12	26630
12.16667	26776
12.33333	26923
12.5	26743
12.66667	26822
12.83333	26996
13	26887
13.16667	26779
13.33333	27014
13.5	26815
13.66667	26980
13.83333	27410
14	27028
14.16667	27066
14.33333	27256
14.5	27158
14.66667	27172
14.83333	27263
15	27024
15.16667	27024
15.33333	27304
15.5	27226
15.66667	27073
15.83333	27386
16	27303
16.16667	26987
16.33333	27386
16.5	27189
16.66667	26874
16.83333	27326
17	27167
17.16667	27111
17.33333	27466
17.5	27221
17.66667	27123
17.83333	27332
18	27081
18.16667	27023
18.33333	27332
18.5	27253
18.66667	27244
18.83333	27520
19	27372
19.16667	27228
19.33333	27515
19.5	27350
19.66667	27283
19.83333	27296
20	27341
20.16667	27505
20.33333	27491
20.5	27317
20.66667	27323
20.83333	27422
21	27444
21.16667	27201
21.33333	27415
21.5	27567
21.66667	27357
21.83333	27474
22	27519
22.16667	27303
22.33333	27402
22.5	27378
22.66667	27412
22.83333	27361
23	27479
23.16667	27576
23.33333	27548
23.5	27490
23.66667	27338
23.83333	27371
24	27467
