Time	1 PrLDf: 20 PrLDm...42
0	6324
0.16667	8534
0.33333	12982
0.5	17419
0.66667	21242
0.83333	24242
1	26529
1.16667	28077
1.33333	29011
1.5	29666
1.66667	30086
1.83333	30409
2	30603
2.16667	30844
2.33333	30956
2.5	31070
2.66667	31172
2.83333	31307
3	31415
3.16667	31490
3.33333	31530
3.5	31565
3.66667	31595
3.83333	31720
4	31712
4.16667	31867
4.33333	31842
4.5	31904
4.66667	31967
4.83333	31907
5	32001
5.16667	31945
5.33333	32061
5.5	32118
5.66667	32087
5.83333	32125
6	32265
6.16667	32193
6.33333	32326
6.5	32208
6.66667	32275
6.83333	32315
7	32349
7.16667	32393
7.33333	32493
7.5	32526
7.66667	32571
7.83333	32610
8	32638
8.16667	32680
8.33333	32690
8.5	32765
8.66667	32761
8.83333	32782
9	32760
9.16667	32811
9.33333	32781
9.5	32848
9.66667	32858
9.83333	32855
10	32944
10.16667	32962
10.33333	32955
10.5	33033
10.66667	33040
10.83333	33076
11	33038
11.16667	33144
11.33333	33256
11.5	33211
11.66667	33234
11.83333	33170
12	33216
12.16667	33218
12.33333	33233
12.5	33247
12.66667	33339
12.83333	33362
13	33327
13.16667	33323
13.33333	33418
13.5	33492
13.66667	33489
13.83333	33602
14	33600
14.16667	33674
14.33333	33653
14.5	33645
14.66667	33705
14.83333	33721
15	33744
15.16667	33809
15.33333	33771
15.5	33762
15.66667	33831
15.83333	33802
16	33841
16.16667	33859
16.33333	33904
16.5	33858
16.66667	33880
16.83333	33946
17	33927
17.16667	33979
17.33333	34006
17.5	34076
17.66667	34092
17.83333	34020
18	34035
18.16667	34114
18.33333	34071
18.5	34110
18.66667	34129
18.83333	34159
19	34164
19.16667	34171
19.33333	34196
19.5	34196
19.66667	34146
19.83333	34185
20	34277
20.16667	34187
20.33333	34135
20.5	34252
20.66667	34284
20.83333	34203
21	34302
21.16667	34286
21.33333	34346
21.5	34309
21.66667	34331
21.83333	34343
22	34354
22.16667	34337
22.33333	34360
22.5	34321
22.66667	34389
22.83333	34323
23	34372
23.16667	34370
23.33333	34424
23.5	34374
23.66667	34432
23.83333	34411
24	34393
