Time	0.5 PrLDf: 10 PrLDm...22
0	4063
0.16667	4410
0.33333	5514
0.5	6936
0.66667	8115
0.83333	9296
1	10362
1.16667	11356
1.33333	12204
1.5	13033
1.66667	13727
1.83333	14303
2	14840
2.16667	15181
2.33333	15529
2.5	15791
2.66667	16000
2.83333	16178
3	16291
3.16667	16397
3.33333	16523
3.5	16599
3.66667	16658
3.83333	16741
4	16778
4.16667	16873
4.33333	16945
4.5	16966
4.66667	17038
4.83333	17114
5	17110
5.16667	17165
5.33333	17183
5.5	17191
5.66667	17215
5.83333	17239
6	17313
6.16667	17355
6.33333	17387
6.5	17408
6.66667	17441
6.83333	17482
7	17500
7.16667	17553
7.33333	17544
7.5	17595
7.66667	17607
7.83333	17599
8	17627
8.16667	17678
8.33333	17698
8.5	17679
8.66667	17741
8.83333	17695
9	17660
9.16667	17765
9.33333	17797
9.5	17805
9.66667	17807
9.83333	17802
10	17738
10.16667	17810
10.33333	17716
10.5	17824
10.66667	17742
10.83333	17800
11	17759
11.16667	17806
11.33333	17820
11.5	17876
11.66667	17839
11.83333	17881
12	17836
12.16667	17877
12.33333	17934
12.5	17941
12.66667	17956
12.83333	17927
13	17997
13.16667	18015
13.33333	17973
13.5	18006
13.66667	18030
13.83333	18048
14	18117
14.16667	18031
14.33333	18113
14.5	18139
14.66667	18203
14.83333	18213
15	18226
15.16667	18176
15.33333	18171
15.5	18178
15.66667	18163
15.83333	18224
16	18149
16.16667	18061
16.33333	18314
16.5	18190
16.66667	17913
16.83333	18002
17	17985
17.16667	17830
17.33333	17961
17.5	17871
17.66667	17890
17.83333	17809
18	17914
18.16667	17879
18.33333	17895
18.5	17800
18.66667	17823
18.83333	17944
19	17984
19.16667	17939
19.33333	17940
19.5	17876
19.66667	17901
19.83333	17994
20	17939
20.16667	17956
20.33333	18000
20.5	17908
20.66667	17911
20.83333	17933
21	18039
21.16667	17938
21.33333	17925
21.5	17943
21.66667	17927
21.83333	17923
22	18058
22.16667	17966
22.33333	17977
22.5	18114
22.66667	17967
22.83333	17967
23	17994
23.16667	17928
23.33333	17931
23.5	17976
23.66667	18025
23.83333	18050
24	18094
