Time	4 PrLDf: 5 PrLDm...64
0	7180
0.16667	9267
0.33333	10737
0.5	11371
0.66667	11491
0.83333	11601
1	11708
1.16667	11770
1.33333	11807
1.5	11838
1.66667	11907
1.83333	11990
2	12125
2.16667	12212
2.33333	12279
2.5	12388
2.66667	12360
2.83333	12486
3	12485
3.16667	12480
3.33333	12601
3.5	12540
3.66667	12649
3.83333	12659
4	12656
4.16667	12648
4.33333	12739
4.5	12765
4.66667	12794
4.83333	12733
5	12736
5.16667	12733
5.33333	12797
5.5	12725
5.66667	12753
5.83333	12746
6	12792
6.16667	12804
6.33333	12827
6.5	12811
6.66667	12812
6.83333	12857
7	12805
7.16667	12864
7.33333	12807
7.5	12813
7.66667	12882
7.83333	12861
8	12815
8.16667	12817
8.33333	13026
8.5	12931
8.66667	12899
8.83333	12854
9	12954
9.16667	12922
9.33333	12933
9.5	12918
9.66667	12857
9.83333	12900
10	12949
10.16667	12880
10.33333	12914
10.5	12882
10.66667	12906
10.83333	12981
11	12882
11.16667	12923
11.33333	12870
11.5	12925
11.66667	12961
11.83333	12934
12	12920
12.16667	12971
12.33333	13012
12.5	13018
12.66667	13048
12.83333	12985
13	12963
13.16667	12967
13.33333	12988
13.5	12938
13.66667	13007
13.83333	13044
14	13058
14.16667	13023
14.33333	13043
14.5	12960
14.66667	13046
14.83333	12971
15	13028
15.16667	13082
15.33333	13027
15.5	13011
15.66667	12895
15.83333	12970
16	13063
16.16667	12973
16.33333	12938
16.5	12991
16.66667	12948
16.83333	12925
17	13044
17.16667	12998
17.33333	13071
17.5	13006
17.66667	12968
17.83333	13009
18	12997
18.16667	12971
18.33333	12984
18.5	13029
18.66667	13028
18.83333	13059
19	13018
19.16667	13045
19.33333	13015
19.5	13011
19.66667	13050
19.83333	12882
20	13009
20.16667	12971
20.33333	12975
20.5	13022
20.66667	12964
20.83333	13044
21	12932
21.16667	13012
21.33333	12984
21.5	13024
21.66667	13035
21.83333	13005
22	13004
22.16667	13010
22.33333	12957
22.5	13002
22.66667	12959
22.83333	12933
23	12967
23.16667	12876
23.33333	12951
23.5	12912
23.66667	12937
23.83333	12941
24	12931
