Time	4 PrLDf: 15 PrLDm...68
0	5886
0.16667	6989
0.33333	9238
0.5	11519
0.66667	13463
0.83333	14739
1	15755
1.16667	16493
1.33333	16984
1.5	17350
1.66667	17669
1.83333	17943
2	18163
2.16667	18246
2.33333	18391
2.5	18499
2.66667	18643
2.83333	18689
3	18755
3.16667	18827
3.33333	18909
3.5	18927
3.66667	18977
3.83333	19007
4	19124
4.16667	19141
4.33333	19204
4.5	19237
4.66667	19275
4.83333	19316
5	19269
5.16667	19271
5.33333	19325
5.5	19376
5.66667	19486
5.83333	19480
6	19607
6.16667	19554
6.33333	19582
6.5	19545
6.66667	19595
6.83333	19587
7	19626
7.16667	19607
7.33333	19724
7.5	19704
7.66667	19760
7.83333	19758
8	19663
8.16667	19691
8.33333	19706
8.5	19657
8.66667	19731
8.83333	19778
9	19808
9.16667	19723
9.33333	19791
9.5	19778
9.66667	19655
9.83333	19810
10	19746
10.16667	19925
10.33333	19930
10.5	19826
10.66667	19833
10.83333	19851
11	20110
11.16667	19891
11.33333	19794
11.5	19742
11.66667	19938
11.83333	20124
12	19865
12.16667	19867
12.33333	19963
12.5	20103
12.66667	20093
12.83333	20083
13	19976
13.16667	20091
13.33333	20009
13.5	20010
13.66667	20051
13.83333	20091
14	20104
14.16667	20096
14.33333	20025
14.5	20134
14.66667	20102
14.83333	20157
15	20123
15.16667	20133
15.33333	20113
15.5	20196
15.66667	20146
15.83333	20188
16	20169
16.16667	20205
16.33333	20237
16.5	20240
16.66667	20179
16.83333	20147
17	20130
17.16667	20130
17.33333	20134
17.5	20102
17.66667	20175
17.83333	20147
18	20082
18.16667	20158
18.33333	20247
18.5	20160
18.66667	20219
18.83333	20222
19	20256
19.16667	20120
19.33333	20220
19.5	20189
19.66667	20228
19.83333	20169
20	20193
20.16667	20200
20.33333	20184
20.5	20179
20.66667	20213
20.83333	20195
21	20222
21.16667	20236
21.33333	20172
21.5	20217
21.66667	20276
21.83333	20190
22	20217
22.16667	20174
22.33333	20181
22.5	20217
22.66667	20204
22.83333	20215
23	20189
23.16667	20235
23.33333	20214
23.5	20282
23.66667	20174
23.83333	20234
24	20222
