Time	4 PrLDf: 5 PrLDm...62
0	5060
0.16667	5328
0.33333	6232
0.5	7058
0.66667	7833
0.83333	8290
1	8513
1.16667	8656
1.33333	8799
1.5	8855
1.66667	8941
1.83333	9006
2	9089
2.16667	9086
2.33333	9079
2.5	9152
2.66667	9196
2.83333	9212
3	9210
3.16667	9235
3.33333	9281
3.5	9255
3.66667	9238
3.83333	9291
4	9284
4.16667	9331
4.33333	9346
4.5	9385
4.66667	9361
4.83333	9373
5	9392
5.16667	9398
5.33333	9407
5.5	9400
5.66667	9458
5.83333	9426
6	9450
6.16667	9439
6.33333	9476
6.5	9511
6.66667	9487
6.83333	9505
7	9497
7.16667	9511
7.33333	9513
7.5	9553
7.66667	9539
7.83333	9532
8	9554
8.16667	9558
8.33333	9567
8.5	9570
8.66667	9575
8.83333	9606
9	9601
9.16667	9587
9.33333	9589
9.5	9589
9.66667	9583
9.83333	9628
10	9591
10.16667	9646
10.33333	9683
10.5	9613
10.66667	9610
10.83333	9613
11	9648
11.16667	9624
11.33333	9635
11.5	9659
11.66667	9666
11.83333	9663
12	9648
12.16667	9670
12.33333	9651
12.5	9648
12.66667	9698
12.83333	9678
13	9699
13.16667	9685
13.33333	9726
13.5	9699
13.66667	9696
13.83333	9659
14	9722
14.16667	9721
14.33333	9719
14.5	9711
14.66667	9676
14.83333	9696
15	9758
15.16667	9676
15.33333	9720
15.5	9704
15.66667	9735
15.83333	9708
16	9719
16.16667	9735
16.33333	9741
16.5	9732
16.66667	9705
16.83333	9724
17	9720
17.16667	9762
17.33333	9726
17.5	9702
17.66667	9728
17.83333	9727
18	9728
18.16667	9691
18.33333	9698
18.5	9721
18.66667	9713
18.83333	9730
19	9733
19.16667	9720
19.33333	9783
19.5	9703
19.66667	9708
19.83333	9743
20	9728
20.16667	9727
20.33333	9714
20.5	9705
20.66667	9736
20.83333	9707
21	9724
21.16667	9729
21.33333	9712
21.5	9688
21.66667	9677
21.83333	9704
22	9738
22.16667	9717
22.33333	9704
22.5	9724
22.66667	9716
22.83333	9691
23	9693
23.16667	9690
23.33333	9728
23.5	9694
23.66667	9724
23.83333	9725
24	9743
