Time	2 PrLDf: 15 PrLDm...53
0	4564
0.16667	5086
0.33333	6352
0.5	7836
0.66667	9395
0.83333	10641
1	11748
1.16667	12728
1.33333	13579
1.5	14347
1.66667	14973
1.83333	15586
2	16145
2.16667	16500
2.33333	16866
2.5	17246
2.66667	17530
2.83333	17801
3	18066
3.16667	18281
3.33333	18444
3.5	18563
3.66667	18692
3.83333	18869
4	18975
4.16667	19025
4.33333	19097
4.5	19206
4.66667	19324
4.83333	19355
5	19518
5.16667	19443
5.33333	19545
5.5	19621
5.66667	19693
5.83333	19626
6	19702
6.16667	19779
6.33333	19841
6.5	19926
6.66667	19892
6.83333	19962
7	19890
7.16667	19889
7.33333	19941
7.5	19941
7.66667	20074
7.83333	20139
8	20126
8.16667	20098
8.33333	20084
8.5	20158
8.66667	20167
8.83333	20231
9	20278
9.16667	20204
9.33333	20295
9.5	20323
9.66667	20359
9.83333	20313
10	20398
10.16667	20292
10.33333	20377
10.5	20407
10.66667	20391
10.83333	20470
11	20415
11.16667	20434
11.33333	20430
11.5	20380
11.66667	20449
11.83333	20533
12	20582
12.16667	20585
12.33333	20641
12.5	20655
12.66667	20565
12.83333	20520
13	20593
13.16667	20667
13.33333	20679
13.5	20690
13.66667	20709
13.83333	20731
14	20688
14.16667	20653
14.33333	20662
14.5	20613
14.66667	20733
14.83333	20722
15	20841
15.16667	20793
15.33333	20729
15.5	20703
15.66667	20731
15.83333	20746
16	20709
16.16667	20819
16.33333	20857
16.5	20861
16.66667	20836
16.83333	20765
17	20750
17.16667	20763
17.33333	20783
17.5	20861
17.66667	20863
17.83333	20826
18	20869
18.16667	20852
18.33333	20831
18.5	20858
18.66667	20920
18.83333	20867
19	20882
19.16667	20890
19.33333	20928
19.5	20832
19.66667	20880
19.83333	20872
20	20871
20.16667	20801
20.33333	20905
20.5	20907
20.66667	20952
20.83333	20848
21	20919
21.16667	20888
21.33333	20842
21.5	20949
21.66667	20883
21.83333	20921
22	20838
22.16667	20890
22.33333	20875
22.5	20956
22.66667	20937
22.83333	20958
23	20863
23.16667	20948
23.33333	21041
23.5	21004
23.66667	20967
23.83333	21101
24	21047
