Time	0.5 PrLDf: 25 PrLDm...30
0	5315
0.16667	5955
0.33333	8213
0.5	11124
0.66667	13840
0.83333	16430
1	18806
1.16667	21090
1.33333	23195
1.5	25039
1.66667	26684
1.83333	28176
2	29528
2.16667	30745
2.33333	31896
2.5	32989
2.66667	33869
2.83333	34734
3	35426
3.16667	35968
3.33333	36437
3.5	36963
3.66667	37369
3.83333	37820
4	38256
4.16667	38775
4.33333	39068
4.5	39353
4.66667	39600
4.83333	39665
5	39697
5.16667	39676
5.33333	39738
5.5	39656
5.66667	39673
5.83333	39542
6	39530
6.16667	39478
6.33333	39491
6.5	39535
6.66667	39563
6.83333	39567
7	39662
7.16667	39710
7.33333	39784
7.5	39964
7.66667	40042
7.83333	40212
8	40341
8.16667	40468
8.33333	40592
8.5	40739
8.66667	40820
8.83333	40985
9	41174
9.16667	41281
9.33333	41388
9.5	41502
9.66667	41608
9.83333	41718
10	41796
10.16667	41836
10.33333	42026
10.5	41967
10.66667	42003
10.83333	42063
11	42151
11.16667	42142
11.33333	42211
11.5	42139
11.66667	42063
11.83333	42055
12	41926
12.16667	41814
12.33333	41751
12.5	41598
12.66667	41596
12.83333	41448
13	41456
13.16667	41377
13.33333	41345
13.5	41360
13.66667	41268
13.83333	41279
14	41336
14.16667	41349
14.33333	41305
14.5	41263
14.66667	41435
14.83333	41420
15	41481
15.16667	41523
15.33333	41594
15.5	41645
15.66667	41816
15.83333	41785
16	41898
16.16667	42056
16.33333	42177
16.5	42313
16.66667	42376
16.83333	42488
17	42693
17.16667	42751
17.33333	42848
17.5	42971
17.66667	42999
17.83333	43010
18	43111
18.16667	43215
18.33333	43251
18.5	43142
18.66667	43247
18.83333	43191
19	43288
19.16667	43176
19.33333	43196
19.5	43096
19.66667	43032
19.83333	42944
20	42871
20.16667	42868
20.33333	42806
20.5	42724
20.66667	42672
20.83333	42615
21	42610
21.16667	42580
21.33333	42567
21.5	42504
21.66667	42551
21.83333	42504
22	42564
22.16667	42471
22.33333	42506
22.5	42590
22.66667	42585
22.83333	42694
23	42674
23.16667	42726
23.33333	42812
23.5	42941
23.66667	42979
23.83333	43046
24	43112
