Time	0.1 PrLDf: 20 PrLDm...12
0	3567
0.16667	3416
0.33333	3627
0.5	4158
0.66667	4420
0.83333	4658
1	4890
1.16667	5139
1.33333	5376
1.5	5603
1.66667	5849
1.83333	6050
2	6267
2.16667	6474
2.33333	6609
2.5	6822
2.66667	6975
2.83333	7180
3	7322
3.16667	7527
3.33333	7679
3.5	7838
3.66667	8026
3.83333	8167
4	8309
4.16667	8470
4.33333	8650
4.5	8843
4.66667	8994
4.83333	9165
5	9332
5.16667	9435
5.33333	9617
5.5	9789
5.66667	9955
5.83333	10147
6	10290
6.16667	10434
6.33333	10614
6.5	10790
6.66667	10982
6.83333	11120
7	11345
7.16667	11528
7.33333	11783
7.5	11995
7.66667	12205
7.83333	12561
8	12890
8.16667	13147
8.33333	13452
8.5	13750
8.66667	14102
8.83333	14622
9	14926
9.16667	15247
9.33333	15808
9.5	15996
9.66667	16516
9.83333	17119
10	17037
10.16667	17950
10.33333	18414
10.5	18673
10.66667	19456
10.83333	19435
11	20245
11.16667	19807
11.33333	20883
11.5	21760
11.66667	21483
11.83333	22442
12	22833
12.16667	22553
12.33333	23480
12.5	24065
12.66667	23685
12.83333	25275
13	25384
13.16667	25910
13.33333	26861
13.5	26731
13.66667	27948
13.83333	27651
14	29114
14.16667	28942
14.33333	30314
14.5	29003
14.66667	30886
14.83333	30499
15	30702
15.16667	31814
15.33333	31460
15.5	31719
15.66667	31362
15.83333	31877
16	32322
16.16667	32280
16.33333	32168
16.5	31864
16.66667	31802
16.83333	32744
17	32919
17.16667	33632
17.33333	32582
17.5	33574
17.66667	33158
17.83333	33435
18	32230
18.16667	33833
18.33333	33106
18.5	32919
18.66667	33488
18.83333	32897
19	32765
19.16667	33283
19.33333	33062
19.5	33174
19.66667	34248
19.83333	33222
20	33332
20.16667	32873
20.33333	34117
20.5	33732
20.66667	34041
20.83333	33029
21	34673
21.16667	33111
21.33333	33870
21.5	34186
21.66667	33188
21.83333	33542
22	34338
22.16667	34261
22.33333	33689
22.5	33862
22.66667	33936
22.83333	33993
23	33464
23.16667	34004
23.33333	34149
23.5	34386
23.66667	34509
23.83333	34318
24	34341
