Time	0.5 PrLDf: 20 PrLDm...28
0	4368
0.16667	4892
0.33333	6577
0.5	8691
0.66667	10681
0.83333	12574
1	14380
1.16667	16018
1.33333	17492
1.5	18882
1.66667	20208
1.83333	21499
2	22617
2.16667	23681
2.33333	24544
2.5	25484
2.66667	26302
2.83333	27041
3	27735
3.16667	28417
3.33333	29024
3.5	29535
3.66667	30069
3.83333	30502
4	30923
4.16667	31338
4.33333	31687
4.5	31945
4.66667	32180
4.83333	32385
5	32494
5.16667	32673
5.33333	32927
5.5	33000
5.66667	33123
5.83333	33178
6	33261
6.16667	33277
6.33333	33278
6.5	33375
6.66667	33431
6.83333	33404
7	33618
7.16667	33736
7.33333	33726
7.5	33781
7.66667	34113
7.83333	34333
8	34543
8.16667	34547
8.33333	34394
8.5	34118
8.66667	34133
8.83333	34113
9	34218
9.16667	34537
9.33333	34548
9.5	34471
9.66667	34518
9.83333	34621
10	34774
10.16667	34844
10.33333	34772
10.5	34724
10.66667	34756
10.83333	34774
11	34822
11.16667	34758
11.33333	34861
11.5	34900
11.66667	34860
11.83333	34683
12	34789
12.16667	34855
12.33333	35012
12.5	35144
12.66667	35318
12.83333	35381
13	35168
13.16667	34934
13.33333	34926
13.5	35046
13.66667	35253
13.83333	35252
14	35158
14.16667	34941
14.33333	34832
14.5	34901
14.66667	35183
14.83333	35514
15	35500
15.16667	35313
15.33333	35330
15.5	35226
15.66667	35318
15.83333	35425
16	35464
16.16667	35533
16.33333	35380
16.5	35428
16.66667	35247
16.83333	35175
17	35209
17.16667	35268
17.33333	35392
17.5	35480
17.66667	35523
17.83333	35758
18	35716
18.16667	35593
18.33333	35350
18.5	35188
18.66667	35447
18.83333	35594
19	35741
19.16667	35524
19.33333	35232
19.5	34957
19.66667	35046
19.83333	35067
20	35171
20.16667	35463
20.33333	35738
20.5	35979
20.66667	35996
20.83333	35620
21	35096
21.16667	34899
21.33333	34853
21.5	35061
21.66667	35193
21.83333	35600
22	35990
22.16667	36324
22.33333	36298
22.5	35759
22.66667	35127
22.83333	34878
23	34888
23.16667	35214
23.33333	35651
23.5	36231
23.66667	36761
23.83333	36586
24	36092
