Time	0.1 PrLDf: 15 PrLDm...8
0	3031
0.16667	2872
0.33333	2902
0.5	3020
0.66667	3067
0.83333	3116
1	3144
1.16667	3200
1.33333	3235
1.5	3256
1.66667	3259
1.83333	3353
2	3395
2.16667	3400
2.33333	3466
2.5	3474
2.66667	3510
2.83333	3562
3	3567
3.16667	3670
3.33333	3688
3.5	3711
3.66667	3766
3.83333	3792
4	3829
4.16667	3847
4.33333	3886
4.5	3922
4.66667	3929
4.83333	3964
5	3986
5.16667	4007
5.33333	4045
5.5	4081
5.66667	4078
5.83333	4133
6	4143
6.16667	4182
6.33333	4228
6.5	4253
6.66667	4256
6.83333	4319
7	4332
7.16667	4360
7.33333	4403
7.5	4414
7.66667	4438
7.83333	4482
8	4514
8.16667	4527
8.33333	4540
8.5	4606
8.66667	4642
8.83333	4658
9	4718
9.16667	4709
9.33333	4745
9.5	4780
9.66667	4809
9.83333	4827
10	4849
10.16667	4913
10.33333	4925
10.5	4967
10.66667	5013
10.83333	5018
11	5060
11.16667	5107
11.33333	5121
11.5	5166
11.66667	5200
11.83333	5231
12	5255
12.16667	5283
12.33333	5335
12.5	5373
12.66667	5384
12.83333	5451
13	5486
13.16667	5520
13.33333	5567
13.5	5612
13.66667	5672
13.83333	5699
14	5750
14.16667	5790
14.33333	5844
14.5	5912
14.66667	5973
14.83333	6020
15	6122
15.16667	6173
15.33333	6231
15.5	6344
15.66667	6412
15.83333	6501
16	6606
16.16667	6725
16.33333	6801
16.5	6895
16.66667	7064
16.83333	7187
17	7305
17.16667	7464
17.33333	7663
17.5	7813
17.66667	7971
17.83333	8192
18	8408
18.16667	8623
18.33333	8853
18.5	9120
18.66667	9375
18.83333	9655
19	10012
19.16667	10396
19.33333	10798
19.5	11062
19.66667	11514
19.83333	11978
20	12424
20.16667	12918
20.33333	13344
20.5	14017
20.66667	14660
20.83333	15352
21	15889
21.16667	16354
21.33333	17238
21.5	17914
21.66667	18502
21.83333	19559
22	19985
22.16667	20832
22.33333	21404
22.5	22184
22.66667	22653
22.83333	23138
23	23745
23.16667	24178
23.33333	24548
23.5	25249
23.66667	25443
23.83333	25572
24	26139
