Time	2 PrLDf: 20 PrLDm...57
0	9326
0.16667	13863
0.33333	21071
0.5	26425
0.66667	28879
0.83333	29961
1	30549
1.16667	30904
1.33333	31235
1.5	31468
1.66667	31659
1.83333	31865
2	31845
2.16667	31904
2.33333	31970
2.5	32207
2.66667	32301
2.83333	32292
3	32130
3.16667	32373
3.33333	32695
3.5	32884
3.66667	32612
3.83333	32446
4	32452
4.16667	32522
4.33333	32716
4.5	32871
4.66667	33261
4.83333	33414
5	33123
5.16667	32811
5.33333	32414
5.5	32078
5.66667	32021
5.83333	32106
6	32285
6.16667	32386
6.33333	32510
6.5	32766
6.66667	33107
6.83333	33390
7	33669
7.16667	33879
7.33333	33948
7.5	33971
7.66667	33877
7.83333	33596
8	33336
8.16667	32891
8.33333	32494
8.5	32122
8.66667	32070
8.83333	32069
9	32348
9.16667	32592
9.33333	32941
9.5	33369
9.66667	33700
9.83333	33931
10	34273
10.16667	34253
10.33333	34320
10.5	34289
10.66667	34123
10.83333	33930
11	33619
11.16667	33328
11.33333	33060
11.5	32954
11.66667	32795
11.83333	32840
12	32972
12.16667	33242
12.33333	33419
12.5	33808
12.66667	34152
12.83333	34546
13	34824
13.16667	34942
13.33333	34931
13.5	34875
13.66667	34575
13.83333	34188
14	33678
14.16667	33353
14.33333	32977
14.5	32906
14.66667	32870
14.83333	33057
15	33297
15.16667	33671
15.33333	34079
15.5	34499
15.66667	34917
15.83333	35218
16	35310
16.16667	35279
16.33333	35154
16.5	34939
16.66667	34337
16.83333	33869
17	33479
17.16667	33325
17.33333	33078
17.5	33201
17.66667	33380
17.83333	33696
18	34175
18.16667	34563
18.33333	34933
18.5	35262
18.66667	35482
18.83333	35368
19	35338
19.16667	35070
19.33333	34724
19.5	34177
19.66667	33696
19.83333	33408
20	33377
20.16667	33404
20.33333	33523
20.5	33781
20.66667	34211
20.83333	34557
21	35009
21.16667	35331
21.33333	35514
21.5	35565
21.66667	35286
21.83333	35006
22	34608
22.16667	34214
22.33333	33750
22.5	33506
22.66667	33326
22.83333	33433
23	33603
23.16667	33920
23.33333	34374
23.5	34757
23.66667	35139
23.83333	35508
24	35650
