Time	4 PrLDf: 5 PrLDm...63
0	10219
0.16667	11943
0.33333	12468
0.5	12787
0.66667	13196
0.83333	13312
1	13430
1.16667	13519
1.33333	13551
1.5	13637
1.66667	13763
1.83333	13847
2	14051
2.16667	14221
2.33333	14259
2.5	14464
2.66667	14589
2.83333	14642
3	14674
3.16667	14783
3.33333	14717
3.5	14763
3.66667	14771
3.83333	14968
4	14913
4.16667	14892
4.33333	14971
4.5	14956
4.66667	14876
4.83333	14850
5	14876
5.16667	15051
5.33333	14936
5.5	14990
5.66667	15017
5.83333	15036
6	14969
6.16667	15003
6.33333	15078
6.5	15087
6.66667	15044
6.83333	14999
7	15140
7.16667	15151
7.33333	15217
7.5	15154
7.66667	15065
7.83333	15173
8	15284
8.16667	15118
8.33333	15307
8.5	15250
8.66667	15250
8.83333	15196
9	15266
9.16667	15181
9.33333	15288
9.5	15345
9.66667	15164
9.83333	15200
10	15311
10.16667	15319
10.33333	15246
10.5	15248
10.66667	15353
10.83333	15361
11	15375
11.16667	15244
11.33333	15460
11.5	15286
11.66667	15395
11.83333	15515
12	15449
12.16667	15442
12.33333	15293
12.5	15370
12.66667	15366
12.83333	15357
13	15575
13.16667	15353
13.33333	15321
13.5	15541
13.66667	15348
13.83333	15506
14	15390
14.16667	15556
14.33333	15448
14.5	15479
14.66667	15546
14.83333	15624
15	15548
15.16667	15344
15.33333	15492
15.5	15439
15.66667	15443
15.83333	15439
16	15446
16.16667	15521
16.33333	15552
16.5	15554
16.66667	15562
16.83333	15643
17	15413
17.16667	15759
17.33333	15655
17.5	15584
17.66667	15726
17.83333	15545
18	15763
18.16667	15633
18.33333	15651
18.5	15771
18.66667	15671
18.83333	15770
19	15754
19.16667	15702
19.33333	15776
19.5	15793
19.66667	15950
19.83333	16042
20	15766
20.16667	15917
20.33333	16067
20.5	16063
20.66667	15990
20.83333	16038
21	15994
21.16667	16085
21.33333	16005
21.5	16000
21.66667	16163
21.83333	15978
22	15971
22.16667	16103
22.33333	16029
22.5	16023
22.66667	16067
22.83333	16103
23	16159
23.16667	16024
23.33333	16126
23.5	16024
23.66667	16047
23.83333	16136
24	16066
