Time	0.5 PrLDf: 10 PrLDm...20
0	3524
0.16667	3365
0.33333	3562
0.5	4070
0.66667	4262
0.83333	4486
1	4727
1.16667	4939
1.33333	5180
1.5	5363
1.66667	5590
1.83333	5808
2	6044
2.16667	6205
2.33333	6396
2.5	6583
2.66667	6757
2.83333	6935
3	7078
3.16667	7280
3.33333	7433
3.5	7600
3.66667	7778
3.83333	7935
4	8068
4.16667	8245
4.33333	8359
4.5	8513
4.66667	8683
4.83333	8820
5	8933
5.16667	9057
5.33333	9215
5.5	9339
5.66667	9479
5.83333	9577
6	9713
6.16667	9859
6.33333	9998
6.5	10122
6.66667	10246
6.83333	10345
7	10470
7.16667	10557
7.33333	10656
7.5	10742
7.66667	10851
7.83333	10936
8	11053
8.16667	11155
8.33333	11230
8.5	11318
8.66667	11357
8.83333	11502
9	11583
9.16667	11657
9.33333	11706
9.5	11788
9.66667	11882
9.83333	11924
10	12023
10.16667	12092
10.33333	12229
10.5	12186
10.66667	12257
10.83333	12278
11	12342
11.16667	12446
11.33333	12473
11.5	12545
11.66667	12684
11.83333	12714
12	12788
12.16667	12786
12.33333	12886
12.5	12882
12.66667	12946
12.83333	12929
13	13019
13.16667	13037
13.33333	13052
13.5	13088
13.66667	13090
13.83333	13182
14	13205
14.16667	13162
14.33333	13239
14.5	13282
14.66667	13278
14.83333	13231
15	13269
15.16667	13267
15.33333	13255
15.5	13307
15.66667	13305
15.83333	13394
16	13348
16.16667	13382
16.33333	13352
16.5	13378
16.66667	13412
16.83333	13401
17	13417
17.16667	13358
17.33333	13426
17.5	13435
17.66667	13475
17.83333	13422
18	13484
18.16667	13537
18.33333	13477
18.5	13531
18.66667	13503
18.83333	13523
19	13494
19.16667	13547
19.33333	13547
19.5	13528
19.66667	13504
19.83333	13554
20	13544
20.16667	13542
20.33333	13594
20.5	13540
20.66667	13611
20.83333	13585
21	13592
21.16667	13556
21.33333	13587
21.5	13601
21.66667	13590
21.83333	13620
22	13612
22.16667	13610
22.33333	13605
22.5	13606
22.66667	13667
22.83333	13641
23	13630
23.16667	13664
23.33333	13654
23.5	13665
23.66667	13691
23.83333	13639
24	13650
