Time	0.5 PrLDf: 10 PrLDm...21
0	4871
0.16667	5062
0.33333	6344
0.5	8115
0.66667	9495
0.83333	10729
1	11801
1.16667	12741
1.33333	13401
1.5	13954
1.66667	14317
1.83333	14586
2	14808
2.16667	14908
2.33333	15029
2.5	15123
2.66667	15191
2.83333	15189
3	15287
3.16667	15305
3.33333	15335
3.5	15437
3.66667	15461
3.83333	15500
4	15567
4.16667	15560
4.33333	15632
4.5	15675
4.66667	15703
4.83333	15662
5	15665
5.16667	15690
5.33333	15731
5.5	15782
5.66667	15801
5.83333	15827
6	15839
6.16667	15829
6.33333	15863
6.5	15841
6.66667	15924
6.83333	15910
7	15977
7.16667	15969
7.33333	15981
7.5	16024
7.66667	16046
7.83333	16055
8	16076
8.16667	16091
8.33333	16110
8.5	16082
8.66667	16133
8.83333	16157
9	16197
9.16667	16232
9.33333	16210
9.5	16214
9.66667	16219
9.83333	16247
10	16239
10.16667	16235
10.33333	16271
10.5	16302
10.66667	16417
10.83333	16506
11	16502
11.16667	16527
11.33333	16530
11.5	16486
11.66667	16595
11.83333	16623
12	16611
12.16667	16649
12.33333	16679
12.5	16679
12.66667	16709
12.83333	16703
13	16747
13.16667	16723
13.33333	16758
13.5	16695
13.66667	16703
13.83333	16769
14	16805
14.16667	16815
14.33333	16909
14.5	16848
14.66667	16792
14.83333	16880
15	16868
15.16667	16901
15.33333	16801
15.5	16801
15.66667	16826
15.83333	16888
16	16686
16.16667	16696
16.33333	16854
16.5	16780
16.66667	16743
16.83333	16819
17	16923
17.16667	16787
17.33333	16821
17.5	16823
17.66667	16874
17.83333	16832
18	16805
18.16667	16764
18.33333	16844
18.5	16838
18.66667	16835
18.83333	16854
19	16931
19.16667	16821
19.33333	16778
19.5	16823
19.66667	16865
19.83333	16845
20	16865
20.16667	16855
20.33333	16840
20.5	16853
20.66667	16863
20.83333	16919
21	16832
21.16667	16879
21.33333	16888
21.5	16920
21.66667	16954
21.83333	16845
22	16944
22.16667	16872
22.33333	16900
22.5	16906
22.66667	16957
22.83333	16945
23	16932
23.16667	16915
23.33333	16790
23.5	16947
23.66667	16942
23.83333	16936
24	16940
