Time	4 PrLDf: 10 PrLDm...67
0	7966
0.16667	11705
0.33333	15523
0.5	16511
0.66667	16954
0.83333	17142
1	17224
1.16667	17306
1.33333	17347
1.5	17444
1.66667	17464
1.83333	17509
2	17554
2.16667	17631
2.33333	17616
2.5	17758
2.66667	17832
2.83333	17930
3	17844
3.16667	17942
3.33333	18151
3.5	18037
3.66667	18247
3.83333	18147
4	18133
4.16667	18187
4.33333	18321
4.5	18157
4.66667	18222
4.83333	18236
5	18227
5.16667	18268
5.33333	18263
5.5	18286
5.66667	18292
5.83333	18298
6	18313
6.16667	18431
6.33333	18375
6.5	18280
6.66667	18373
6.83333	18245
7	18366
7.16667	18408
7.33333	18479
7.5	18543
7.66667	18456
7.83333	18488
8	18511
8.16667	18399
8.33333	18544
8.5	18554
8.66667	18454
8.83333	18721
9	18542
9.16667	18556
9.33333	18482
9.5	18473
9.66667	18545
9.83333	18451
10	18536
10.16667	18534
10.33333	18601
10.5	18444
10.66667	18515
10.83333	18509
11	18490
11.16667	18607
11.33333	18583
11.5	18491
11.66667	18561
11.83333	18555
12	18646
12.16667	18381
12.33333	18662
12.5	18673
12.66667	18508
12.83333	18600
13	18606
13.16667	18698
13.33333	18587
13.5	18512
13.66667	18655
13.83333	18597
14	18611
14.16667	18679
14.33333	18758
14.5	18645
14.66667	18599
14.83333	18721
15	18645
15.16667	18650
15.33333	18712
15.5	18578
15.66667	18729
15.83333	18592
16	18568
16.16667	18716
16.33333	18655
16.5	18600
16.66667	18726
16.83333	18616
17	18636
17.16667	18565
17.33333	18587
17.5	18529
17.66667	18549
17.83333	18644
18	18761
18.16667	18702
18.33333	18705
18.5	18613
18.66667	18668
18.83333	18656
19	18698
19.16667	18528
19.33333	18719
19.5	18635
19.66667	18666
19.83333	18714
20	18594
20.16667	18587
20.33333	18541
20.5	18682
20.66667	18658
20.83333	18603
21	18689
21.16667	18669
21.33333	18598
21.5	18780
21.66667	18620
21.83333	18774
22	18622
22.16667	18605
22.33333	18630
22.5	18569
22.66667	18675
22.83333	18765
23	18740
23.16667	18704
23.33333	18700
23.5	18652
23.66667	18816
23.83333	18856
24	18712
