Time	1 PrLDf: 10 PrLDm...37
0	4670
0.16667	5649
0.33333	7837
0.5	10340
0.66667	12255
0.83333	13674
1	14596
1.16667	15195
1.33333	15531
1.5	15727
1.66667	15857
1.83333	15988
2	16002
2.16667	16088
2.33333	16130
2.5	16201
2.66667	16272
2.83333	16263
3	16311
3.16667	16353
3.33333	16439
3.5	16465
3.66667	16523
3.83333	16541
4	16577
4.16667	16636
4.33333	16603
4.5	16676
4.66667	16684
4.83333	16730
5	16759
5.16667	16699
5.33333	16732
5.5	16746
5.66667	16714
5.83333	16755
6	16808
6.16667	16806
6.33333	16805
6.5	16852
6.66667	16863
6.83333	16939
7	16988
7.16667	16956
7.33333	16972
7.5	16963
7.66667	16977
7.83333	17110
8	16914
8.16667	16989
8.33333	17132
8.5	17127
8.66667	17180
8.83333	17121
9	17063
9.16667	16990
9.33333	16957
9.5	16959
9.66667	16900
9.83333	16887
10	16780
10.16667	16868
10.33333	16864
10.5	16905
10.66667	16873
10.83333	16903
11	16925
11.16667	16904
11.33333	17066
11.5	16977
11.66667	17008
11.83333	16989
12	16959
12.16667	17108
12.33333	16978
12.5	16946
12.66667	17083
12.83333	17054
13	17013
13.16667	17029
13.33333	17072
13.5	17068
13.66667	17101
13.83333	17120
14	17098
14.16667	17141
14.33333	17089
14.5	17133
14.66667	17137
14.83333	17171
15	17171
15.16667	17159
15.33333	17082
15.5	17142
15.66667	17162
15.83333	17186
16	17118
16.16667	17195
16.33333	17146
16.5	17235
16.66667	17194
16.83333	17178
17	17217
17.16667	17141
17.33333	17247
17.5	17170
17.66667	17179
17.83333	17224
18	17176
18.16667	17252
18.33333	17245
18.5	17220
18.66667	17314
18.83333	17252
19	17272
19.16667	17295
19.33333	17205
19.5	17254
19.66667	17343
19.83333	17244
20	17338
20.16667	17293
20.33333	17321
20.5	17306
20.66667	17326
20.83333	17291
21	17311
21.16667	17350
21.33333	17331
21.5	17282
21.66667	17346
21.83333	17368
22	17402
22.16667	17323
22.33333	17356
22.5	17332
22.66667	17350
22.83333	17357
23	17445
23.16667	17329
23.33333	17323
23.5	17364
23.66667	17370
23.83333	17426
24	17370
