Time	1 PrLDf: 10 PrLDm...35
0	3818
0.16667	3843
0.33333	4686
0.5	5040
0.66667	5614
0.83333	6115
1	6568
1.16667	6991
1.33333	7393
1.5	7826
1.66667	8136
1.83333	8501
2	8803
2.16667	9105
2.33333	9422
2.5	9645
2.66667	9902
2.83333	10150
3	10341
3.16667	10574
3.33333	10779
3.5	10941
3.66667	11115
3.83333	11327
4	11509
4.16667	11709
4.33333	11825
4.5	12008
4.66667	12213
4.83333	12308
5	12496
5.16667	12585
5.33333	12680
5.5	12789
5.66667	12885
5.83333	13001
6	13050
6.16667	13194
6.33333	13201
6.5	13300
6.66667	13355
6.83333	13385
7	13439
7.16667	13421
7.33333	13441
7.5	13432
7.66667	13500
7.83333	13479
8	13502
8.16667	13509
8.33333	13474
8.5	13474
8.66667	13555
8.83333	13471
9	13514
9.16667	13545
9.33333	13619
9.5	13633
9.66667	13637
9.83333	13620
10	13606
10.16667	13611
10.33333	13598
10.5	13664
10.66667	13572
10.83333	13584
11	13540
11.16667	13768
11.33333	13803
11.5	13733
11.66667	13692
11.83333	13307
12	13578
12.16667	13626
12.33333	13666
12.5	13588
12.66667	13656
12.83333	13636
13	13612
13.16667	13647
13.33333	13647
13.5	13722
13.66667	13665
13.83333	13706
14	13701
14.16667	13777
14.33333	13738
14.5	13723
14.66667	13768
14.83333	13798
15	13802
15.16667	13755
15.33333	13757
15.5	13812
15.66667	13817
15.83333	13788
16	13848
16.16667	13840
16.33333	13885
16.5	13879
16.66667	13856
16.83333	13890
17	13891
17.16667	13883
17.33333	13898
17.5	13893
17.66667	13949
17.83333	13966
18	13955
18.16667	14001
18.33333	14063
18.5	14042
18.66667	14069
18.83333	14098
19	14105
19.16667	14130
19.33333	14138
19.5	14134
19.66667	14144
19.83333	14168
20	14083
20.16667	14141
20.33333	14179
20.5	14239
20.66667	14230
20.83333	14303
21	14276
21.16667	14275
21.33333	14291
21.5	14329
21.66667	14395
21.83333	14434
22	14433
22.16667	14490
22.33333	14509
22.5	14536
22.66667	14523
22.83333	14563
23	14610
23.16667	14693
23.33333	14659
23.5	14694
23.66667	14728
23.83333	14667
24	14677
