Time	2 PrLDf: 5 PrLDm...47
0	3977
0.16667	4111
0.33333	4686
0.5	5300
0.66667	6030
0.83333	6471
1	6903
1.16667	7240
1.33333	7512
1.5	7758
1.66667	7964
1.83333	8127
2	8271
2.16667	8391
2.33333	8480
2.5	8554
2.66667	8612
2.83333	8700
3	8734
3.16667	8763
3.33333	8806
3.5	8813
3.66667	8888
3.83333	8909
4	8932
4.16667	8941
4.33333	9000
4.5	9015
4.66667	9008
4.83333	9023
5	9053
5.16667	9026
5.33333	9045
5.5	9071
5.66667	9093
5.83333	9116
6	9078
6.16667	9128
6.33333	9115
6.5	9104
6.66667	9163
6.83333	9115
7	9155
7.16667	9150
7.33333	9146
7.5	9198
7.66667	9177
7.83333	9175
8	9204
8.16667	9196
8.33333	9228
8.5	9187
8.66667	9223
8.83333	9235
9	9253
9.16667	9200
9.33333	9225
9.5	9245
9.66667	9231
9.83333	9278
10	9244
10.16667	9266
10.33333	9232
10.5	9260
10.66667	9281
10.83333	9271
11	9291
11.16667	9317
11.33333	9289
11.5	9319
11.66667	9303
11.83333	9321
12	9317
12.16667	9294
12.33333	9337
12.5	9322
12.66667	9294
12.83333	9360
13	9318
13.16667	9337
13.33333	9330
13.5	9367
13.66667	9359
13.83333	9370
14	9361
14.16667	9312
14.33333	9364
14.5	9402
14.66667	9363
14.83333	9383
15	9371
15.16667	9363
15.33333	9344
15.5	9359
15.66667	9359
15.83333	9360
16	9327
16.16667	9378
16.33333	9377
16.5	9377
16.66667	9349
16.83333	9359
17	9378
17.16667	9361
17.33333	9397
17.5	9340
17.66667	9384
17.83333	9360
18	9372
18.16667	9345
18.33333	9379
18.5	9389
18.66667	9365
18.83333	9383
19	9346
19.16667	9411
19.33333	9354
19.5	9385
19.66667	9350
19.83333	9388
20	9366
20.16667	9372
20.33333	9413
20.5	9365
20.66667	9384
20.83333	9383
21	9368
21.16667	9381
21.33333	9399
21.5	9397
21.66667	9395
21.83333	9390
22	9413
22.16667	9393
22.33333	9394
22.5	9362
22.66667	9419
22.83333	9390
23	9362
23.16667	9396
23.33333	9363
23.5	9403
23.66667	9418
23.83333	9426
24	9414
