Time	4 PrLDf: 10 PrLDm...66
0	11451
0.16667	15764
0.33333	17491
0.5	17919
0.66667	18512
0.83333	18661
1	18822
1.16667	18976
1.33333	19176
1.5	19322
1.66667	19382
1.83333	19625
2	19639
2.16667	19810
2.33333	19912
2.5	19931
2.66667	20075
2.83333	20050
3	20010
3.16667	20087
3.33333	20151
3.5	20160
3.66667	20360
3.83333	20308
4	20237
4.16667	20278
4.33333	20381
4.5	20366
4.66667	20399
4.83333	20428
5	20446
5.16667	20418
5.33333	20411
5.5	20415
5.66667	20579
5.83333	20558
6	20636
6.16667	20626
6.33333	20515
6.5	20604
6.66667	20645
6.83333	20614
7	20719
7.16667	20697
7.33333	20795
7.5	20763
7.66667	20919
7.83333	20873
8	20904
8.16667	20887
8.33333	20953
8.5	20927
8.66667	20940
8.83333	20957
9	20947
9.16667	21037
9.33333	21079
9.5	21074
9.66667	21003
9.83333	21087
10	21093
10.16667	21112
10.33333	21065
10.5	21178
10.66667	21089
10.83333	21180
11	21048
11.16667	21316
11.33333	21269
11.5	21239
11.66667	21120
11.83333	21245
12	21198
12.16667	21315
12.33333	21214
12.5	21334
12.66667	21191
12.83333	21278
13	21271
13.16667	21142
13.33333	21387
13.5	21196
13.66667	21271
13.83333	21403
14	21319
14.16667	21473
14.33333	21374
14.5	21444
14.66667	21385
14.83333	21534
15	21552
15.16667	21437
15.33333	21608
15.5	21631
15.66667	21731
15.83333	21732
16	21782
16.16667	21800
16.33333	21824
16.5	21720
16.66667	21808
16.83333	21893
17	21788
17.16667	21870
17.33333	21876
17.5	21908
17.66667	21967
17.83333	21991
18	21819
18.16667	21934
18.33333	21945
18.5	22003
18.66667	22054
18.83333	21974
19	21966
19.16667	21870
19.33333	21943
19.5	21921
19.66667	22028
19.83333	22024
20	21991
20.16667	22078
20.33333	22069
20.5	22014
20.66667	22122
20.83333	22034
21	22053
21.16667	22148
21.33333	22103
21.5	22077
21.66667	22180
21.83333	22101
22	22144
22.16667	22089
22.33333	22204
22.5	22147
22.66667	22036
22.83333	22145
23	22101
23.16667	22106
23.33333	22211
23.5	22231
23.66667	22168
23.83333	22163
24	22224
