Time	2 PrLDf: 10 PrLDm...51
0	8273
0.16667	11197
0.33333	14717
0.5	15927
0.66667	16334
0.83333	16558
1	16722
1.16667	16770
1.33333	16958
1.5	17027
1.66667	17098
1.83333	17196
2	17216
2.16667	17300
2.33333	17186
2.5	17231
2.66667	17346
2.83333	17434
3	17428
3.16667	17393
3.33333	17480
3.5	17507
3.66667	17524
3.83333	17516
4	17481
4.16667	17656
4.33333	17616
4.5	17629
4.66667	17674
4.83333	17782
5	17724
5.16667	17885
5.33333	17589
5.5	17740
5.66667	17708
5.83333	17844
6	17993
6.16667	18017
6.33333	17920
6.5	18031
6.66667	18005
6.83333	18028
7	17982
7.16667	18178
7.33333	18131
7.5	17979
7.66667	18199
7.83333	18250
8	18210
8.16667	18158
8.33333	18246
8.5	18325
8.66667	18218
8.83333	18270
9	18211
9.16667	18303
9.33333	18364
9.5	18315
9.66667	18269
9.83333	18320
10	18371
10.16667	18364
10.33333	18410
10.5	18414
10.66667	18361
10.83333	18456
11	18549
11.16667	18570
11.33333	18446
11.5	18554
11.66667	18564
11.83333	18504
12	18503
12.16667	18500
12.33333	18527
12.5	18520
12.66667	18562
12.83333	18640
13	18524
13.16667	18543
13.33333	18569
13.5	18603
13.66667	18673
13.83333	18678
14	18736
14.16667	18790
14.33333	18715
14.5	18719
14.66667	18815
14.83333	18861
15	18830
15.16667	18921
15.33333	18809
15.5	18863
15.66667	18951
15.83333	18917
16	19039
16.16667	18968
16.33333	19049
16.5	19015
16.66667	19043
16.83333	19101
17	19001
17.16667	19027
17.33333	19074
17.5	19050
17.66667	19156
17.83333	19179
18	19093
18.16667	19121
18.33333	19181
18.5	19145
18.66667	19242
18.83333	19202
19	19152
19.16667	19206
19.33333	19254
19.5	19251
19.66667	19134
19.83333	19195
20	19265
20.16667	19216
20.33333	19143
20.5	19254
20.66667	19281
20.83333	19235
21	19268
21.16667	19321
21.33333	19259
21.5	19298
21.66667	19295
21.83333	19228
22	19211
22.16667	19297
22.33333	19376
22.5	19289
22.66667	19364
22.83333	19347
23	19258
23.16667	19317
23.33333	19267
23.5	19316
23.66667	19275
23.83333	19321
24	19276
